Zeitpunkt des Exports,Messstellenname,ID,Messstellenart,Hoehensystem,Gelaendehoehe (in Meter HS),Filteroberkante (in Meter HS),Filterunterkante (in Meter HS),NW - Niedrigster gemessener Wasserstand [cm u. GOK],MW - Mittlerer Wasserstand [cm u. GOK],HW - Hoechster gemessener Wasserstand [cm u. GOK],NW - Niedrigster gemessener Wasserstand [m ue. NHN],MW - Mittlerer Wasserstand [m ue. NHN],HW - Hoechster gemessener Wasserstand [m ue. NHN],Bezugszeitraum Hauptwerte,MW Januar [cm uGOK],MW Februar [cm uGOK],MW Maerz [cm uGOK],MW April [cm uGOK],MW Mai [cm uGOK],MW Juni [cm uGOK],MW Juli [cm uGOK],MW August [cm uGOK],MW September [cm uGOK],MW Oktober [cm uGOK],MW November [cm uGOK],MW Dezember [cm uGOK],Grundwasserleiterkomplex,loc_id,loc_name,east_3857,north_3857,east_25833,north_25833,x,y,geometry
02.02.2026,"33512273, Neufriedland, Alte MÃ¼hle, KSP Nr. 47",33512273,Beobachtungsrohr,NHN16,"6,3","-0,84","-2,84",259,211,101,"3,71","4,19","5,29",1969 / 2025,,,,,,,,,,,,,,9150,"33512273, Neufriedland, Alte Mühle, KSP Nr. 47",1585511.87927857,6918689.41078038,448782.0,5833710.0,448782.0,5833710.0,POINT (4607967.9487469075 3290804.9144940386)
02.02.2026,"34522464, Alt-Langsow",34522464,Beobachtungsrohr,NHN92,"8,3",,,265,221,112,"5,65","6,09","7,18",1969 / 2025,,,,,,,,,,,,,,9094,"34522464, Alt-Langsow",1604739.96313415,6904868.7812695,460399.0,5825216.0,460399.0,5825216.0,POINT (4620146.13829599 3283125.1585222944)
02.02.2026,"36532666, Frankfurt, WTZ-GelÃ¤nde",36532666,Beobachtungsrohr,NHN92,"52,2","-42,79","-59,79",1697,1581,1355,"35,23","36,39","38,65",1988 / 2025,,,,,,,,,,,,,,8833,"36532666, Frankfurt, WTZ-Gelände",1616792.87017661,6867665.92974668,467587.0,5802519.0,467587.0,5802519.0,POINT (4628884.918954599 3260961.3350474723)
02.02.2026,"45496242, Niemtsch",45496242,Beobachtungsrohr,NHN92,"100,79","93,79","91,79",306,250,205,"97,73","98,29","98,74",2016 / 2025,,,,,,,,,,,,,,15510,"45496242, Niemtsch",1556083.88854958,6709013.49800944,429088.0,5705174.0,429088.0,5705174.0,POINT (4597154.779550666 3161144.521138756)
02.02.2026,"30491527, Serwest",30491527,Beobachtungsrohr,NHN16,"48,2","15,21","13,21",294,223,169,"45,26","45,97","46,51",2000 / 2025,,,,,,,,,,,,,,8943,"30491527, Serwest",1551523.97953089,6970256.25321008,428588.0,5865130.0,428588.0,5865130.0,POINT (4585642.211868937 3320776.0825991468)
02.02.2026,"33470920, Zepernick",33470920,Beobachtungsrohr,NN,"58,95",54,53,219,156,72,"56,76","57,39","58,23",1979 / 2025,,,,,,,,,,,,,,10952,"33470920, Zepernick",1505025.52844736,6918030.72370933,399863.69,5834069.92,399863.69,5834069.92,POINT (4559134.664939904 3287795.388420526)
02.02.2026,"29341721, Lenzen, Weg zur FÃ¤hre OP",29341721,Beobachtungsrohr,NHN92,"16,6","8,6","6,6",295,182,16,"13,65","14,78","16,44",2002 / 2025,,,,,,,,,,,,,,14815,"29341721, Lenzen, Weg zur Fähre OP",1276117.70360386,6998553.03379013,263171.0,5887463.0,263171.0,5887463.0,POINT (4419067.261431295 3331611.438553996)
02.02.2026,"32419819, Friesack, an der Kirche neu,OP",32419819,Beobachtungsrohr,NHN16,"30,2","27,4","26,4",304,235,144,"27,16","27,85","28,76",2011 / 2025,,,,,,,,,,,,,,15426,"32419819, Friesack, an der Kirche neu,OP",1400283.90469335,6935442.05864816,336570.0,5846335.0,336570.0,5846335.0,POINT (4495138.1365620075 3295668.5251839603)
02.02.2026,"28473105, Kreuzkrug 1/24",28473105,Beobachtungsrohr,NHN16,"63,38","56,58","54,58",,,,,,,2025 / 2025,,,,,,,,,,,,,,17536,"28473105, Kreuzkrug 1/24",1514609.97194696,7010410.7286274,406769.0,5889636.0,406769.0,5889636.0,POINT (4562169.101560807 3343728.248512477)
02.02.2026,"37532730, Lossow",37532730,Beobachtungsrohr,NHN92,"63,6",,,186,133,67,"61,74","62,27","62,93",1971 / 2025,,,,,,,,,,,,,,9312,"37532730, Lossow",1619896.17485868,6853150.48070211,469430.0,5793644.0,469430.0,5793644.0,POINT (4631335.559824498 3252227.979931612)
02.02.2026,"38413443, Weitzgrund, Sendeanlage UP",38413443,Beobachtungsrohr,NHN92,"109,2","13,2","11,2",3360,3300,3252,"75,6","76,2","76,68",1997 / 2025,,,,,,,,,,,,,,13466,"38413443, Weitzgrund, Sendeanlage UP",1398118.34667343,6835192.3798511,333195.0,5785370.0,333195.0,5785370.0,POINT (4495982.374586592 3234607.3862513085)
02.02.2026,"38421581, Linthe Ost UP",38421581,Beobachtungsrohr,NHN92,"44,9","18,6","16,6",43,-16,-61,"44,47","45,06","45,51",2001 / 2025,,,,,,,,,,,,,,13758,"38421581, Linthe Ost UP",1425214.72172457,6828310.90928057,349702.0,5780622.0,349702.0,5780622.0,POINT (4512776.945063191 3231004.3312730393)
02.02.2026,"36412784, Rietz Nord",36412784,Beobachtungsrohr,NHN92,"30,6","19,1","17,1",191,151,87,"28,69","29,09","29,73",1977 / 2025,,,,,,,,,,,,,,13400,"36412784, Rietz Nord",1407514.9972776,6869752.14006655,339651.0,5806297.0,339651.0,5806297.0,POINT (4500980.456405674 3255932.3025811734)
02.02.2026,"34522497, Golzow,Feuerwehrhaus",34522497,FeuerlÃ¶schbrunnen,NHN92,"11,2",,,340,305,188,"7,8","8,15","9,32",1988 / 2025,,,,,,,,,,,,,,10072,"34522497, Golzow,Feuerwehrhaus",1613256.38192231,6904546.41942871,465582.0,5824981.0,465582.0,5824981.0,POINT (4625333.680030501 3283247.0345137436)
02.02.2026,"39490830, Krausnick",39490830,Beobachtungsrohr,NHN16,"50,64",,,504,441,358,"45,6","46,23","47,06",1955 / 2025,,,,,,,,,,,,,,13157,"39490830, Krausnick",1541400.32267946,6808004.05757762,420899.0,5766510.0,420899.0,5766510.0,POINT (4584781.385858208 3221809.379810146)
02.02.2026,"35490289, Klein Wall",35490289,Beobachtungsrohr,NHN92,"39,8","32,8","30,8",571,535,485,"34,09","34,45","34,95",1954 / 2025,533,532,530,528,528,530,532,534,536,537,535,534,,10714,"35490289, Klein Wall",1543878.81953022,6875859.49635086,423074.0,5808010.0,423074.0,5808010.0,POINT (4584093.416423185 3263382.7410855126)
02.02.2026,"37511774, Sauen UP",37511774,Beobachtungsrohr,NHN92,"69,9","-119,1","-125,1",2443,2361,2268,"45,47","46,29","47,22",1986 / 2025,,,,,,,,,,,,,,11543,"37511774, Sauen UP",1580494.05275002,6849645.51814506,445266.0,5791710.0,445266.0,5791710.0,POINT (4607359.427584678 3248637.47781416)
02.02.2026,"44503622, Sedlitz",44503622,Beobachtungsrohr,NHN92,"106,6",,,2607,1729,600,"80,53","89,31","100,6",1998 / 2025,,,,,,,,,,,,,,11999,"44503622, Sedlitz",1564548.93499574,6719348.8440219,434449.94,5711527.56,434449.94,5711527.56,POINT (4602070.565588829 3167853.8099749084)
02.02.2026,"28400252, Maulbeerwalde, Wasserwerk MP",28400252,Beobachtungsrohr,NHN92,"83,7","-15,3","-19,3",720,590,449,"76,5","77,8","79,21",1974 / 2025,,,,,,,,,,,,,,15355,"28400252, Maulbeerwalde, Wasserwerk MP",1374807.91347452,7014059.18003629,322872.0,5894194.0,322872.0,5894194.0,POINT (4478148.024614676 3342468.325244717)
02.02.2026,"32471950, Biesenthal OP alt",32471950,Beobachtungsrohr,NHN16,"39,6","10,61","8,61",231,189,147,"37,29","37,71","38,13",1981 / 2025,,,,,,,,,,,,,,8912,"32471950, Biesenthal OP alt",1515520.3858918,6941586.33959688,406516.0,5848202.0,406516.0,5848202.0,POINT (4564793.451219184 3302358.4190611)
02.02.2026,"42530371, Forst-Sacro",42530371,FeuerlÃ¶schbrunnen,NN,"69,42",,,239,145,2,"67,03","67,97","69,4",1967 / 2025,,,,,,,,,,,,,,11780,"42530371, Forst-Sacro",1630504.837908,6760719.72848099,475653.72,5736799.01,475653.72,5736799.01,POINT (4641451.742739402 3195904.482149011)
02.02.2026,"26491068, Baumgarten",26491068,Beobachtungsrohr,NHN92,"45,26","-5,74","-7,74",747,649,495,"37,79","38,77","40,31",1984 / 2025,,,,,,,,,,,,,,15592,"26491068, Baumgarten",1552929.64101352,7046179.07986744,430103.9999988,5910632.00198072,430103.9999988,5910632.00198072,POINT (4583990.360376374 3366295.782532495)
02.02.2026,"28511231, Stendell (Rangierbhf. PCK)",28511231,Beobachtungsrohr,NHN92,"10,8",,,297,242,134,"7,83","8,38","9,46",1980 / 2025,,,,,,,,,,,,,,10311,"28511231, Stendell (Rangierbhf. PCK)",1579225.06550446,7006786.6518595,445563.0,5886865.0,445563.0,5886865.0,POINT (4601069.7074824935 3343641.447369362)
02.02.2026,"42505001, Eichow UP",42505001,Beobachtungsrohr,NHN92,"58,63","36,63","34,63",248,198,140,"56,15","56,65","57,23",2010 / 2025,,,,,,,,,,,,,,12717,"42505001, Eichow UP",1576067.45508283,6760502.3196659,441918.0,5736941.0,441918.0,5736941.0,POINT (4607782.447038273 3193734.373358954)
02.02.2026,"31471806, Marienwerder UP",31471806,Beobachtungsrohr,NHN16,"37,2","-55,93","-57,93",20,-19,-61,37,"37,39","37,81",1968 / 2025,,,,,,,,,,,,,,8673,"31471806, Marienwerder UP",1515009.76764561,6955064.52229046,406364.0,5856348.0,406364.0,5856348.0,POINT (4564077.141200459 3310478.044625978)
02.02.2026,"37422820, Busendorf, ca. 1 km nordwestl.",37422820,Beobachtungsrohr,NHN92,"42,8","37,8","35,8",486,365,229,"37,94","39,15","40,51",1969 / 2025,,,,,,,,,,,,,,13591,"37422820, Busendorf, ca. 1 km nordwestl.",1426288.73042411,6853808.76813107,350833.0,5796205.0,350833.0,5796205.0,POINT (4512831.9969601715 3246631.8078926234)
02.02.2026,"38521803, Chossewitz, KlingemÃ¼hle UP",38521803,Beobachtungsrohr,NHN92,"87,06","20,1","16,1",2244,2186,2111,"64,62","65,2","65,95",1986 / 2025,,,,,,,,,,,,,,10536,"38521803, Chossewitz, Klingemühle UP",1605972.71367234,6818134.7172883,460730.0,5772259.0,460730.0,5772259.0,POINT (4624127.405261627 3230281.8827147507)
02.02.2026,"31480594, Lichterfelde",31480594,Beobachtungsrohr,NHN16,"36,5","30,97","28,87",340,272,188,"33,1","33,78","34,62",1973 / 2025,,,,,,,,,,,,,,9963,"31480594, Lichterfelde",1534272.6048561,6956768.91122651,418034.0,5857165.0,418034.0,5857165.0,POINT (4575664.319145681 3312098.3564552655)
02.02.2026,"39423122, Marzahna, ca. 1 km westl.",39423122,Beobachtungsrohr,NHN16,"126,9","73,1","69,1",3031,2963,2915,"96,59","97,27","97,75",2006 / 2025,,,,,,,,,,,,,,15228,"39423122, Marzahna, ca. 1 km westl.",1419805.02751288,6800349.23875906,345847.0,5763557.0,345847.0,5763557.0,POINT (4510104.374617784 3213711.039985542)
02.02.2026,"28390120, Pritzwalk, nÃ¶rdl. OP",28390120,Beobachtungsrohr,NHN16,"75,4","53,4","49,4",1106,1003,819,"64,34","65,37","67,21",2001 / 2025,,,,,,,,,,,,,,14132,"28390120, Pritzwalk, nördl. OP",1355404.29398487,7014762.65766385,311240.0,5895061.0,311240.0,5895061.0,POINT (4466483.9374440275 3342526.402616926)
02.02.2026,"33502243, Kunersdorf",33502243,Beobachtungsrohr,NHN92,"9,4","2,9","1,9",404,339,245,"5,36","6,01","6,95",1973 / 2025,,,,,,,,,,,,,,9235,"33502243, Kunersdorf",1575593.49470869,6921834.16488476,442777.0,5835683.0,442777.0,5835683.0,POINT (4601839.924915036 3292361.033784503)
02.02.2026,"37431606, Reesdorf, ca. 500 m sÃ¼dlwestl.",37431606,Beobachtungsrohr,NHN92,"44,7",33,31,509,446,320,"39,61","40,24","41,5",1968 / 2025,,,,,,,,,,,,,,13539,"37431606, Reesdorf, ca. 500 m südlwestl.",1436988.50284666,6839470.58595927,357133.6,5787243.2,357133.6,5787243.2,POINT (4519735.279182249 3238122.3101280173)
02.02.2026,"30481528, Joachimsthal, Forst, OP",30481528,Beobachtungsrohr,NHN16,"74,7","68,76","67,76",461,408,289,"70,09","70,62","71,81",2000 / 2025,,,,,,,,,,,,,,8692,"30481528, Joachimsthal, Forst, OP",1524755.68693419,6981545.44397537,412549.0,5872191.0,412549.0,5872191.0,POINT (4569148.820643665 3326716.894208836)
02.02.2026,"38413420, LÃ¼tte SÃ¼d OP",38413420,Beobachtungsrohr,NHN92,"52,8","17,5","14,5",266,213,150,"50,14","50,67","51,3",1978 / 2025,,,,,,,,,,,,,,13329,"38413420, Lütte Süd OP",1403977.60058062,6835440.30754266,336797.0,5785402.0,336797.0,5785402.0,POINT (4499573.5375296725 3234886.955715652)
02.02.2026,"29490632, GÃ¶rlsdorf OP",29490632,Beobachtungsrohr,NHN92,"40,7","37,57","35,57",220,96,-1,"38,5","39,74","40,71",1985 / 2025,,,,,,,,,,,,,,9636,"29490632, Görlsdorf OP",1553591.37432513,6991933.89155717,430026.0,5878151.0,430026.0,5878151.0,POINT (4586172.866964709 3333871.6769978954)
02.02.2026,"35485390, GrÃ¼nheide",35485390,Beobachtungsrohr,NHN16,"38,8","29,9","27,9",580,555,490,33,"33,25","33,9",1999 / 2025,,,,,,,,,,,,,,12200,"35485390, Grünheide",1538001.97686164,6874185.07119069,419467.0,5807047.0,419467.0,5807047.0,POINT (4580560.989482172 3262173.449389386)
02.02.2026,"40466026, Heinsdorf",40466026,Beobachtungsrohr,NHN16,"118,88","80,38","78,38",3676,3578,3487,"82,12","83,1","84,01",2002 / 2025,,,,,,,,,,,,,,12551,"40466026, Heinsdorf",1485262.08071849,6788628.18181846,386043.0,5755259.0,386043.0,5755259.0,POINT (4550777.050938558 3208188.0217955397)
02.02.2026,"29470010, Vietmannsdorf, Haus Nr.7",29470010,Beobachtungsrohr,NHN92,"50,3",41,39,207,163,117,"48,23","48,67","49,13",1998 / 2025,,,,,,,,,,,,,,14549,"29470010, Vietmannsdorf, Haus Nr.7",1505804.41642166,6992816.0041408,401262.0,5879186.0,401262.0,5879186.0,POINT (4557401.0847933395 3332918.6372893592)
02.02.2026,"33419914, Briesen, ca. 1 km sÃ¼dwestl. OP",33419914,Beobachtungsrohr,NHN92,"44,5","27,6","25,6",1550,1462,1354,29,"29,88","30,96",1971 / 2025,,,,,,,,,,,,,,13716,"33419914, Briesen, ca. 1 km südwestl. OP",1398875.60029579,6927323.23138942,335550.0,5841451.0,335550.0,5841451.0,POINT (4494458.935911707 3290725.1280484227)
02.02.2026,"43483620, Finsterwalde",43483620,Beobachtungsrohr,NHN92,"104,4",,,438,344,236,"100,02","100,96","102,04",1971 / 2025,,,,,,,,,,,,,,11138,"43483620, Finsterwalde",1522658.54223536,6737643.97434573,408565.0,5723284.0,408565.0,5723284.0,POINT (4575439.525915372 3177817.145272107)
02.02.2026,"35442151, GroÃ Glienicke, Am Fenn, UP",35442151,Beobachtungsrohr,NHN92,"36,8","18,3","16,3",698,611,538,"29,82","30,69","31,42",2002 / 2025,,,,,,,,,,,,,,13722,"35442151, Groß Glienicke, Am Fenn, UP",1458158.79987532,6884729.07191098,370850.0,5814510.0,370850.0,5814510.0,POINT (4531539.354516766 3266276.1280310648)
02.02.2026,"30370060, BÃ¤low, Trafohaus",30370060,Beobachtungsrohr,NHN16,"22,3","14,2","12,2",270,164,7,"19,6","20,66","22,23",1998 / 2025,,,,,,,,,,,,,,13333,"30370060, Bälow, Trafohaus",1320761.12908332,6971898.63468496,289319.0,5870193.0,289319.0,5870193.0,POINT (4446348.135631331 3316200.8483389732)
02.02.2026,"40486267, SchÃ¶nwalde, Krausnicker Weg",40486267,Beobachtungsrohr,NHN92,"52,62","45,62","43,62",223,171,78,"50,39","50,91","51,84",2004 / 2025,,,,,,,,,,,,,,12383,"40486267, Schönwalde, Krausnicker Weg",1534322.53592989,6799203.06208296,416448.0,5761170.0,416448.0,5761170.0,POINT (4580707.318886885 3216173.7173276786)
02.02.2026,"38465205, Mellensee Nord",38465205,Beobachtungsrohr,NHN92,"38,48","21,48","19,48",317,283,228,"35,31","35,65","36,2",2009 / 2025,,,,,,,,,,,,,,10795,"38465205, Mellensee Nord",1493594.84527406,6835276.82381013,391813.0,5783795.0,391813.0,5783795.0,POINT (4554572.203483435 3237064.548337297)
02.02.2026,"32502127, Bad Freienwalde, Wriezener StraÃe",32502127,Beobachtungsrohr,NHN92,"10,26",,,247,168,100,"7,79","8,58","9,26",1971 / 2025,,,,,,,,,,,,,,8590,"32502127, Bad Freienwalde, Wriezener Straße",1565763.17207391,6940992.37016471,436956.0,5847352.0,436956.0,5847352.0,POINT (4595224.1082464885 3303607.933543445)
02.02.2026,"25490020, Bandelow OP",25490020,Beobachtungsrohr,NHN16,"47,2","9,42","5,42",1844,1781,1640,"28,76","29,39","30,8",1984 / 2025,,,,,,,,,,,,,,8868,"25490020, Bandelow OP",1541649.4690817,7058396.72917514,423475.0,5918020.0,423475.0,5918020.0,POINT (4576860.805965064 3373210.962821406)
02.02.2026,"33502244, Ringenwalde",33502244,Beobachtungsrohr,NHN16,"51,6","-18,67","-19,67",1586,1477,1355,"35,74","36,83","38,05",1975 / 2025,,,,,,,,,,,,,,9236,"33502244, Ringenwalde",1573941.64839599,6912228.80160515,441704.0,5829871.0,441704.0,5829871.0,POINT (4601171.359824318 3286485.656866944)
02.02.2026,"36522651, Treplin",36522651,Beobachtungsrohr,NHN92,"82,01",,,650,578,448,"75,51","76,23","77,53",1969 / 2025,,,,,,,,,,,,,,8757,"36522651, Treplin",1602449.71019693,6871939.71013667,458837.0,5805191.0,458837.0,5805191.0,POINT (4619970.412772599 3263027.4868573113)
02.02.2026,"36413851, Krahne Ost UP",36413851,Beobachtungsrohr,NHN92,"56,1","3,6","1,8",2127,2035,1933,"34,83","35,75","36,77",1975 / 2025,,,,,,,,,,,,,,13491,"36413851, Krahne Ost UP",1401614.01443231,6858247.52882677,335810.0,5799396.0,335810.0,5799396.0,POINT (4497624.6652737195 3248782.1484506014)
02.02.2026,"36422940, GÃ¶hlsdorf-Lehnin",36422940,Beobachtungsrohr,NHN92,"36,8","27,8","25,8",451,373,252,"32,29","33,07","34,28",1969 / 2025,,,,,,,,,,,,,,13294,"36422940, Göhlsdorf-Lehnin",1422609.74511987,6863757.09992502,348766.0,5802348.0,348766.0,5802348.0,POINT (4510346.284106453 3252619.3871922498)
02.02.2026,"37431608, Beelitz SÃ¼d",37431608,Beobachtungsrohr,NHN92,"43,2","37,9","35,9",446,378,253,"38,74","39,42","40,67",1969 / 2025,,,,,,,,,,,,,,13686,"37431608, Beelitz Süd",1443321.00264548,6838987.67281659,361011.0,5786837.0,361011.0,5786837.0,POINT (4523631.60332194 3237983.512133114)
02.02.2026,"27470001, Sternthal",27470001,Beobachtungsrohr,NHN92,"89,1","70,5","68,5",1393,1261,1068,"75,17","76,49","78,42",2007 / 2025,,,,,,,,,,,,,,15127,"27470001, Sternthal",1516356.8568906,7024157.42483096,407977.0,5897847.0,407977.0,5897847.0,POINT (4562802.926129066 3352006.3313508765)
02.02.2026,"40441090, Markendorf,ca. 500 m NW",40441090,Beobachtungsrohr,NHN92,"79,57","46,1","44,1",903,802,729,"70,54","71,55","72,28",1973 / 2025,,,,,,,,,,,,,,13640,"40441090, Markendorf,ca. 500 m NW",1465473.36567995,6798064.48945533,373970.0,5761361.0,373970.0,5761361.0,POINT (4538312.704513749 3213449.6468464355)
02.02.2026,"45455482, Burxdorf",45455482,Beobachtungsrohr,NHN16,"88,69","82,69","80,69",,,,,,,2025 / 2025,,,,,,,,,,,,,,17460,"45455482, Burxdorf",1475883.85181918,6702758.17553074,378983.0,5702226.0,378983.0,5702226.0,POINT (4547363.550494376 3154775.2410221556)
02.02.2026,"32512145, Karlshof, KSP Nr. 28",32512145,Beobachtungsrohr,NHN92,"5,9",,,295,247,142,"2,95","3,43","4,48",1970 / 2025,,,,,,,,,,,,,,8644,"32512145, Karlshof, KSP Nr. 28",1587095.83873956,6936850.82047875,449858.0,5844697.0,449858.0,5844697.0,POINT (4608281.10056737 3301846.347425878)
02.02.2026,"31471808, Ruhlsdorf UP",31471808,Beobachtungsrohr,NHN92,"39,3",,,560,523,456,"33,7","34,07","34,74",1968 / 2025,,,,,,,,,,,,,,10167,"31471808, Ruhlsdorf UP",1513075.65958275,6951171.46379505,405148.0,5854021.0,405148.0,5854021.0,POINT (4563025.221312681 3308071.721092546)
02.02.2026,"39431422, Klausdorf SÃ¼d MP",39431422,Beobachtungsrohr,NHN92,"99,4","51,4","49,4",2449,2355,2273,"74,91","75,85","76,67",1958 / 2025,,,,,,,,,,,,,,15279,"39431422, Klausdorf Süd MP",1440628.33569084,6806712.90222615,358797.0,5767089.0,358797.0,5767089.0,POINT (4522781.303314807 3218124.5264631524)
02.02.2026,"26481051, Holzendorf-Nord UP",26481051,Beobachtungsrohr,NHN92,"56,47","37,47","35,47",500,428,307,"51,47","52,19","53,4",1974 / 2025,,,,,,,,,,,,,,15526,"26481051, Holzendorf-Nord UP",1532137.03001973,7056599.06246635,417776.0,5917044.0,417776.0,5917044.0,POINT (4571242.41774955 3371842.6737695336)
02.02.2026,"43483424, GrÃ¶bitz",43483424,Beobachtungsrohr,NHN92,"106,6",,,578,475,366,"100,82","101,85","102,94",1954 / 2025,,,,,,,,,,,,,,10407,"43483424, Gröbitz",1524067.11233458,6738516.48840394,409450.0,5723809.0,409450.0,5723809.0,POINT (4576286.611699044 3178401.7729430376)
02.02.2026,"37475123, Mittenwalde",37475123,Beobachtungsrohr,NHN92,"35,72","23,72","21,72",165,140,80,"34,07","34,32","34,92",2011 / 2025,,,,,,,,,,,,,,11010,"37475123, Mittenwalde",1506570.3236163,6846985.5927892,399924.6,5790793.1,399924.6,5790793.1,POINT (4562183.423154287 3244606.572305873)
02.02.2026,"34416120, Marzahne Nord",34416120,Beobachtungsrohr,NHN92,"33,1","15,4","13,9",358,257,155,"29,52","30,53","31,55",1976 / 2025,,,,,,,,,,,,,,14503,"34416120, Marzahne Nord",1395367.17650035,6896590.5487392,332783.0,5822882.0,332783.0,5822882.0,POINT (4492983.441530385 3272007.128784619)
02.02.2026,"38404660, GÃ¶rzke, OT Dangelsdorf, OP",38404660,Beobachtungsrohr,NHN92,"96,89","58,9","54,9",456,403,341,"92,33","92,86","93,48",2004 / 2025,,,,,,,,,,,,,,14720,"38404660, Görzke, OT Dangelsdorf, OP",1381399.54697488,6830600.95425688,322831.0,5782914.0,322831.0,5782914.0,POINT (4485812.5165499095 3231444.40013523)
02.02.2026,"35522594, Alt Zeschdorf",35522594,Beobachtungsrohr,NHN16,"52,4","41,4","39,4",1028,946,775,"42,12","42,94","44,65",2000 / 2025,,,,,,,,,,,,,,8732,"35522594, Alt Zeschdorf",1608868.55188361,6877257.49004622,462785.0,5808401.0,462785.0,5808401.0,POINT (4623688.013903436 3266503.291713697)
02.02.2026,"35480875, MÃ¼nchehofe Hoppegarten 1/24",35480875,Beobachtungsrohr,NHN16,"47,01","32,91","30,91",,,,,,,2025 / 2025,,,,,,,,,,,,,,17416,"35480875, Münchehofe Hoppegarten 1/24",1521955.84511762,6889005.0601304,409828.0,5816242.0,409828.0,5816242.0,POINT (4570308.926190966 3270688.0234679803)
02.02.2026,"45476069, Hohenleipisch",45476069,Beobachtungsrohr,NHN16,"109,1","94,3","92,3",1084,1021,915,"98,26","98,89","99,95",2003 / 2025,,,,,,,,,,,,,,11363,"45476069, Hohenleipisch",1508037.2469941,6707482.38618579,399107.0,5704728.0,399107.0,5704728.0,POINT (4567271.298854552 3158648.489782244)
02.02.2026,"32502129, Altranft KSP Nr. 19",32502129,Beobachtungsrohr,NHN16,4,,,255,210,137,"1,45","1,9","2,63",1971 / 2025,,,,,,,,,,,,,,9266,"32502129, Altranft KSP Nr. 19",1568927.97540222,6941137.16568351,438875.0,5847415.0,438875.0,5847415.0,POINT (4597134.450045794 3303803.0136315958)
02.02.2026,"43473636, Frankena",43473636,Beobachtungsrohr,NHN16,"96,6","58,57","57,57",189,122,23,"94,71","95,38","96,37",1967 / 2025,,,,,,,,,,,,,,13180,"43473636, Frankena",1511477.69229912,6739129.25746066,401635.0,5724335.0,401635.0,5724335.0,POINT (4568453.194541853 3178391.6900209896)
02.02.2026,"36521678, Pillgram",36521678,Beobachtungsrohr,NHN92,"61,14","-15,8","-19,8",559,449,251,"55,55","56,65","58,63",1985 / 2025,,,,,,,,,,,,,,11525,"36521678, Pillgram",1601633.22070864,6859249.68869427,458272.4,5797451.9,458272.4,5797451.9,POINT (4619940.778751035 3255262.942006947)
02.02.2026,"31481014, Eberswalde, Marien-/BollwerkstraÃe",31481014,Beobachtungsrohr,NHN16,"10,6","6,7","4,7",162,137,108,"8,98","9,23","9,52",1979 / 2025,,,,,,,,,,,,,,8720,"31481014, Eberswalde, Marien-/Bollwerkstraße",1539003.72705914,6952774.73353013,420856.0,5854707.0,420856.0,5854707.0,POINT (4578650.431492945 3309839.6285090656)
02.02.2026,"28511207, Hohenfelde, Jagen 2-9",28511207,Beobachtungsrohr,NHN92,"9,4",,,927,851,744,"0,13","0,89","1,96",1968 / 2025,,,,,,,,,,,,,,10381,"28511207, Hohenfelde, Jagen 2-9",1594795.94903666,7005721.32265624,454916.0,5886129.0,454916.0,5886129.0,POINT (4610453.11261066 3343552.014491713)
02.02.2026,"32502116, Bad Freienwalde, Eberswalder StraÃe",32502116,Beobachtungsrohr,NHN92,"6,83",,,255,155,92,"4,28","5,28","5,91",1971 / 2025,,,,,,,,,,,,,,8598,"32502116, Bad Freienwalde, Eberswalder Straße",1559980.67888612,6943674.67484809,433474.0,5849020.0,433474.0,5849020.0,POINT (4591634.343933306 3305032.9661764842)
02.02.2026,"28428204, Linow, Wald",28428204,Beobachtungsrohr,NHN92,75,57,55,1606,1561,1485,"58,94","59,39","60,15",1979 / 2025,,,,,,,,,,,,,,14944,"28428204, Linow, Wald",1428184.9490091,7003423.66849209,354725.0,5886740.0,354725.0,5886740.0,POINT (4510444.647427809 3337238.472638006)
02.02.2026,"35522593, Alt Mahlisch UP",35522593,Beobachtungsrohr,NHN92,"53,36","-27,82","-29,82",1653,1493,1289,"36,83","38,43","40,47",1972 / 2025,,,,,,,,,,,,,,9262,"35522593, Alt Mahlisch UP",1605535.96099361,6884592.29693779,460785.0,5812884.0,460785.0,5812884.0,POINT (4621383.113628908 3270841.090215616)
02.02.2026,"38431580, Alt Bork, AutobahnunterfÃ¼hrung ",38431580,Beobachtungsrohr,NHN16,"44,7","40,7","38,7",388,342,265,"40,82","41,28","42,05",1968 / 2025,,,,,,,,,,,,,,15232,"38431580, Alt Bork, Autobahnunterführung ",1432300.83233428,6835519.21740404,354186.0,5784908.0,354186.0,5784908.0,POINT (4516955.380714655 3235589.408033294)
02.02.2026,"32419880, Dreetz, 3 km sÃ¼dÃ¶stl. UP",32419880,Beobachtungsrohr,NHN92,"30,5","-37,5","-39,5",240,188,14,"28,1","28,62","30,36",1974 / 2025,,,,,,,,,,,,,,14747,"32419880, Dreetz, 3 km südöstl. UP",1393038.15335952,6945114.11888219,332379.0,5852331.0,332379.0,5852331.0,POINT (4490541.523711129 3301361.3664898975)
02.02.2026,"35512550, Falkenhagen",35512550,Beobachtungsrohr,NHN16,"51,8","46,07","44,07",427,365,309,"47,53","48,15","48,71",1969 / 2025,,,,,,,,,,,,,,9135,"35512550, Falkenhagen",1593534.90585213,6876456.89523184,453414.0,5807993.0,453414.0,5807993.0,POINT (4614366.324674219 3265451.884539283)
