Zeitpunkt des Exports,Messstellenname,ID,Messstellenart,Hoehensystem,Gelaendehoehe (in Meter HS),Filteroberkante (in Meter HS),Filterunterkante (in Meter HS),NW - Niedrigster gemessener Wasserstand [cm u. GOK],MW - Mittlerer Wasserstand [cm u. GOK],HW - Hoechster gemessener Wasserstand [cm u. GOK],NW - Niedrigster gemessener Wasserstand [m ue. NHN],MW - Mittlerer Wasserstand [m ue. NHN],HW - Hoechster gemessener Wasserstand [m ue. NHN],Bezugszeitraum Hauptwerte,MW Januar [cm uGOK],MW Februar [cm uGOK],MW Maerz [cm uGOK],MW April [cm uGOK],MW Mai [cm uGOK],MW Juni [cm uGOK],MW Juli [cm uGOK],MW August [cm uGOK],MW September [cm uGOK],MW Oktober [cm uGOK],MW November [cm uGOK],MW Dezember [cm uGOK],Grundwasserleiterkomplex,loc_id,loc_name,east_3857,north_3857,east_25833,north_25833,x,y,geometry
02.02.2026,"32471945, Danewitz OP",32471945,Beobachtungsrohr,NHN92,"62,2","48,48","46,48",438,305,134,"57,82","59,15","60,86",1972 / 2025,,,,,,,,,,,,,,9596,"32471945, Danewitz OP",1520850.31941355,6934060.91721662,409661.0,5843590.0,409661.0,5843590.0,POINT (4568250.859226828 3297972.162981395)
02.02.2026,"40536003, GroÃ Drewitz",40536003,Beobachtungsrohr,NHN92,"69,7","57,45","55,45",510,370,237,"64,6",66,"67,33",2001 / 2025,,,,,,,,,,,,,,10434,"40536003, Groß Drewitz",1621851.17410954,6799094.51943321,470431.06,5760491.58,470431.06,5760491.58,POINT (4634615.260325393 3219199.8410501066)
02.02.2026,"29463220, Hammelspring",29463220,Beobachtungsrohr,NHN16,"56,5","40,4","38,4",338,234,88,"53,12","54,16","55,62",2007 / 2025,,,,,,,,,,,,,,15132,"29463220, Hammelspring",1495332.18596528,6997001.71368945,395012.0,5881833.0,395012.0,5881833.0,POINT (4550981.103854595 3335128.451204416)
02.02.2026,"33520966, Kienitz",33520966,Beobachtungsrohr,NHN16,"8,1",,,150,86,-12,"6,6","7,24","8,22",1955 / 2025,,,,,,,,,,,,,,9155,"33520966, Kienitz",1605996.64320079,6921667.31766052,461245.0,5835400.0,461245.0,5835400.0,POINT (4620286.010974934 3293349.5941171544)
02.02.2026,"42520102, Roggosen",42520102,Beobachtungsrohr,NHN92,"78,46","60,46","58,46",251,196,136,"75,95","76,5","77,1",2015 / 2025,,,,,,,,,,,,,,15486,"42520102, Roggosen",1610489.79262645,6747309.93264468,463190.0,5728579.0,463190.0,5728579.0,POINT (4629579.429786022 3186844.0841267514)
02.02.2026,"28410213, GroÃ-HaÃlow, Kreuzung",28410213,Beobachtungsrohr,NHN92,"76,2",,,459,375,234,"71,61","72,45","73,86",1974 / 2025,,,,,,,,,,,,,,14806,"28410213, Groß-Haßlow, Kreuzung",1399538.3020815,7014987.4207888,337738.0,5894223.0,337738.0,5894223.0,POINT (4492976.506929033 3343527.864231458)
02.02.2026,"32454665, Fichtengrund, Jagenstein",32454665,Beobachtungsrohr,NHN92,"37,8","14,8","12,8",425,386,313,"33,55","33,94","34,67",1971 / 2025,,,,,,,,,,,,,,14696,"32454665, Fichtengrund, Jagenstein",1477221.69245256,6942626.161097,383325.0,5849333.0,383325.0,5849333.0,POINT (4541576.555236912 3301887.6155650946)
02.02.2026,"30464252, Krewelin, Ortsausgang",30464252,Beobachtungsrohr,NHN92,"42,12",,,113,73,-4,"40,99","41,39","42,16",1972 / 2025,,,,,,,,,,,,,,15209,"30464252, Krewelin, Ortsausgang",1489981.72723251,6972454.96329072,391460.0,5867147.0,391460.0,5867147.0,POINT (4548457.4262306 3320226.892775705)
02.02.2026,"26381003, JÃ¤nnersdorf, am Friedhof",26381003,Beobachtungsrohr,NHN92,"63,2","55,2","53,2",257,212,138,"60,63","61,08","61,82",2002 / 2025,,,,,,,,,,,,,,15312,"26381003, Jännersdorf, am Friedhof",1342570.51794021,7045448.60968663,304291.0,5913711.0,304291.0,5913711.0,POINT (4458251.455217662 3360647.373099355)
02.02.2026,"36532674, Frankfurt, BergstraÃe, Kirche",36532674,Beobachtungsrohr,NHN92,"22,7",,,178,96,3,"20,92","21,74","22,67",1969 / 2025,,,,,,,,,,,,,,8841,"36532674, Frankfurt, Bergstraße, Kirche",1619276.40207192,6864046.88967339,469092.0,5800301.0,469092.0,5800301.0,POINT (4630539.457485683 3258850.4999631466)
02.02.2026,"38532839, Vogelsang UP",38532839,Beobachtungsrohr,NHN92,38,"-37,16","-41,16",279,247,191,"35,21","35,53","36,09",1993 / 2025,,,,,,,,,,,,,,8807,"38532839, Vogelsang UP",1630246.19940745,6833096.33052732,475711.0,5781338.0,475711.0,5781338.0,POINT (4638449.76904301 3240373.8750044005)
02.02.2026,"38539089, Lawitz",38539089,Beobachtungsrohr,NHN16,"39,3",,,675,620,478,"32,55","33,1","34,52",1969 / 2025,,,,,,,,,,,,,,8696,"38539089, Lawitz",1629977.74711341,6822136.72226014,475513.0,5774620.0,475513.0,5774620.0,POINT (4638714.463338296 3233653.448191012)
02.02.2026,"32510209, ZollbrÃ¼cke, Dammhaus, neu",32510209,Beobachtungsrohr,NHN16,"5,7","1,16","-0,84",238,150,15,"3,32","4,2","5,55",1929 / 2025,,,,,,,,,,,,,,8586,"32510209, Zollbrücke, Dammhaus, neu",1586398.43312277,6943977.59417114,449480.0,5849010.0,449480.0,5849010.0,POINT (4607605.218280998 3306125.5770778502)
02.02.2026,"46489173, Kroppen",46489173,Beobachtungsrohr,NHN16,"112,19",,,277,241,159,"109,42","109,78","110,6",2000 / 2025,,,,,,,,,,,,,,10993,"46489173, Kroppen",1535526.16508152,6688102.77762364,416053.6,5692346.4,416053.6,5692346.4,POINT (4585025.134332903 3147448.473014494)
02.02.2026,"28473110, Petznick",28473110,Beobachtungsrohr,NHN92,"65,5","49,5","47,5",535,424,308,"60,15","61,26","62,42",2007 / 2025,,,,,,,,,,,,,,14098,"28473110, Petznick",1517015.26941334,7012675.22642277,408240.0,5890965.0,408240.0,5890965.0,POINT (4563544.356625573 3345156.2590232845)
02.02.2026,"30491532, SenftenhÃ¼tte, OP",30491532,Beobachtungsrohr,NHN16,"69,2","44,68","42,68",1926,1835,1751,"49,94","50,85","51,69",2002 / 2025,,,,,,,,,,,,,,8987,"30491532, Senftenhütte, OP",1543442.71042087,6970929.23635848,423715.0,5865610.0,423715.0,5865610.0,POINT (4580746.773023382 3320919.0680042394)
02.02.2026,"39549051, Coschen, Deich",39549051,Beobachtungsrohr,NHN92,"38,63",,,411,317,42,"34,52","35,46","38,21",1968 / 2025,,,,,,,,,,,,,,8823,"39549051, Coschen, Deich",1639718.71486642,6803342.23374354,481461.0,5763051.0,481461.0,5763051.0,POINT (4645444.225948502 3222511.616722894)
02.02.2026,"40536004, LÃ¼bbinchen",40536004,Beobachtungsrohr,NHN92,"70,1","55,51","53,51",1245,1053,929,"57,65","59,57","60,81",2000 / 2025,,,,,,,,,,,,,,10573,"40536004, Lübbinchen",1622524.17126687,6794007.83279877,470827.87,5757358.83,470827.87,5757358.83,POINT (4635226.334833112 3216099.5185555485)
02.02.2026,"31449211, Beetz UP",31449211,Beobachtungsrohr,NHN16,"38,9","-45,1","-47,1",381,310,247,"35,09","35,8","36,43",1973 / 2025,,,,,,,,,,,,,,13924,"31449211, Beetz UP",1447145.03063412,6948758.60236721,365207.0,5853510.0,365207.0,5853510.0,POINT (4523210.55612331 3304805.36714516)
02.02.2026,"33512266, Posedin 1/24",33512266,Beobachtungsrohr,NHN16,"7,6","-1,5","-3,5",,,,,,,2025 / 2025,,,,,,,,,,,,,,17307,"33512266, Posedin 1/24",1593627.87014872,6919889.30029723,453721.0,5834388.0,453721.0,5834388.0,POINT (4612848.950900484 3291821.6202131575)
02.02.2026,"34502412, MÃ¼ncheberg,GelÃ¤nde LIW II",34502412,Beobachtungsrohr,NHN16,"70,5",,,538,272,93,"65,12","67,78","69,57",1988 / 2025,,,,,,,,,,,,,,10003,"34502412, Müncheberg,Gelände LIW II",1576562.3338671,6891399.04581495,443151.0,5817199.0,443151.0,5817199.0,POINT (4603490.876873424 3273935.9442079873)
02.02.2026,"35442315, Bornim, Lerchenst./Kreuz.Schneiderweg, UP",35442315,Beobachtungsrohr,NHN92,"33,9","7,05","5,05",409,310,171,"29,81","30,8","32,19",1980 / 2025,,,,,,,,,,,,,,14917,"35442315, Bornim, Lerchenst./Kreuz.Schneiderweg, UP",1448935.60795883,6879162.45924059,365129.0,5811272.0,365129.0,5811272.0,POINT (4526055.180901527 3262650.9077722495)
02.02.2026,"38421593, BrÃ¼ck-Rottstock, Gewerbeg., UP",38421593,Beobachtungsrohr,NHN16,"46,6",-95,-99,209,144,72,"44,51","45,16","45,88",1978 / 2025,,,,,,,,,,,,,,13727,"38421593, Brück-Rottstock, Gewerbeg., UP",1421586.9917018,6831338.07276123,347530.0,5782545.0,347530.0,5782545.0,POINT (4510477.71599432 3232773.9480052358)
02.02.2026,"37511766, NeubrÃ¼ck OP",37511766,Beobachtungsrohr,NHN92,"42,37","19,2","15,2",403,339,207,"38,34","38,98","40,3",1982 / 2025,,,,,,,,,,,,,,11421,"37511766, Neubrück OP",1588778.05346624,6849893.51882286,450345.0,5791808.0,450345.0,5791808.0,POINT (4612420.229604812 3249084.2153106052)
02.02.2026,"32481965, SchÃ¶nholz MP neu",32481965,Beobachtungsrohr,NHN16,"66,2","9,99","7,99",1601,1463,1307,"50,19","51,57","53,13",1973 / 2025,,,,,,,,,,,,,,8977,"32481965, Schönholz MP neu",1530625.27204382,6941140.79326734,415664.0,5847765.0,415664.0,5847765.0,POINT (4573951.1776721785 3302552.925234821)
02.02.2026,"29350026, Lenzersilge MP2",29350026,Beobachtungsrohr,NHN92,20,-94,-98,96,42,-21,"19,04","19,58","20,21",1999 / 2025,,,,,,,,,,,,,,13951,"29350026, Lenzersilge MP2",1298254.13260626,6999316.89132889,276505.0,5887282.0,276505.0,5887282.0,POINT (4432378.597310753 3332356.724813551)
02.02.2026,"28473126, Luisenfelde UP",28473126,Beobachtungsrohr,NHN92,"80,5","-43,2","-45,2",408,292,82,"76,42","77,58","79,68",1969 / 2025,,,,,,,,,,,,,,14948,"28473126, Luisenfelde UP",1505708.924912,7019593.29557328,401535.0,5895243.0,401535.0,5895243.0,POINT (4556556.565209689 3348962.1638619173)
02.02.2026,"38532837, Vogelsang OP",38532837,Beobachtungsrohr,NHN92,38,25,23,298,265,209,"35,02","35,35","35,91",1997 / 2025,,,,,,,,,,,,,,8805,"38532837, Vogelsang OP",1630242.89532151,6833106.10799795,475709.0,5781344.0,475709.0,5781344.0,POINT (4638447.3606303055 3240379.727735088)
02.02.2026,"30491504, Herzsprung",30491504,Beobachtungsrohr,NHN16,"48,3","41,25","40,85",253,188,96,"45,77","46,42","47,34",1969 / 2025,,,,,,,,,,,,,,10243,"30491504, Herzsprung",1556368.70618951,6978655.48198627,431585.0,5870144.0,431585.0,5870144.0,POINT (4588284.510374297 3325987.354045548)
02.02.2026,"34402790, Pritzerbe, BirkenwÃ¤ldchen",34402790,Beobachtungsrohr,NHN16,30,"20,8","18,5",269,200,110,"27,31",28,"28,9",1990 / 2025,,,,,,,,,,,,,,14287,"34402790, Pritzerbe, Birkenwäldchen",1387201.37542378,6892376.62858329,327718.0,5820493.0,327718.0,5820493.0,POINT (4488095.779779773 3269274.342493176)
02.02.2026,"42519042, Cottbus-StnC",42519042,Beobachtungsrohr,NHN16,"73,6","59,9","59,8",541,509,450,"68,19","68,51","69,1",1967 / 2025,,,,,,,,,,,,,,12512,"42519042, Cottbus-StnC",1595350.00749303,6756904.66219832,453847.0,5734593.0,453847.0,5734593.0,POINT (4619845.5259440895 3192207.8310438185)
02.02.2026,"33437091, Perwenitz, LuchstraÃe, UP",33437091,Beobachtungsrohr,NHN92,"32,35","2,8","0,8",199,135,31,"30,36",31,"32,04",1974 / 2025,,,,,,,,,,,,,,14516,"33437091, Perwenitz, Luchstraße, UP",1444896.17910612,6914807.02424974,363269.0,5833003.0,363269.0,5833003.0,POINT (4522697.515027833 3284208.1299292194)
02.02.2026,"31509218, Tr. Hohensaaten SÃ¼d, Rohr VIII",31509218,Beobachtungsrohr,NHN16,"3,4",,,176,59,-181,"1,64","2,81","5,21",1975 / 2025,,,,,,,,,,,,,,9039,"31509218, Tr. Hohensaaten Süd, Rohr VIII",1572525.16690856,6956141.74002771,441165.0,5856450.0,441165.0,5856450.0,POINT (4598793.201514576 3312979.2506458103)
02.02.2026,"33520968, Letschin, KSP Nr. 52",33520968,Beobachtungsrohr,NHN92,"7,4","2,91","0,91",220,159,45,"5,2","5,81","6,95",1955 / 2025,161,151,145,141,146,152,159,164,168,172,172,169,,8915,"33520968, Letschin, KSP Nr. 52",1599341.23014561,6915473.36090969,457169.0,5831679.0,457169.0,5831679.0,POINT (4616476.575380209 3289354.657841919)
02.02.2026,"38394500, Hohenlobbese",38394500,Beobachtungsrohr,NHN16,106,"79,39","77,39",1878,1863,1823,"87,22","87,37","87,77",2020 / 2025,,,,,,,,,,,,,,16118,"38394500, Hohenlobbese",1366043.63689583,6832158.16892109,313435.0,5784214.0,313435.0,5784214.0,POINT (4476350.064725716 3232095.440949731)
02.02.2026,"36532689, Frankfurt, MÃ¼hlental",36532689,Beobachtungsrohr,NHN92,"47,6",,,125,95,29,"46,35","46,65","47,31",1979 / 2025,,,,,,,,,,,,,,8845,"36532689, Frankfurt, Mühlental",1619096.50754547,6858077.20055043,468959.0,5796657.0,468959.0,5796657.0,POINT (4630657.977372903 3255203.5350434016)
02.02.2026,"31449220, Neuendorf, Schleuener Weg",31449220,Beobachtungsrohr,NHN92,"48,1","22,3","20,3",854,827,763,"39,56","39,83","40,47",2014 / 2025,,,,,,,,,,,,,,14595,"31449220, Neuendorf, Schleuener Weg",1460382.01246837,6951606.25358661,373265.0,5855013.0,373265.0,5855013.0,POINT (4531145.779237724 3306861.553223154)
02.02.2026,"37511768, NeubrÃ¼ck UP",37511768,Beobachtungsrohr,NHN92,"42,32","-127,4","-133,4",114,81,29,"41,18","41,51","42,03",1982 / 2025,,,,,,,,,,,,,,11423,"37511768, Neubrück UP",1588778.05346624,6849893.51882286,450345.0,5791808.0,450345.0,5791808.0,POINT (4612420.229604812 3249084.2153106052)
02.02.2026,"29360016, Bentwisch, ca. 400 m sÃ¼dlich",29360016,Beobachtungsrohr,NHN92,"21,1","8,3","6,3",247,162,59,"18,63","19,48","20,51",1973 / 2025,,,,,,,,,,,,,,14135,"29360016, Bentwisch, ca. 400 m südlich",1305615.80766036,6989180.61723764,280654.0,5880993.0,280654.0,5880993.0,POINT (4436954.509905181 3326372.2161032837)
02.02.2026,"37451902, Kleinbeuthen, Rehwinkel, UP",37451902,Beobachtungsrohr,NHN92,"36,51","-29,4","-31,4",217,165,107,"34,34","34,86","35,44",1977 / 2025,,,,,,,,,,,,,,14381,"37451902, Kleinbeuthen, Rehwinkel, UP",1469040.52308825,6849094.71682904,376948.0,5792602.0,376948.0,5792602.0,POINT (4539134.609093827 3244832.3796815556)
02.02.2026,"28410225, Babitzer Holz MP1",28410225,Beobachtungsrohr,NHN92,"77,6","3,6","-0,4",739,611,414,"70,21","71,49","73,46",1974 / 2025,,,,,,,,,,,,,,14809,"28410225, Babitzer Holz MP1",1400381.11597196,7014595.25438258,338236.0,5893971.0,338236.0,5893971.0,POINT (4493490.880356059 3343310.9617733466)
02.02.2026,"42456032, Grauwinkel",42456032,Beobachtungsrohr,NHN92,"79,8","74,6","72,6",205,149,71,"77,75","78,31","79,09",2002 / 2025,,,,,,,,,,,,,,11824,"42456032, Grauwinkel",1473274.17917784,6763618.02111404,378266.37,5740005.16,378266.37,5740005.16,POINT (4544064.432507293 3192430.9721906716)
02.02.2026,"29350021, Cumlosen, nordwestl. MP",29350021,Beobachtungsrohr,NHN92,"20,7","-88,3","-92,3",330,235,80,"17,4","18,35","19,9",2001 / 2025,,,,,,,,,,,,,,14028,"29350021, Cumlosen, nordwestl. MP",1297308.39202581,6990216.13857648,275681.0,5881846.0,275681.0,5881846.0,POINT (4431935.117086938 3326877.964157473)
02.02.2026,"40441015, Oehna, ca. 1 km nordwestlich",40441015,Beobachtungsrohr,NHN92,"87,9","57,6","55,6",1012,888,775,"77,78","79,02","80,15",1973 / 2025,,,,,,,,,,,,,,13644,"40441015, Oehna, ca. 1 km nordwestlich",1449817.63598385,6788261.86834305,364150.0,5755580.0,364150.0,5755580.0,POINT (4528912.31866316 3207006.626665159)
02.02.2026,"46478043, GroÃthiemig",46478043,Beobachtungsrohr,NN,"96,95","82,36","81,36",432,366,266,"92,63","93,29","94,29",1971 / 2025,,,,,,,,,,,,,,12100,"46478043, Großthiemig",1520674.67338658,6689961.242385,406789.62,5693666.31,406789.62,5693666.31,POINT (4575691.772287832 3148132.6972433794)
02.02.2026,"40490513, Biebersdorf, Frankfurter StraÃe",40490513,Beobachtungsrohr,NHN16,"50,3",,,236,168,80,"47,94","48,62","49,5",1960 / 2025,,,,,,,,,,,,,,11085,"40490513, Biebersdorf, Frankfurter Straße",1555261.71377538,6797362.24390227,429346.0,5759838.0,429346.0,5759838.0,POINT (4593667.785129152 3215729.028398836)
02.02.2026,"37530420, Ziltendorf, EKO-GelÃ¤nde",37530420,Beobachtungsrohr,NHN92,"41,3",,,575,508,432,"35,55","36,22","36,98",1967 / 2025,,,,,,,,,,,,,,8710,"37530420, Ziltendorf, EKO-Gelände",1626810.77099283,6836165.95462466,473611.0,5783229.0,473611.0,5783229.0,POINT (4636224.385549353 3242117.563903922)
02.02.2026,"28438014, Luhme, nordwestl. Ortslage",28438014,Beobachtungsrohr,NHN92,"74,8","57,3","55,3",1595,1578,1550,"58,85","59,02","59,3",1979 / 2025,,,,,,,,,,,,,,13985,"28438014, Luhme, nordwestl. Ortslage",1428677.76672197,7018793.08772454,355300.0,5895940.0,355300.0,5895940.0,POINT (4510377.857372019 3346457.827399319)
02.02.2026,"31502055, Oderberg (k.Trasse Alte Oder)",31502055,Beobachtungsrohr,NHN92,"3,4","1,02","0,02",235,217,124,"1,05","1,23","2,16",1972 / 2025,,,,,,,,,,,,,,8960,"31502055, Oderberg (k.Trasse Alte Oder)",1562581.33929021,6956720.40385269,435155.0,5856876.0,435155.0,5856876.0,POINT (4592767.0907053435 3312990.2698471947)
02.02.2026,"31419709, Nackel, Rohrlacker Weg UP",31419709,Beobachtungsrohr,NHN92,"35,1",-27,-29,395,300,177,"31,15","32,1","33,33",1973 / 2025,,,,,,,,,,,,,,14531,"31419709, Nackel, Rohrlacker Weg UP",1400137.96402787,6951038.93114995,336799.0,5855762.0,336799.0,5855762.0,POINT (4494713.000236509 3305089.999451157)
02.02.2026,"34512423, Neuhardenberg, Graben an B 167",34512423,Beobachtungsrohr,NHN16,"11,6","6,59","4,59",229,180,80,"9,31","9,8","10,8",1969 / 2025,,,,,,,,,,,,,,8883,"34512423, Neuhardenberg, Graben an B 167",1587492.79249162,6907950.02934824,449919.0,5827183.0,449919.0,5827183.0,POINT (4609553.764215813 3284367.7645964753)
02.02.2026,"31464705, BÃ¶hmerheide OP",31464705,Beobachtungsrohr,NHN92,50,"43,8","41,8",455,396,280,"45,45","46,04","47,2",2006 / 2025,,,,,,,,,,,,,,14928,"31464705, Böhmerheide OP",1502093.80798109,6961711.86283938,398635.0,5860515.0,398635.0,5860515.0,POINT (4556076.506127349 3314103.5425369656)
02.02.2026,"26471098, Arendsee MP",26471098,Beobachtungsrohr,NHN92,86,"54,38","52,38",1432,1345,1239,"71,68","72,55","73,61",1999 / 2025,,,,,,,,,,,,,,10265,"26471098, Arendsee MP",1517008.14411493,7044760.64095279,408604.0,5910150.0,408604.0,5910150.0,POINT (4562571.390688941 3364327.958268065)
02.02.2026,"36432300, Werder, Plantagenplatz",36432300,Beobachtungsrohr,NHN92,"31,9","25,4","23,4",269,232,180,"29,21","29,58","30,1",2009 / 2025,,,,,,,,,,,,,,15059,"36432300, Werder, Plantagenplatz",1439630.78625575,6868641.37572598,359264.0,5805019.0,359264.0,5805019.0,POINT (4520635.393448561 3256007.2551657157)
02.02.2026,"42490711, Zinnitz",42490711,Beobachtungsrohr,NHN92,"66,17","53,17","51,17",713,150,117,"59,04","64,67",65,2008 / 2025,,,,,,,,,,,,,,11646,"42490711, Zinnitz",1541710.94432268,6762363.2449028,420645.75,5738381.96,420645.75,5738381.96,POINT (4586459.193720274 3193715.0364893535)
02.02.2026,"42468100, Berga",42468100,Beobachtungsrohr,NHN92,"115,14","73,1","71,1",2838,2759,2675,"86,76","87,55","88,39",1974 / 2025,,,,,,,,,,,,,,11071,"42468100, Berga",1490820.67929141,6752394.10723619,388981.9,5732814.5,388981.9,5732814.5,POINT (4555248.190118524 3185988.5167734125)
02.02.2026,"35459952, Kleinmachnow, Zehlendorfer Damm",35459952,Beobachtungsrohr,NHN92,39,"33,44","31,44",407,305,184,"34,93","35,95","37,16",1976 / 2025,,,,,,,,,,,,,,13878,"35459952, Kleinmachnow, Zehlendorfer Damm",1474156.18650035,6875370.40691531,380473.0,5808563.0,380473.0,5808563.0,POINT (4541550.804701085 3261003.7175486605)
02.02.2026,"29490626, GÃ¶rlsdorf, Blumberger MÃ¼hle",29490626,Beobachtungsrohr,NHN16,"46,7","39,7","37,7",447,392,334,"42,23","42,78","43,36",1954 / 2025,,,,,,,,,,,,,,10146,"29490626, Görlsdorf, Blumberger Mühle",1551720.73903822,6989844.0400401,428881.0,5876912.0,428881.0,5876912.0,POINT (4585116.494641173 3332556.013256886)
02.02.2026,"45496000, Guteborn",45496000,Beobachtungsrohr,NHN92,"118,36","113,36","111,36",214,154,106,"116,22","116,82","117,3",2015 / 2025,,,,,,,,,,,,,,14842,"45496000, Guteborn",1550672.73146352,6695979.85625072,425595.0,5697109.0,425595.0,5697109.0,POINT (4594220.2886121515 3152854.9015850225)
02.02.2026,"41476554, Wildau-Wentdorf MP",41476554,Beobachtungsrohr,NHN92,"85,3","53,2","51,2",1136,1050,932,"73,94","74,8","75,98",1970 / 2025,,,,,,,,,,,,,,12780,"41476554, Wildau-Wentdorf MP",1508807.67670924,6780557.04406981,400484.0,5749975.0,400484.0,5749975.0,POINT (4565547.892928071 3203904.565974866)
02.02.2026,"37394610, Dretzen SÃ¼d",37394610,Beobachtungsrohr,NHN92,"106,1","79,1","77,1",2222,2172,2123,"83,88","84,38","84,87",2001 / 2025,,,,,,,,,,,,,,13193,"37394610, Dretzen Süd",1368846.00820051,6836144.96255191,315247.0,5786591.0,315247.0,5786591.0,POINT (4477993.94209583 3234591.5198906367)
02.02.2026,"28430020, Revier Dollgow, Jagen 45",28430020,Beobachtungsrohr,NHN92,"60,1",,,110,67,36,59,"59,43","59,74",1958 / 2025,,,,,,,,,,,,,,15351,"28430020, Revier Dollgow, Jagen 45",1446306.82769314,7004248.77833895,365634.0,5886917.0,365634.0,5886917.0,POINT (4521316.157426965 3338170.152274658)
02.02.2026,"31471812, SophienstÃ¤dt OP",31471812,Beobachtungsrohr,NHN16,"40,6","25,04","23,04",648,616,566,"34,12","34,44","34,94",1968 / 2025,,,,,,,,,,,,,,9958,"31471812, Sophienstädt OP",1512993.10588067,6947364.38407334,405053.0,5851723.0,405053.0,5851723.0,POINT (4563089.734854784 3305771.6654993054)
02.02.2026,"40441041, JÃ¼terbog SÃ¼dwest UP",40441041,Beobachtungsrohr,NHN92,"83,1","51,5","49,5",853,785,727,"74,57","75,25","75,83",1998 / 2025,,,,,,,,,,,,,,13606,"40441041, Jüterbog Südwest UP",1451910.4198049,6796329.90605876,365576.0,5760512.0,365576.0,5760512.0,POINT (4529996.38802581 3212026.3674598206)
02.02.2026,"38431551, Buchholz, BahnhofstraÃe",38431551,Beobachtungsrohr,NHN92,"43,8","39,1","37,1",203,138,35,"41,77","42,42","43,45",1968 / 2025,,,,,,,,,,,,,,15415,"38431551, Buchholz, Bahnhofstraße",1438637.49252453,6829185.49724555,357965.0,5780915.0,357965.0,5780915.0,POINT (4521000.39905632 3231864.5291756955)
02.02.2026,"37532740, Wiesenau, GrabenÃ¼berfahrt",37532740,Beobachtungsrohr,NHN16,"22,86",,,117,65,-4,"21,69","22,21","22,9",1973 / 2025,,,,,,,,,,,,,,9319,"37532740, Wiesenau, Grabenüberfahrt",1629916.94591198,6845733.48427739,475547.0,5789075.0,475547.0,5789075.0,POINT (4637753.423849587 3248086.722412396)
02.02.2026,"33455021, Velten, MÃ¼hlenstraÃe OP",33455021,Beobachtungsrohr,NHN92,"38,1","26,1","24,1",565,490,374,"32,45","33,2","34,36",1978 / 2025,,,,,,,,,,,,,,14541,"33455021, Velten, Mühlenstraße OP",1465719.87257271,6926410.37087454,376107.0,5839696.0,376107.0,5839696.0,POINT (4535042.62869629 3291772.4835457946)
02.02.2026,"32419851, Friesack, BahnÃ¼berfÃ¼hrung",32419851,Beobachtungsrohr,NHN16,"28,9","23,9","21,9",216,155,75,"26,74","27,35","28,15",2008 / 2025,,,,,,,,,,,,,,14774,"32419851, Friesack, Bahnüberführung",1401459.68125661,6938804.03446843,337351.0,5848344.0,337351.0,5848344.0,POINT (4495778.040231914 3297726.929385148)
02.02.2026,"37431615, Reesdorf, gegenÃ¼ber Ausbau, MP",37431615,Beobachtungsrohr,NHN92,"41,9",9,7,319,261,200,"38,71","39,29","39,9",1975 / 2025,,,,,,,,,,,,,,13564,"37431615, Reesdorf, gegenüber Ausbau, MP",1439394.36623188,6842109.93442656,358656.0,5788816.0,358656.0,5788816.0,POINT (4521145.798361552 3239796.474292017)
02.02.2026,"28430018, Zeutenwiesen, nÃ¶rdl. Zeutensee",28430018,Beobachtungsrohr,NHN92,60,,,114,78,30,"58,86","59,22","59,7",1958 / 2025,,,,,,,,,,,,,,15337,"28430018, Zeutenwiesen, nördl. Zeutensee",1446025.51837073,7003899.03942474,365459.0,5886712.0,365459.0,5886712.0,POINT (4521155.822357831 3337953.4864123897)
02.02.2026,"29481337, Ahlimbswalde",29481337,Beobachtungsrohr,NHN16,"65,7","58,1","56,1",621,484,323,"59,49","60,86","62,47",2003 / 2025,,,,,,,,,,,,,,10197,"29481337, Ahlimbswalde",1527519.87308068,6991943.47350259,414327.0,5878411.0,414327.0,5878411.0,POINT (4570490.744545614 3333047.503281291)
02.02.2026,"46493440, GrÃ¼newald",46493440,Beobachtungsrohr,NHN92,"129,59","122,59","120,59",208,146,73,"127,51","128,13","128,86",2012 / 2025,,,,,,,,,,,,,,14897,"46493440, Grünewald",1557692.68103153,6692040.27253026,429946.0,5694592.0,429946.0,5694592.0,POINT (4598733.381610226 3150639.9004996163)
02.02.2026,"30360020, Wittenberge, Brahmhorst",30360020,Beobachtungsrohr,NHN92,"20,4","15,5","13,5",340,195,27,17,"18,45","20,13",2001 / 2025,,,,,,,,,,,,,,14611,"30360020, Wittenberge, Brahmhorst",1301938.09734058,6980536.98966503,278200.0,5875900.0,278200.0,5875900.0,POINT (4434861.13868253 3321122.3869679403)
02.02.2026,"36406300, KirchmÃ¶ser, Zolchberge, OP",36406300,Beobachtungsrohr,NHN92,"51,6","-0,2","-2,2",2286,2244,2156,"28,74","29,16","30,04",1988 / 2025,,,,,,,,,,,,,,11256,"36406300, Kirchmöser, Zolchberge, OP",1382875.91532475,6866356.3406527,324516.0,5804740.0,324516.0,5804740.0,POINT (4485989.319515452 3253336.638785082)
02.02.2026,"36471636, Bohnsdorf 77",36471636,Beobachtungsrohr,NHN92,"39,6","-20,9","-24,9",549,500,439,"34,11","34,6","35,21",1993 / 2025,,,,,,,,,,,,,,11523,"36471636, Bohnsdorf 77",1510543.6723667,6870744.68123108,402647.4,5805253.0,402647.4,5805253.0,POINT (4563903.135036584 3259225.95143649)
