date,gw_level
2000-01-02,28.36
2000-01-09,28.41
2000-01-16,28.4
2000-01-23,28.39
2000-01-30,
2000-02-06,28.46
2000-02-13,28.47
2000-02-20,28.47
2000-02-27,28.48
2000-03-05,28.5
2000-03-12,28.52
2000-03-19,28.54
2000-03-26,28.57
2000-04-02,28.56
2000-04-09,28.55
2000-04-16,28.54
2000-04-23,28.53
2000-04-30,
2000-05-07,28.51
2000-05-14,28.48
2000-05-21,28.46
2000-05-28,28.43
2000-06-04,28.4
2000-06-11,28.4
2000-06-18,
2000-06-25,
2000-07-02,
2000-07-09,
2000-07-16,
2000-07-23,
2000-07-30,
2000-08-06,
2000-08-13,
2000-08-20,
2000-08-27,
2000-09-03,
2000-09-10,
2000-09-17,
2000-09-24,
2000-10-01,
2000-10-08,
2000-10-15,
2000-10-22,
2000-10-29,
2000-11-05,
2000-11-12,
2000-11-19,
2000-11-26,
2000-12-03,
2000-12-10,
2000-12-17,
2000-12-24,
2000-12-31,
2001-01-07,
2001-01-14,
2001-01-21,
2001-01-28,
2001-02-04,
2001-02-11,
2001-02-18,
2001-02-25,
2001-03-04,
2001-03-11,
2001-03-18,
2001-03-25,
2001-04-01,
2001-04-08,
2001-04-15,
2001-04-22,
2001-04-29,
2001-05-06,
2001-05-13,
2001-05-20,
2001-05-27,
2001-06-03,
2001-06-10,
2001-06-17,
2001-06-24,
2001-07-01,28.61
2001-07-08,28.62
2001-07-15,28.58
2001-07-22,28.56
2001-07-29,
2001-08-05,28.56
2001-08-12,28.54
2001-08-19,28.53
2001-08-26,28.53
2001-09-02,28.52
2001-09-09,28.52
2001-09-16,28.51
2001-09-23,28.52
2001-09-30,
2001-10-07,28.5
2001-10-14,28.47
2001-10-21,28.47
2001-10-28,28.48
2001-11-04,28.49
2001-11-11,28.49
2001-11-18,28.48
2001-11-25,28.48
2001-12-02,28.47
2001-12-09,28.47
2001-12-16,28.46
2001-12-23,28.47
2001-12-30,
2002-01-06,28.46
2002-01-13,28.47
2002-01-20,28.47
2002-01-27,28.48
2002-02-03,28.48
2002-02-10,28.5
2002-02-17,28.57
2002-02-24,28.63
2002-03-03,28.68
2002-03-10,28.7
2002-03-17,28.7
2002-03-24,28.71
2002-03-31,
2002-04-07,28.71
2002-04-14,28.7
2002-04-21,28.71
2002-04-28,28.72
2002-05-05,28.72
2002-05-12,28.71
2002-05-19,28.71
2002-05-26,28.7
2002-06-02,28.69
2002-06-09,28.67
2002-06-16,28.66
2002-06-23,28.65
2002-06-30,
2002-07-07,28.63
2002-07-14,28.62
2002-07-21,28.61
2002-07-28,28.6
2002-08-04,28.6
2002-08-11,28.62
2002-08-18,28.63
2002-08-25,28.64
2002-09-01,28.6
2002-09-08,28.58
2002-09-15,28.57
2002-09-22,28.56
2002-09-29,
2002-10-06,28.55
2002-10-13,28.55
2002-10-20,28.56
2002-10-27,28.57
2002-11-03,28.58
2002-11-10,28.6
2002-11-17,28.62
2002-11-24,28.63
2002-12-01,28.68
2002-12-08,28.68
2002-12-15,28.67
2002-12-22,28.65
2002-12-29,
2003-01-05,28.65
2003-01-12,28.63
2003-01-19,28.61
2003-01-26,28.74
2003-02-02,28.74
2003-02-09,28.73
2003-02-16,28.73
2003-02-23,28.72
2003-03-02,28.71
2003-03-09,28.73
2003-03-16,28.72
2003-03-23,28.72
2003-03-30,
2003-04-06,28.71
2003-04-13,28.71
2003-04-20,28.7
2003-04-27,28.68
2003-05-04,28.68
2003-05-11,28.68
2003-05-18,28.67
2003-05-25,28.65
2003-06-01,28.63
2003-06-08,28.61
2003-06-15,28.59
2003-06-22,28.57
2003-06-29,
2003-07-06,28.56
2003-07-13,28.55
2003-07-20,28.53
2003-07-27,28.51
2003-08-03,28.5
2003-08-10,
2003-08-17,28.47
2003-08-24,
2003-08-31,
2003-09-07,28.43
2003-09-14,28.41
2003-09-21,28.4
2003-09-28,28.39
2003-10-05,28.39
2003-10-12,28.38
2003-10-19,28.38
2003-10-26,28.37
2003-11-02,28.36
2003-11-09,28.35
2003-11-16,28.34
2003-11-23,28.34
2003-11-30,
2003-12-07,28.34
2003-12-14,28.33
2003-12-21,28.34
2003-12-28,28.33
2004-01-04,28.33
2004-01-11,28.39
2004-01-18,28.44
2004-01-25,28.48
2004-02-01,28.52
2004-02-08,28.56
2004-02-15,28.56
2004-02-22,28.55
2004-02-29,
2004-03-07,28.54
2004-03-14,28.53
2004-03-21,28.53
2004-03-28,28.52
2004-04-04,28.52
2004-04-11,28.51
2004-04-18,28.51
2004-04-25,28.5
2004-05-02,28.49
2004-05-09,28.48
2004-05-16,28.47
2004-05-23,28.46
2004-05-30,
2004-06-06,28.44
2004-06-13,28.43
2004-06-20,28.42
2004-06-27,28.41
2004-07-04,28.39
2004-07-11,28.4
2004-07-18,28.44
2004-07-25,28.46
2004-08-01,28.45
2004-08-08,28.43
2004-08-15,28.41
2004-08-22,28.39
2004-08-29,
2004-09-05,28.36
2004-09-12,28.35
2004-09-19,28.34
2004-09-26,28.32
2004-10-03,28.33
2004-10-10,28.32
2004-10-17,28.32
2004-10-24,28.31
2004-10-31,
2004-11-07,28.31
2004-11-14,28.3
2004-11-21,28.3
2004-11-28,28.35
2004-12-05,28.36
2004-12-12,28.37
2004-12-19,28.36
2004-12-26,28.36
2005-01-02,28.35
2005-01-09,28.36
2005-01-16,28.36
2005-01-23,28.4
2005-01-30,
2005-02-06,28.4
2005-02-13,28.42
2005-02-20,28.51
2005-02-27,28.51
2005-03-06,28.49
2005-03-13,28.49
2005-03-20,28.53
2005-03-27,28.51
2005-04-03,28.52
2005-04-10,28.51
2005-04-17,28.49
2005-04-24,28.49
2005-05-01,28.46
2005-05-08,28.47
2005-05-15,28.46
2005-05-22,28.48
2005-05-29,
2005-06-05,28.47
2005-06-12,28.47
2005-06-19,28.46
2005-06-26,28.45
2005-07-03,28.44
2005-07-10,28.43
2005-07-17,28.42
2005-07-24,
2005-07-31,
2005-08-07,
2005-08-14,
2005-08-21,
2005-08-28,
2005-09-04,
2005-09-11,
2005-09-18,
2005-09-25,
2005-10-02,28.83
2005-10-09,28.77
2005-10-16,28.71
2005-10-23,28.75
2005-10-30,
2005-11-06,28.69
2005-11-13,28.67
2005-11-20,28.66
2005-11-27,28.64
2005-12-04,28.63
2005-12-11,28.61
2005-12-18,28.59
2005-12-25,28.57
2006-01-01,28.56
2006-01-08,28.55
2006-01-15,28.55
2006-01-22,28.53
2006-01-29,
2006-02-05,28.52
2006-02-12,28.51
2006-02-19,28.54
2006-02-26,28.58
2006-03-05,28.58
2006-03-12,28.57
2006-03-19,28.57
2006-03-26,28.61
2006-04-02,28.65
2006-04-09,28.66
2006-04-16,28.65
2006-04-23,28.65
2006-04-30,
2006-05-07,28.65
2006-05-14,28.63
2006-05-21,28.61
2006-05-28,28.59
2006-06-04,28.6
2006-06-11,28.59
2006-06-18,28.58
2006-06-25,28.57
2006-07-02,28.56
2006-07-09,28.54
2006-07-16,28.5
2006-07-23,28.45
2006-07-30,
2006-08-06,28.43
2006-08-13,28.41
2006-08-20,28.4
2006-08-27,28.39
2006-09-03,28.4
2006-09-10,28.41
2006-09-17,28.41
2006-09-24,28.4
2006-10-01,28.4
2006-10-08,28.39
2006-10-15,28.37
2006-10-22,28.36
2006-10-29,
2006-11-05,28.35
2006-11-12,28.35
2006-11-19,28.34
2006-11-26,28.34
2006-12-03,28.33
2006-12-10,28.33
2006-12-17,28.32
2006-12-24,28.32
2006-12-31,
2007-01-07,28.32
2007-01-14,28.33
2007-01-21,28.35
2007-01-28,28.4
2007-02-04,28.5
2007-02-11,28.52
2007-02-18,28.54
2007-02-25,28.57
2007-03-04,28.58
2007-03-11,28.61
2007-03-18,28.59
2007-03-25,28.65
2007-04-01,28.64
2007-04-08,28.63
2007-04-15,28.62
2007-04-22,28.61
2007-04-29,
2007-05-06,28.57
2007-05-13,28.62
2007-05-20,28.62
2007-05-27,28.61
2007-06-03,28.59
2007-06-10,28.58
2007-06-17,28.57
2007-06-24,28.66
2007-07-01,28.66
2007-07-08,28.66
2007-07-15,28.67
2007-07-22,28.68
2007-07-29,
2007-08-05,28.73
2007-08-12,28.77
2007-08-19,28.77
2007-08-26,28.85
2007-09-02,28.84
2007-09-09,28.84
2007-09-16,28.83
2007-09-23,28.83
2007-09-30,
2007-10-07,28.825
2007-10-14,28.82
2007-10-21,28.82
2007-10-28,
2007-11-04,28.81
2007-11-11,28.8
2007-11-18,28.8
2007-11-25,28.79
2007-12-02,28.79
2007-12-09,28.79
2007-12-16,28.79
2007-12-23,28.78
2007-12-30,
2008-01-06,28.77
2008-01-13,28.77
2008-01-20,28.77
2008-01-27,29.02
2008-02-03,28.88
2008-02-10,28.88
2008-02-17,28.88
2008-02-24,28.87
2008-03-02,28.87
2008-03-09,28.86
2008-03-16,28.87
2008-03-23,28.9
2008-03-30,
2008-04-06,28.91
2008-04-13,28.91
2008-04-20,28.93
2008-04-27,28.9
2008-05-04,28.87
2008-05-11,28.82
2008-05-18,28.75
2008-05-25,28.68
2008-06-01,28.57
2008-06-08,28.51
2008-06-15,28.48
2008-06-22,28.43
2008-06-29,
2008-07-06,28.39
2008-07-13,28.31
2008-07-20,28.4
2008-07-27,28.4
2008-08-03,28.37
2008-08-10,28.36
2008-08-17,28.35
2008-08-24,28.39
2008-08-31,
2008-09-07,28.38
2008-09-14,28.36
2008-09-21,28.37
2008-09-28,28.35
2008-10-05,28.4
2008-10-12,28.41
2008-10-19,28.4
2008-10-26,28.42
2008-11-02,28.51
2008-11-09,28.5
2008-11-16,28.53
2008-11-23,28.56
2008-11-30,
2008-12-07,28.58
2008-12-14,28.6
2008-12-21,28.59
2008-12-28,28.58
2009-01-04,28.57
2009-01-11,28.56
2009-01-18,28.55
2009-01-25,28.56
2009-02-01,28.55
2009-02-08,28.54
2009-02-15,28.54
2009-02-22,28.58
2009-03-01,28.63
2009-03-08,28.64
2009-03-15,28.65
2009-03-22,28.64
2009-03-29,
2009-04-05,28.63
2009-04-12,28.62
2009-04-19,28.62
2009-04-26,28.61
2009-05-03,28.59
2009-05-10,28.57
2009-05-17,28.55
2009-05-24,28.53
2009-05-31,
2009-06-07,28.5
2009-06-14,28.47
2009-06-21,28.46
2009-06-28,28.44
2009-07-05,28.42
2009-07-12,28.39
2009-07-19,28.36
2009-07-26,28.35
2009-08-02,28.33
2009-08-09,28.29
2009-08-16,28.26
2009-08-23,28.23
2009-08-30,
2009-09-06,28.2
2009-09-13,28.2
2009-09-20,28.19
2009-09-27,28.18
2009-10-04,28.17
2009-10-11,28.22
2009-10-18,28.33
2009-10-25,28.32
2009-11-01,28.32
2009-11-08,28.44
2009-11-15,28.45
2009-11-22,28.45
2009-11-29,
2009-12-06,28.44
2009-12-13,28.52
2009-12-20,28.53
2009-12-27,28.52
2010-01-03,28.55
2010-01-10,28.54
2010-01-17,28.53
2010-01-24,28.53
2010-01-31,28.47
2010-02-07,28.48
2010-02-14,28.47
2010-02-21,28.5
2010-02-28,28.69
2010-03-07,28.67
2010-03-14,28.62
2010-03-21,28.67
2010-03-28,
2010-04-04,28.63
2010-04-11,28.59
2010-04-18,28.56
2010-04-25,28.53
2010-05-02,28.47
2010-05-09,28.48
2010-05-16,28.54
2010-05-23,28.74
2010-05-30,
2010-06-06,28.69
2010-06-13,28.62
2010-06-20,28.56
2010-06-27,28.44
2010-07-04,28.34
2010-07-11,28.3
2010-07-18,28.26
2010-07-25,28.25
2010-08-01,28.24
2010-08-08,28.27
2010-08-15,28.26
2010-08-22,28.42
2010-08-29,
2010-09-05,28.51
2010-09-12,28.63
2010-09-19,28.66
2010-09-26,28.66
2010-10-03,28.79
2010-10-10,28.77
2010-10-17,28.77
2010-10-24,28.76
2010-10-31,
2010-11-07,28.71
2010-11-14,28.84
2010-11-21,28.810000000000002
2010-11-28,28.93
2010-12-05,28.77
2010-12-12,28.81
2010-12-19,28.84
2010-12-26,28.84
2011-01-02,28.83
2011-01-09,29.01
2011-01-16,28.96
2011-01-23,28.92
2011-01-30,
2011-02-06,28.9
2011-02-13,28.95
2011-02-20,28.91
2011-02-27,28.86
2011-03-06,28.85
2011-03-13,28.82
2011-03-20,28.87
2011-03-27,28.83
2011-04-03,28.78
2011-04-10,28.71
2011-04-17,28.71
2011-04-24,28.6
2011-05-01,28.55
2011-05-08,28.47
2011-05-15,
2011-05-22,28.55
2011-05-29,
2011-06-05,28.56
2011-06-12,28.55
2011-06-19,28.38
2011-06-26,28.65
2011-07-03,28.44
2011-07-10,28.74
2011-07-17,28.78
2011-07-24,28.84
2011-07-31,
2011-08-07,28.86
2011-08-14,28.86
2011-08-21,28.95
2011-08-28,28.78
2011-09-04,28.79
2011-09-11,28.87
2011-09-18,28.73
2011-09-25,28.69
2011-10-02,28.68
2011-10-09,28.68
2011-10-16,28.69
2011-10-23,28.69
2011-10-30,
2011-11-06,28.66
2011-11-13,28.65
2011-11-20,28.65
2011-11-27,28.63
2011-12-04,28.67
2011-12-11,28.73
2011-12-18,28.82
2011-12-25,28.74
2012-01-01,28.77
2012-01-08,28.79
2012-01-15,28.73
2012-01-22,28.87
2012-01-29,
2012-02-05,28.72
2012-02-12,28.66
2012-02-19,28.7
2012-02-26,28.89
2012-03-04,28.82
2012-03-11,28.78
2012-03-18,28.74
2012-03-25,28.7
2012-04-01,28.69
2012-04-08,28.68
2012-04-15,
2012-04-22,28.61
2012-04-29,28.55
2012-05-06,28.45
2012-05-13,28.54
2012-05-20,28.46
2012-05-27,28.39
2012-06-03,28.4
2012-06-10,28.42
2012-06-17,28.42
2012-06-24,28.42
2012-07-01,28.56
2012-07-08,28.4
2012-07-15,
2012-07-22,28.425
2012-07-29,
2012-08-05,28.4
2012-08-12,28.43
2012-08-19,28.37
2012-08-26,28.32
2012-09-02,28.23
2012-09-09,28.25
2012-09-16,
2012-09-23,28.205
2012-09-30,
2012-10-07,28.28
2012-10-14,28.465
2012-10-21,28.47
2012-10-28,
2012-11-04,28.42
2012-11-11,28.43
2012-11-18,28.39
2012-11-25,28.37
2012-12-02,28.37
2012-12-09,28.37
2012-12-16,28.43
2012-12-23,28.48
2012-12-30,
2013-01-06,28.54
2013-01-13,28.71
2013-01-20,28.58
2013-01-27,28.53
2013-02-03,28.82
2013-02-10,28.68
2013-02-17,28.69
2013-02-24,28.67
2013-03-03,28.69
2013-03-10,28.65
2013-03-17,28.66
2013-03-24,28.67
2013-03-31,
2013-04-07,28.7
2013-04-14,28.73
2013-04-21,28.65
2013-04-28,28.59
2013-05-05,28.52
2013-05-12,28.51
2013-05-19,28.51
2013-05-26,28.55
2013-06-02,28.67
2013-06-09,28.53
2013-06-16,28.43
2013-06-23,28.46
2013-06-30,
2013-07-07,28.46
2013-07-14,28.41
2013-07-21,28.34
2013-07-28,28.25
2013-08-04,28.23
2013-08-11,28.31
2013-08-18,28.25
2013-08-25,28.18
2013-09-01,28.12
2013-09-08,
2013-09-15,28.335
2013-09-22,
2013-09-29,28.39
2013-10-06,28.33
2013-10-13,28.37
2013-10-20,28.6
2013-10-27,28.53
2013-11-03,28.5
2013-11-10,28.67
2013-11-17,28.58
2013-11-24,28.7
2013-12-01,
2013-12-08,28.59
2013-12-15,28.715
2013-12-22,
2013-12-29,28.62
2014-01-05,28.63
2014-01-12,28.69
2014-01-19,28.62
2014-01-26,28.64
2014-02-02,28.58
2014-02-09,28.71
2014-02-16,28.71
2014-02-23,28.66
2014-03-02,28.59
2014-03-09,28.55
2014-03-16,28.54
2014-03-23,28.49
2014-03-30,
2014-04-06,28.47
2014-04-13,28.44
2014-04-20,28.46
2014-04-27,28.46
2014-05-04,28.37
2014-05-11,28.37
2014-05-18,28.38
2014-05-25,28.33
2014-06-01,28.28
2014-06-08,
2014-06-15,28.295
2014-06-22,28.24
2014-06-29,
2014-07-06,28.3
2014-07-13,28.28
2014-07-20,28.29
2014-07-27,28.16
2014-08-03,28.18
2014-08-10,28.21
2014-08-17,28.25
2014-08-24,28.26
2014-08-31,
2014-09-07,28.19
2014-09-14,28.13
2014-09-21,28.24
2014-09-28,28.22
2014-10-05,28.19
2014-10-12,28.21
2014-10-19,28.24
2014-10-26,28.4
2014-11-02,28.34
2014-11-09,28.26
2014-11-16,28.26
2014-11-23,28.24
2014-11-30,
2014-12-07,28.25
2014-12-14,28.28
2014-12-21,28.38
2014-12-28,28.49
2015-01-04,28.48
2015-01-11,28.46
2015-01-18,28.54
2015-01-25,28.48
2015-02-01,
2015-02-08,28.59
2015-02-15,28.62
2015-02-22,28.475
2015-03-01,
2015-03-08,28.47
2015-03-15,28.48
2015-03-22,28.450000000000003
2015-03-29,
2015-04-05,28.45
2015-04-12,28.48
2015-04-19,28.42
2015-04-26,28.36
2015-05-03,28.42
2015-05-10,28.38
2015-05-17,28.32
2015-05-24,28.26
2015-05-31,
2015-06-07,28.23
2015-06-14,28.21
2015-06-21,28.19
2015-06-28,28.14
2015-07-05,28.08
2015-07-12,28.05
2015-07-19,28.16
2015-07-26,28.17
2015-08-02,28.07
2015-08-09,27.97
2015-08-16,27.91
2015-08-23,28.06
2015-08-30,
2015-09-06,28.12
2015-09-13,28.3
2015-09-20,28.24
2015-09-27,28.18
2015-10-04,28.1
2015-10-11,28.23
2015-10-18,28.48
2015-10-25,28.33
2015-11-01,
2015-11-08,28.26
2015-11-15,28.3
2015-11-22,28.535
2015-11-29,
2015-12-06,28.63
2015-12-13,28.56
2015-12-20,28.6
2015-12-27,
2016-01-03,28.55
2016-01-10,28.55
2016-01-17,28.64
2016-01-24,28.5
2016-01-31,
2016-02-07,28.66
2016-02-14,28.63
2016-02-21,28.62
2016-02-28,28.72
2016-03-06,28.65
2016-03-13,28.64
2016-03-20,28.58
2016-03-27,28.55
2016-04-03,28.55
2016-04-10,28.48
2016-04-17,28.55
2016-04-24,28.45
2016-05-01,28.42
2016-05-08,28.33
2016-05-15,
2016-05-22,28.259999999999998
2016-05-29,
2016-06-05,28.18
2016-06-12,28.13
2016-06-19,28.18
2016-06-26,28.14
2016-07-03,28.09
2016-07-10,28.09
2016-07-17,28.08
2016-07-24,27.99
2016-07-31,
2016-08-07,28.07
2016-08-14,28.01
2016-08-21,27.96
2016-08-28,27.98
2016-09-04,28.01
2016-09-11,28.04
2016-09-18,27.92
2016-09-25,27.9
2016-10-02,28.07
2016-10-09,28.08
2016-10-16,28.11
2016-10-23,28.14
2016-10-30,
2016-11-06,28.17
2016-11-13,28.2
2016-11-20,28.23
2016-11-27,28.24
2016-12-04,28.23
2016-12-11,28.22
2016-12-18,28.29
2016-12-25,28.32
2017-01-01,28.34
2017-01-08,28.35
2017-01-15,
2017-01-22,28.36
2017-01-29,
2017-02-05,
2017-02-12,28.3
2017-02-19,28.27
2017-02-26,28.5
2017-03-05,28.46
2017-03-12,28.42
2017-03-19,28.38
2017-03-26,28.38
2017-04-02,28.34
2017-04-09,28.3
2017-04-16,
2017-04-23,28.3
2017-04-30,28.27
2017-05-07,28.23
2017-05-14,28.25
2017-05-21,28.21
2017-05-28,28.12
2017-06-04,28.06
2017-06-11,28.02
2017-06-18,27.95
2017-06-25,28.03
2017-07-02,
2017-07-09,28.645
2017-07-16,28.65
2017-07-23,28.81
2017-07-30,
2017-08-06,28.78
2017-08-13,
2017-08-20,28.86
2017-08-27,28.81
2017-09-03,28.68
2017-09-10,28.71
2017-09-17,28.74
2017-09-24,28.71
2017-10-01,28.67
2017-10-08,28.81
2017-10-15,
2017-10-22,28.740000000000002
2017-10-29,
2017-11-05,28.79
2017-11-12,28.79
2017-11-19,28.78
2017-11-26,28.87
