date,gw_level
2000-01-02,59.05
2000-01-09,59.04
2000-01-16,59.04
2000-01-23,59.03
2000-01-30,
2000-02-06,59.03
2000-02-13,59.04
2000-02-20,59.04
2000-02-27,59.04
2000-03-05,59.05
2000-03-12,59.05
2000-03-19,59.08
2000-03-26,59.09
2000-04-02,59.11
2000-04-09,59.12
2000-04-16,59.12
2000-04-23,59.13
2000-04-30,
2000-05-07,59.13
2000-05-14,59.13
2000-05-21,59.14
2000-05-28,59.14
2000-06-04,59.13
2000-06-11,59.12
2000-06-18,59.11
2000-06-25,59.1
2000-07-02,59.09
2000-07-09,59.07
2000-07-16,59.05
2000-07-23,59.04
2000-07-30,
2000-08-06,59.03
2000-08-13,59.03
2000-08-20,59.02
2000-08-27,59.01
2000-09-03,59.01
2000-09-10,59.0
2000-09-17,59.0
2000-09-24,58.99
2000-10-01,58.99
2000-10-08,59.0
2000-10-15,59.0
2000-10-22,59.0
2000-10-29,
2000-11-05,59.0
2000-11-12,59.0
2000-11-19,59.01
2000-11-26,59.01
2000-12-03,59.01
2000-12-10,59.01
2000-12-17,59.01
2000-12-24,59.01
2000-12-31,
2001-01-07,59.01
2001-01-14,59.01
2001-01-21,59.0
2001-01-28,59.0
2001-02-04,59.0
2001-02-11,59.0
2001-02-18,59.01
2001-02-25,59.01
2001-03-04,59.01
2001-03-11,59.01
2001-03-18,59.02
2001-03-25,59.02
2001-04-01,59.03
2001-04-08,59.03
2001-04-15,59.04
2001-04-22,59.05
2001-04-29,
2001-05-06,59.05
2001-05-13,59.04
2001-05-20,59.04
2001-05-27,59.04
2001-06-03,59.04
2001-06-10,59.04
2001-06-17,59.05
2001-06-24,59.05
2001-07-01,59.05
2001-07-08,59.05
2001-07-15,59.04
2001-07-22,59.03
2001-07-29,
2001-08-05,59.02
2001-08-12,59.0
2001-08-19,58.98
2001-08-26,58.97
2001-09-02,58.97
2001-09-09,58.98
2001-09-16,58.98
2001-09-23,58.98
2001-09-30,
2001-10-07,58.98
2001-10-14,58.98
2001-10-21,58.98
2001-10-28,58.98
2001-11-04,58.98
2001-11-11,58.99
2001-11-18,58.99
2001-11-25,59.0
2001-12-02,59.0
2001-12-09,59.0
2001-12-16,59.0
2001-12-23,59.0
2001-12-30,
2002-01-06,59.0
2002-01-13,59.0
2002-01-20,59.01
2002-01-27,59.01
2002-02-03,59.02
2002-02-10,59.03
2002-02-17,59.05
2002-02-24,59.06
2002-03-03,59.07
2002-03-10,59.08
2002-03-17,59.09
2002-03-24,59.1
2002-03-31,
2002-04-07,59.12
2002-04-14,59.14
2002-04-21,59.15
2002-04-28,59.16
2002-05-05,59.18
2002-05-12,59.19
2002-05-19,59.21
2002-05-26,59.22
2002-06-02,59.22
2002-06-09,59.22
2002-06-16,59.23
2002-06-23,59.23
2002-06-30,
2002-07-07,59.21
2002-07-14,59.19
2002-07-21,59.18
2002-07-28,59.18
2002-08-04,59.18
2002-08-11,59.17
2002-08-18,59.16
2002-08-25,59.15
2002-09-01,59.13
2002-09-08,59.11
2002-09-15,59.09
2002-09-22,59.08
2002-09-29,
2002-10-06,59.08
2002-10-13,59.09
2002-10-20,59.09
2002-10-27,59.1
2002-11-03,59.12
2002-11-10,59.14
2002-11-17,59.13
2002-11-24,59.12
2002-12-01,59.12
2002-12-08,59.12
2002-12-15,59.12
2002-12-22,59.12
2002-12-29,
2003-01-05,59.12
2003-01-12,59.11
2003-01-19,59.11
2003-01-26,59.1
2003-02-02,59.11
2003-02-09,59.11
2003-02-16,59.09
2003-02-23,59.08
2003-03-02,59.08
2003-03-09,59.08
2003-03-16,59.07
2003-03-23,59.07
2003-03-30,
2003-04-06,59.07
2003-04-13,59.07
2003-04-20,59.07
2003-04-27,59.07
2003-05-04,59.07
2003-05-11,59.07
2003-05-18,59.07
2003-05-25,59.06
2003-06-01,59.06
2003-06-08,59.06
2003-06-15,59.05
2003-06-22,59.03
2003-06-29,
2003-07-06,59.02
2003-07-13,59.0
2003-07-20,58.99
2003-07-27,58.98
2003-08-03,58.97
2003-08-10,58.96
2003-08-17,58.94
2003-08-24,58.93
2003-08-31,
2003-09-07,58.93
2003-09-14,58.93
2003-09-21,58.92
2003-09-28,58.92
2003-10-05,58.92
2003-10-12,58.93
2003-10-19,58.93
2003-10-26,58.94
2003-11-02,58.94
2003-11-09,58.94
2003-11-16,58.95
2003-11-23,58.95
2003-11-30,
2003-12-07,58.95
2003-12-14,58.96
2003-12-21,58.97
2003-12-28,58.98
2004-01-04,58.96
2004-01-11,58.98
2004-01-18,58.99
2004-01-25,59.0
2004-02-01,59.01
2004-02-08,59.01
2004-02-15,59.02
2004-02-22,59.03
2004-02-29,
2004-03-07,59.0
2004-03-14,59.0
2004-03-21,59.01
2004-03-28,59.01
2004-04-04,59.01
2004-04-11,59.01
2004-04-18,59.0
2004-04-25,59.0
2004-05-02,58.99
2004-05-09,58.98
2004-05-16,58.98
2004-05-23,58.97
2004-05-30,
2004-06-06,58.96
2004-06-13,58.95
2004-06-20,58.93
2004-06-27,58.92
2004-07-04,58.93
2004-07-11,58.94
2004-07-18,58.95
2004-07-25,58.96
2004-08-01,58.95
2004-08-08,58.92
2004-08-15,58.9
2004-08-22,58.88
2004-08-29,
2004-09-05,58.89
2004-09-12,58.9
2004-09-19,58.91
2004-09-26,58.92
2004-10-03,58.92
2004-10-10,58.93
2004-10-17,58.93
2004-10-24,58.94
2004-10-31,
2004-11-07,58.92
2004-11-14,58.92
2004-11-21,58.92
2004-11-28,58.92
2004-12-05,58.93
2004-12-12,58.96
2004-12-19,58.98
2004-12-26,58.99
2005-01-02,59.0
2005-01-09,59.0
2005-01-16,59.01
2005-01-23,59.01
2005-01-30,
2005-02-06,59.01
2005-02-13,59.02
2005-02-20,59.02
2005-02-27,59.03
2005-03-06,59.03
2005-03-13,59.03
2005-03-20,59.04
2005-03-27,59.04
2005-04-03,59.03
2005-04-10,59.02
2005-04-17,59.01
2005-04-24,59.0
2005-05-01,59.0
2005-05-08,59.0
2005-05-15,59.0
2005-05-22,59.0
2005-05-29,
2005-06-05,59.0
2005-06-12,59.0
2005-06-19,59.0
2005-06-26,59.0
2005-07-03,59.0
2005-07-10,59.0
2005-07-17,58.99
2005-07-24,58.98
2005-07-31,
2005-08-07,58.98
2005-08-14,58.97
2005-08-21,58.97
2005-08-28,58.96
2005-09-04,58.96
2005-09-11,58.95
2005-09-18,58.94
2005-09-25,58.93
2005-10-02,58.93
2005-10-09,58.93
2005-10-16,58.94
2005-10-23,58.94
2005-10-30,
2005-11-06,58.94
2005-11-13,58.95
2005-11-20,58.95
2005-11-27,58.96
2005-12-04,58.96
2005-12-11,58.96
2005-12-18,58.97
2005-12-25,58.97
2006-01-01,58.97
2006-01-08,58.97
2006-01-15,58.97
2006-01-22,58.98
2006-01-29,
2006-02-05,58.98
2006-02-12,58.99
2006-02-19,58.99
2006-02-26,59.0
2006-03-05,59.0
2006-03-12,59.0
2006-03-19,58.99
2006-03-26,58.99
2006-04-02,58.99
2006-04-09,58.99
2006-04-16,58.99
2006-04-23,59.0
2006-04-30,
2006-05-07,58.99
2006-05-14,58.99
2006-05-21,58.98
2006-05-28,58.98
2006-06-04,58.97
2006-06-11,58.96
2006-06-18,58.96
2006-06-25,58.95
2006-07-02,58.93
2006-07-09,58.91
2006-07-16,58.91
2006-07-23,58.9
2006-07-30,
2006-08-06,58.95
2006-08-13,58.94
2006-08-20,58.93
2006-08-27,58.92
2006-09-03,58.92
2006-09-10,58.92
2006-09-17,58.91
2006-09-24,58.91
2006-10-01,58.91
2006-10-08,58.91
2006-10-15,58.91
2006-10-22,58.9
2006-10-29,
2006-11-05,58.92
2006-11-12,58.93
2006-11-19,58.95
2006-11-26,58.97
2006-12-03,58.97
2006-12-10,58.97
2006-12-17,58.97
2006-12-24,58.97
2006-12-31,
2007-01-07,58.97
2007-01-14,58.98
2007-01-21,58.98
2007-01-28,58.99
2007-02-04,58.99
2007-02-11,58.99
2007-02-18,59.0
2007-02-25,59.0
2007-03-04,59.0
2007-03-11,59.0
2007-03-18,59.0
2007-03-25,59.01
2007-04-01,59.02
2007-04-08,59.02
2007-04-15,59.03
2007-04-22,59.03
2007-04-29,
2007-05-06,59.03
2007-05-13,59.03
2007-05-20,59.03
2007-05-27,59.02
2007-06-03,59.04
2007-06-10,59.04
2007-06-17,59.05
2007-06-24,59.05
2007-07-01,59.05
2007-07-08,59.05
2007-07-15,59.05
2007-07-22,59.06
2007-07-29,
2007-08-05,59.06
2007-08-12,59.06
2007-08-19,59.06
2007-08-26,59.06
2007-09-02,59.06
2007-09-09,59.06
2007-09-16,59.06
2007-09-23,59.07
2007-09-30,
2007-10-07,59.07
2007-10-14,59.07
2007-10-21,59.08
2007-10-28,59.08
2007-11-04,59.08
2007-11-11,59.08
2007-11-18,59.08
2007-11-25,59.09
2007-12-02,59.09
2007-12-09,59.1
2007-12-16,59.1
2007-12-23,59.1
2007-12-30,
2008-01-06,59.11
2008-01-13,59.13
2008-01-20,59.15
2008-01-27,59.16
2008-02-03,59.16
2008-02-10,59.16
2008-02-17,59.16
2008-02-24,59.16
2008-03-02,59.18
2008-03-09,59.18
2008-03-16,59.17
2008-03-23,59.17
2008-03-30,
2008-04-06,59.18
2008-04-13,59.18
2008-04-20,59.19
2008-04-27,59.19
2008-05-04,59.19
2008-05-11,59.19
2008-05-18,59.2
2008-05-25,59.2
2008-06-01,59.2
2008-06-08,59.21
2008-06-15,59.21
2008-06-22,59.22
2008-06-29,
2008-07-06,59.21
2008-07-13,59.19
2008-07-20,59.18
2008-07-27,59.17
2008-08-03,59.16
2008-08-10,59.15
2008-08-17,59.14
2008-08-24,59.12
2008-08-31,
2008-09-07,59.12
2008-09-14,59.12
2008-09-21,59.12
2008-09-28,59.12
2008-10-05,59.1
2008-10-12,59.09
2008-10-19,59.06
2008-10-26,59.04
2008-11-02,59.04
2008-11-09,59.05
2008-11-16,59.05
2008-11-23,59.05
2008-11-30,
2008-12-07,59.05
2008-12-14,59.05
2008-12-21,59.06
2008-12-28,59.06
2009-01-04,59.06
2009-01-11,59.06
2009-01-18,59.07
2009-01-25,59.07
