Zeitpunkt des Exports,Messstellenname,ID,Messstellenart,Hoehensystem,Gelaendehoehe (in Meter HS),Filteroberkante (in Meter HS),Filterunterkante (in Meter HS),NW - Niedrigster gemessener Wasserstand [cm u. GOK],MW - Mittlerer Wasserstand [cm u. GOK],HW - Hoechster gemessener Wasserstand [cm u. GOK],NW - Niedrigster gemessener Wasserstand [m ue. NHN],MW - Mittlerer Wasserstand [m ue. NHN],HW - Hoechster gemessener Wasserstand [m ue. NHN],Bezugszeitraum Hauptwerte,MW Januar [cm uGOK],MW Februar [cm uGOK],MW Maerz [cm uGOK],MW April [cm uGOK],MW Mai [cm uGOK],MW Juni [cm uGOK],MW Juli [cm uGOK],MW August [cm uGOK],MW September [cm uGOK],MW Oktober [cm uGOK],MW November [cm uGOK],MW Dezember [cm uGOK],Grundwasserleiterkomplex,loc_id,loc_name,east_3857,north_3857,east_25833,north_25833,x,y,geometry,index_right,WERT,SHAPE_AREA,SHAPE_LEN,z_terrain,h_measured,unsat_thickness_shp,dist_measured_cm,dist_measured_m,h_calculated,h_diff,is_topmost
02.02.2026,"35406376, MÃ¶thlitz, Neu Plauer Forst, UP",35406376,Beobachtungsrohr,NHN92,30.98,-40.52,-42.52,297.0,251.0,166.0,28.01,28.47,29.32,1976 / 2025,,,,,,,,,,,,,,12405,"35406376, Möthlitz, Neu Plauer Forst, UP",1381499.83965539,6883320.39845777,324045.0,5815107.0,324045.0,5815107.0,POINT (324045 5815107),36939.0,2.0,22907026.6681,179486.715386,30.98,28.47,2.0,251.0,2.51,28.98,0.5100000000000016,True
02.02.2026,"34532504, Gorgast",34532504,Beobachtungsrohr,NHN92,11.1,,,228.0,195.0,105.0,8.82,9.15,10.05,1971 / 2025,,,,,,,,,,,,,,10019,"34532504, Gorgast",1618797.35848602,6904489.74242042,468955.0,5824924.0,468955.0,5824924.0,POINT (468955 5824924),29917.0,2.0,25423826.6271,148690.75618,11.1,9.15,2.0,195.0,1.95,9.1,0.05000000000000071,True
02.02.2026,"37539449, Gr. Lindow,11/1978,Radrennbahn",37539449,Beobachtungsrohr,NHN16,40.4,32.78,30.78,585.0,537.0,462.0,34.55,35.03,35.78,1978 / 2025,,,,,,,,,,,,,,8528,"37539449, Gr. Lindow,11/1978,Radrennbahn",1618077.16925679,6844593.72930807,468282.0,5788419.0,468282.0,5788419.0,POINT (468282 5788419),13142.0,5.0,338078.616737,9136.18660205,40.4,35.03,5.0,537.0,5.37,35.4,0.36999999999999744,True
02.02.2026,"33417575, Liepe",33417575,Beobachtungsrohr,NHN92,32.6,19.4,17.4,576.0,518.0,438.0,26.84,27.42,28.22,1974 / 2025,,,,,,,,,,,,,,15419,"33417575, Liepe",1402736.94645823,6911591.97231077,337576.0,5831839.0,337576.0,5831839.0,POINT (337576 5831839),19853.0,5.0,296665.112327,15312.8243602,32.6,27.42,5.0,518.0,5.18,27.6,0.17999999999999972,True
02.02.2026,"34402025, Bamme",34402025,Beobachtungsrohr,NHN16,31.1,19.1,17.1,313.0,239.0,149.0,27.97,28.71,29.61,1974 / 2025,,,,,,,,,,,,,,15906,"34402025, Bamme",1384305.62691343,6905667.53710903,326240.0,5828630.0,326240.0,5828630.0,POINT (326240 5828630),20950.0,3.0,3169326.2304,38403.310877,31.1,28.71,3.0,239.0,2.39,28.1,0.6099999999999994,True
02.02.2026,"41516010, Schmogrow",41516010,Beobachtungsrohr,NHN92,62.06,45.01,43.01,684.0,660.0,629.0,55.22,55.46,55.77,2017 / 2025,,,,,,,,,,,,,,12082,"41516010, Schmogrow",1583225.6693871,6774475.09094602,446446.0,5745521.0,446446.0,5745521.0,POINT (446446 5745521),37200.0,7.5,14961912.0744,80761.6013349,62.06,55.46,7.5,660.0,6.6,54.56,0.8999999999999986,True
02.02.2026,"33465509, Summt, Friedhof",33465509,Beobachtungsrohr,NHN92,51.1,47.7,46.7,349.0,286.0,195.0,47.61,48.24,49.15,2008 / 2025,,,,,,,,,,,,,,15287,"33465509, Summt, Friedhof",1488622.89481484,6925647.61612486,390000.0,5838900.0,390000.0,5838900.0,POINT (390000 5838900),27497.0,4.0,8600142.07687,274976.719036,51.1,48.24,4.0,286.0,2.86,47.1,1.1400000000000006,True
02.02.2026,"31449105, RÃ¼thnick, Plantage",31449105,Beobachtungsrohr,NHN92,45.1,40.1,38.1,569.0,499.0,391.0,39.41,40.11,41.19,1973 / 2025,,,,,,,,,,,,,,13928,"31449105, Rüthnick, Plantage",1447393.15005753,6959714.28245392,365541.0,5860117.0,365541.0,5860117.0,POINT (365541 5860117),37285.0,5.0,4316594.79656,60847.0086142,45.1,40.11,5.0,499.0,4.99,40.1,0.00999999999999801,True
02.02.2026,"42517003, KoselmÃ¼hle",42517003,Beobachtungsrohr,NN,70.8,63.45,61.45,523.0,472.0,357.0,65.57,66.08,67.23,1970 / 2025,,,,,,,,,,,,,,10445,"42517003, Koselmühle",1580297.56179438,6749735.45769785,444466.0,5730252.0,444466.0,5730252.0,POINT (444466 5730252),6798.0,4.0,4466410.39666,65948.4987405,70.8,66.08,4.0,472.0,4.72,66.8,0.7199999999999989,True
02.02.2026,"28440026, Revier SchÃ¶nhorn, Jagen 237",28440026,Beobachtungsrohr,NHN92,60.9,,,295.0,244.0,185.0,57.95,58.46,59.05,1959 / 2025,,,,,,,,,,,,,,14458,"28440026, Revier Schönhorn, Jagen 237",1449368.34041019,7015198.66721169,367656.0,5893428.0,367656.0,5893428.0,POINT (367656 5893428),37162.0,15.0,11401506.7104,127524.830792,60.9,58.46,15.0,244.0,2.44,45.9,12.560000000000002,False
02.02.2026,"32449202, Hohenbruch, Waldesruh",32449202,Beobachtungsrohr,NHN92,37.1,29.8,27.8,258.0,189.0,85.0,34.52,35.21,36.25,1973 / 2025,,,,,,,,,,,,,,13422,"32449202, Hohenbruch, Waldesruh",1465470.58505264,6944710.63684317,376238.0,5850769.0,376238.0,5850769.0,POINT (376238 5850769),27168.0,2.0,1971341.54089,13039.2677788,37.1,35.21,2.0,189.0,1.89,35.1,0.10999999999999943,True
02.02.2026,"41510121, Byhleguhre",41510121,FeuerlÃ¶schbrunnen,NHN92,55.82,,,284.0,245.0,193.0,52.98,53.37,53.89,1974 / 2025,,,,,,,,,,,,,,12854,"41510121, Byhleguhre",1577757.54777465,6778269.27503653,443089.8,5747898.9,443089.8,5747898.9,POINT (443089.8 5747898.9),36470.0,2.0,9808018.40379,197809.222627,55.82,53.37,2.0,245.0,2.45,53.82,0.45000000000000284,True
02.02.2026,"27440150, FÃ¼rstenberg, Umspannwerk",27440150,Beobachtungsrohr,NHN92,63.0,39.9,37.9,768.0,746.0,684.0,55.32,55.54,56.16,1999 / 2025,,,,,,,,,,,,,,15434,"27440150, Fürstenberg, Umspannwerk",1461605.79600703,7021799.59019588,375106.0,5897182.0,375106.0,5897182.0,POINT (375106 5897182),34731.0,7.5,6524701.23343,85121.904063,63.0,55.54,7.5,746.0,7.46,55.5,0.03999999999999915,True
02.02.2026,"33491521, Gielsdorf UP",33491521,Beobachtungsrohr,NHN92,82.6,6.06,4.06,1720.0,1595.0,1499.0,65.4,66.65,67.61,1970 / 2025,,,,,,,,,,,,,,9728,"33491521, Gielsdorf UP",1544432.75981256,6909553.4405225,423732.0,5828495.0,423732.0,5828495.0,POINT (423732 5828495),25135.0,20.0,587623.487012,3974.32130695,82.6,66.65,20.0,1595.0,15.95,62.599999999999994,4.050000000000011,False
02.02.2026,"34532503, Golzow, Abzweig Alttucheband",34532503,Beobachtungsrohr,NHN16,10.8,3.8,1.8,264.0,216.0,95.0,8.16,8.64,9.85,1969 / 2025,,,,,,,,,,,,,,10029,"34532503, Golzow, Abzweig Alttucheband",1614547.71961672,6904035.07849866,466366.0,5824665.0,466366.0,5824665.0,POINT (466366 5824665),29917.0,2.0,25423826.6271,148690.75618,10.8,8.64,2.0,216.0,2.16,8.8,0.16000000000000014,True
02.02.2026,"35412785, Klein Kreutz, Alte Weinberge",35412785,Beobachtungsrohr,NHN92,30.4,21.0,19.0,184.0,124.0,50.0,28.56,29.16,29.9,1970 / 2025,,,,,,,,,,,,,,13656,"35412785, Klein Kreutz, Alte Weinberge",1406992.62873081,6880719.05853411,339550.0,5812990.0,339550.0,5812990.0,POINT (339550 5812990),36938.0,1.0,47646018.4035,393074.329793,30.4,29.16,1.0,124.0,1.24,29.4,0.23999999999999844,True
02.02.2026,"27390101, Halenbeck, Waldrand",27390101,Beobachtungsrohr,NHN92,121.3,83.1,81.1,989.0,923.0,794.0,111.41,112.07,113.36,1974 / 2025,,,,,,,,,,,,,,15190,"27390101, Halenbeck, Waldrand",1371344.15759758,7031149.8294303,321176.0,5904496.0,321176.0,5904496.0,POINT (321176 5904496),22543.0,15.0,36104501.6486,249381.560986,121.3,112.07,15.0,923.0,9.23,106.3,5.769999999999996,False
02.02.2026,"29501403, AngermÃ¼nde,KlosterstraÃe 14",29501403,Beobachtungsrohr,NHN16,47.9,45.46,43.46,376.0,245.0,124.0,44.14,45.45,46.66,1991 / 2025,,,,,,,,,,,,,,9947,"29501403, Angermünde,Klosterstraße 14",1558706.52654891,6985936.25086727,433056.0,5874503.0,433056.0,5874503.0,POINT (433056 5874503),29638.0,4.0,107112.887719,3984.66839001,47.9,45.45,4.0,245.0,2.45,43.9,1.5500000000000043,False
02.02.2026,"37539447, Gr. Lindow, 9/1978, Kreisel",37539447,Beobachtungsrohr,NHN16,35.4,30.04,29.04,329.0,284.0,238.0,32.11,32.56,33.02,1978 / 2025,,,,,,,,,,,,,,8533,"37539447, Gr. Lindow, 9/1978, Kreisel",1617299.95834509,6843256.60998765,467800.0,5787604.0,467800.0,5787604.0,POINT (467800 5787604),15162.0,2.0,36710.6029586,1264.99067843,35.4,32.56,2.0,284.0,2.84,33.4,0.8399999999999963,True
02.02.2026,"45493438, Schwarzbach",45493438,Beobachtungsrohr,NHN16,101.0,91.0,89.0,252.0,213.0,160.0,98.48,98.87,99.4,2016 / 2025,,,,,,,,,,,,,,15479,"45493438, Schwarzbach",1550864.76938593,6700941.01896674,425760.0,5700197.0,425760.0,5700197.0,POINT (425760 5700197),36571.0,1.0,4545486.66877,40683.1877674,101.0,98.87,1.0,213.0,2.13,100.0,1.1299999999999955,True
02.02.2026,"36490281, Braunsdorf 1/24",36490281,Beobachtungsrohr,NN,41.35,35.17,33.17,455.0,419.0,347.0,36.8,37.16,37.88,1954 / 2025,,,,,,,,,,,,,,17483,"36490281, Braunsdorf 1/24",1553307.61861364,6865512.87765392,428743.0,5801614.0,428743.0,5801614.0,POINT (428743 5801614),36479.0,3.0,14225560.2216,181783.791826,41.35,37.16,3.0,419.0,4.19,38.35,1.1900000000000048,True
02.02.2026,"34481535, BruchmÃ¼hle MP",34481535,Beobachtungsrohr,NHN92,58.28,16.3,14.3,437.0,319.0,170.0,53.91,55.09,56.58,1979 / 2025,,,,,,,,,,,,,,11912,"34481535, Bruchmühle MP",1532984.90680777,6901098.35285708,416680.0,5823475.0,416680.0,5823475.0,POINT (416680 5823475),28359.0,3.0,11496082.0347,223868.196154,58.28,55.09,3.0,319.0,3.19,55.28,0.18999999999999773,True
02.02.2026,"28440010, Revier Stechlin, Jagen 221/213",28440010,Beobachtungsrohr,NHN92,80.5,56.5,54.5,2123.0,2078.0,2023.0,59.27,59.72,60.27,1958 / 2025,,,,,,,,,,,,,,14477,"28440010, Revier Stechlin, Jagen 221/213",1448761.96992733,7013455.48065278,367263.0,5892394.0,367263.0,5892394.0,POINT (367263 5892394),37290.0,20.0,2210164.55205,20549.281288,80.5,59.72,20.0,2078.0,20.78,60.5,0.7800000000000011,True
02.02.2026,"41496009, LÃ¼bbenau",41496009,Beobachtungsrohr,NHN92,51.87,47.37,45.37,222.0,157.0,71.0,49.65,50.3,51.16,2001 / 2025,,,,,,,,,,,,,,9856,"41496009, Lübbenau",1553165.18402673,6773603.48735704,427841.94,5745216.15,427841.94,5745216.15,POINT (427841.94 5745216.15),36613.0,2.0,6022040.98102,84984.688898,51.87,50.3,2.0,157.0,1.57,49.87,0.4299999999999997,True
02.02.2026,"37423400, Freienthal,ca. 1,5 km sÃ¼dÃ¶stl.",37423400,Beobachtungsrohr,NHN92,45.9,40.8,38.8,409.0,347.0,260.0,41.81,42.43,43.3,1969 / 2025,,,,,,,,,,,,,,13583,"37423400, Freienthal,ca. 1,5 km südöstl.",1417395.29461622,6840034.64034129,345122.0,5787950.0,345122.0,5787950.0,POINT (345122 5787950),1815.0,3.0,6546297.70084,132066.604155,45.9,42.43,3.0,347.0,3.47,42.9,0.46999999999999886,True
02.02.2026,"33522341, Sophienthal",33522341,Beobachtungsrohr,NHN92,10.4,,,282.0,206.0,67.0,7.58,8.34,9.73,1975 / 2025,,,,,,,,,,,,,,10075,"33522341, Sophienthal",1611095.6061858,6916363.02541185,464319.0,5832161.0,464319.0,5832161.0,POINT (464319 5832161),29931.0,2.0,13072315.4971,71040.9419617,10.4,8.34,2.0,206.0,2.06,8.4,0.0600000000000005,True
02.02.2026,"36432281, Geltow, Am Pappeltor, UP",36432281,Beobachtungsrohr,NHN92,34.7,-61.1,-63.1,589.0,541.0,482.0,28.81,29.29,29.88,2008 / 2025,,,,,,,,,,,,,,15053,"36432281, Geltow, Am Pappeltor, UP",1443356.73161061,6866540.56375393,361506.0,5803673.0,361506.0,5803673.0,POINT (361506 5803673),619.0,5.0,33538.6771695,2500.14710173,34.7,29.29,5.0,541.0,5.41,29.700000000000003,0.4100000000000037,True
02.02.2026,"34480880, Bollensdorf",34480880,Beobachtungsrohr,NHN92,49.7,35.29,34.29,845.0,651.0,440.0,41.25,43.19,45.3,1957 / 2025,,,,,,,,,,,,,,11401,"34480880, Bollensdorf",1525399.44659008,6891356.12345738,411954.0,5817634.0,411954.0,5817634.0,POINT (411954 5817634),36348.0,7.5,15550162.7224,135880.251106,49.7,43.19,7.5,651.0,6.51,42.2,0.9899999999999949,True
02.02.2026,"38535105, Schierenberg, Forst UP",38535105,Beobachtungsrohr,NHN16,86.2,-79.57,-83.57,2230.0,2209.0,2173.0,63.9,64.11,64.47,1999 / 2025,,,,,,,,,,,,,,9122,"38535105, Schierenberg, Forst UP",1620691.95672681,6829373.58820512,469829.0,5779089.0,469829.0,5779089.0,POINT (469829 5779089),13995.0,1.0,134050.625186,16454.6508136,86.2,64.11,1.0,2209.0,22.09,85.2,21.090000000000003,False
02.02.2026,"37530165, Lossow, BurgwallstraÃe",37530165,Beobachtungsrohr,NHN16,62.6,37.53,35.53,2059.0,1888.0,1708.0,42.01,43.72,45.52,1953 / 2025,,,,,,,,,,,,,,8704,"37530165, Lossow, Burgwallstraße",1620133.36764982,6852268.38517153,469572.0,5793104.0,469572.0,5793104.0,POINT (469572 5793104),15902.0,20.0,12520744.1177,232797.819781,62.6,43.72,20.0,1888.0,18.88,42.6,1.1199999999999974,True
02.02.2026,"32455002, Borgsdorf-Pinnow OP",32455002,Beobachtungsrohr,NHN92,34.2,22.2,20.2,316.0,268.0,219.0,31.04,31.52,32.01,1978 / 2025,,,,,,,,,,,,,,14691,"32455002, Borgsdorf-Pinnow OP",1474549.57845407,6927692.77084182,381486.0,5840339.0,381486.0,5840339.0,POINT (381486 5840339),28032.0,3.0,4201624.70241,53092.5884785,34.2,31.52,3.0,268.0,2.68,31.200000000000003,0.31999999999999673,True
02.02.2026,"32529250, Tr.Gr.Neuendorf Nord X",32529250,Beobachtungsrohr,NHN92,7.8,4.35,3.35,243.0,168.0,31.0,5.37,6.12,7.49,1975 / 2025,,,,,,,,,,,,,,8549,"32529250, Tr.Gr.Neuendorf Nord X",1601023.13867152,6930196.94668065,458268.0,5840591.0,458268.0,5840591.0,POINT (458268 5840591),30103.0,1.0,4866709.32712,29188.8330833,7.8,6.12,1.0,168.0,1.68,6.8,0.6799999999999997,True
02.02.2026,"29501404, Pinnow, OP",29501404,Beobachtungsrohr,NHN16,44.4,20.21,18.21,1104.0,966.0,812.0,33.36,34.74,36.28,2002 / 2025,,,,,,,,,,,,,,8539,"29501404, Pinnow, OP",1567514.80516804,6992685.98599858,438416.0,5878488.0,438416.0,5878488.0,POINT (438416 5878488),34677.0,10.0,617536.532845,10031.6453091,44.4,34.74,10.0,966.0,9.66,34.4,0.3400000000000034,True
02.02.2026,"28441303, GroÃ Menow",28441303,Beobachtungsrohr,NHN92,69.8,52.3,48.3,1416.0,1378.0,1317.0,55.64,56.02,56.63,1972 / 2025,,,,,,,,,,,,,,14736,"28441303, Groß Menow",1452052.53682621,7018898.55969037,369328.0,5895599.0,369328.0,5895599.0,POINT (369328 5895599),37162.0,15.0,11401506.7104,127524.830792,69.8,56.02,15.0,1378.0,13.78,54.8,1.220000000000006,True
02.02.2026,"27501047, LÃ¼tzlow Nord OP",27501047,Beobachtungsrohr,NHN92,70.4,44.4,42.4,684.0,507.0,278.0,63.56,65.33,67.62,1984 / 2025,,,,,,,,,,,,,,9277,"27501047, Lützlow Nord OP",1561615.44533194,7030313.80316726,435170.0,5901083.0,435170.0,5901083.0,POINT (435170 5901083),37411.0,40.0,29137005.8953,141835.210349,70.4,65.33,40.0,507.0,5.07,30.400000000000006,34.92999999999999,False
02.02.2026,"45496172, Biehlen",45496172,Beobachtungsrohr,NN,99.7,,,237.0,204.0,138.0,97.33,97.66,98.32,1990 / 2025,,,,,,,,,,,,,,11283,"45496172, Biehlen",1554670.71221369,6706354.65178429,428183.36,5703532.33,428183.36,5703532.33,POINT (428183.36 5703532.33),36506.0,2.0,10946795.3395,127447.613824,99.7,97.66,2.0,204.0,2.04,97.7,0.04000000000000625,True
02.02.2026,"35432347, Kemnitz, Str.Werder-PhÃ¶ben,AB",35432347,Beobachtungsrohr,NHN92,31.6,9.7,7.7,250.0,200.0,125.0,29.1,29.6,30.35,1978 / 2025,,,,,,,,,,,,,,13571,"35432347, Kemnitz, Str.Werder-Phöben,AB",1435870.57277498,6875299.24498115,357083.0,5809144.0,357083.0,5809144.0,POINT (357083 5809144),1730.0,3.0,2121126.1657,40382.0865491,31.6,29.6,3.0,200.0,2.0,28.6,1.0,True
02.02.2026,"43486001, Ponnsdorf",43486001,FeuerlÃ¶schbrunnen,NN,105.25,,,514.0,436.0,322.0,100.11,100.89,102.03,1984 / 2025,,,,,,,,,,,,,,11165,"43486001, Ponnsdorf",1522672.02305195,6739441.08554181,408593.53,5724397.59,408593.53,5724397.59,POINT (408593.53 5724397.59),4676.0,4.0,81198.0410654,1258.02472425,105.25,100.89,4.0,436.0,4.36,101.25,0.35999999999999943,True
02.02.2026,"28440028, Revier SteinfÃ¶rde, Jagen 57",28440028,Beobachtungsrohr,NHN92,74.4,,,1544.0,1486.0,1404.0,58.96,59.54,60.36,1959 / 2025,,,,,,,,,,,,,,14680,"28440028, Revier Steinförde, Jagen 57",1453001.55078109,7013777.61028657,369814.0,5892517.0,369814.0,5892517.0,POINT (369814 5892517),31106.0,20.0,364207.298688,13663.6214272,74.4,59.54,20.0,1486.0,14.86,54.400000000000006,5.1399999999999935,False
02.02.2026,"29391203, BrÃ¼senhagen MP",29391203,Beobachtungsrohr,NHN92,54.6,36.6,34.6,532.0,467.0,396.0,49.28,49.93,50.64,1971 / 2025,,,,,,,,,,,,,,15270,"29391203, Brüsenhagen MP",1370395.49224378,6990668.52526919,319696.0,5880264.0,319696.0,5880264.0,POINT (319696 5880264),22373.0,5.0,6490929.06078,239031.829645,54.6,49.93,5.0,467.0,4.67,49.6,0.3299999999999983,True
02.02.2026,"29428205, Linow, Feldweg",29428205,Beobachtungsrohr,NHN92,85.7,64.7,62.7,2074.0,1992.0,1899.0,64.96,65.78,66.71,1979 / 2025,,,,,,,,,,,,,,15001,"29428205, Linow, Feldweg",1427858.95504689,7000786.42114033,354481.0,5885164.0,354481.0,5885164.0,POINT (354481 5885164),22670.0,30.0,2170484.58355,9855.23790523,85.7,65.78,30.0,1992.0,19.92,55.7,10.079999999999998,False
02.02.2026,"42529154, Cottbus-StnC",42529154,Beobachtungsrohr,NN,66.27,,,358.0,249.0,103.0,62.69,63.78,65.24,1977 / 2025,,,,,,,,,,,,,,11816,"42529154, Cottbus-StnC",1599476.98491932,6763398.71614766,456440.4,5738584.4,456440.4,5738584.4,POINT (456440.4 5738584.4),6447.0,2.0,26016587.5996,164413.416834,66.27,63.78,2.0,249.0,2.49,64.27,0.4899999999999949,True
02.02.2026,"33427520, Retzow-Selbelang",33427520,Beobachtungsrohr,NHN16,34.2,13.3,11.3,486.0,365.0,204.0,29.34,30.55,32.16,2000 / 2025,,,,,,,,,,,,,,13326,"33427520, Retzow-Selbelang",1412744.25719787,6914133.98265286,343711.0,5833182.0,343711.0,5833182.0,POINT (343711 5833182),22632.0,4.0,21742074.9089,454950.83444,34.2,30.55,4.0,365.0,3.65,30.200000000000003,0.34999999999999787,True
02.02.2026,"35442256, Potsdam, Orangerie",35442256,Beobachtungsrohr,NHN92,44.4,32.9,31.4,803.0,652.0,275.0,36.37,37.88,41.65,1973 / 2025,,,,,,,,,,,,,,13550,"35442256, Potsdam, Orangerie",1450364.3491853,6874023.38911703,365916.0,5808117.0,365916.0,5808117.0,POINT (365916 5808117),36426.0,15.0,4230496.37776,32366.2237963,44.4,37.88,15.0,652.0,6.52,29.4,8.480000000000004,False
02.02.2026,"36461327, Diedersdorf, Grenzgraben, UP",36461327,Beobachtungsrohr,NHN92,40.9,-50.2,-52.2,436.0,361.0,287.0,36.54,37.29,38.03,1999 / 2025,,,,,,,,,,,,,,13194,"36461327, Diedersdorf, Grenzgraben, UP",1485054.3759747,6863014.10897673,386958.0,5800870.0,386958.0,5800870.0,POINT (386958 5800870),10677.0,3.0,4764859.45836,75431.7589145,40.9,37.29,3.0,361.0,3.61,37.9,0.6099999999999994,True
02.02.2026,"34426014, Klein Behnitz SÃ¼d UP",34426014,Beobachtungsrohr,NHN92,34.3,-16.9,-18.9,454.0,364.0,272.0,29.76,30.66,31.58,1977 / 2025,,,,,,,,,,,,,,14260,"34426014, Klein Behnitz Süd UP",1413996.67370593,6901965.75085073,344237.0,5825773.0,344237.0,5825773.0,POINT (344237 5825773),24611.0,3.0,14339344.4766,228564.208941,34.3,30.66,3.0,364.0,3.64,31.299999999999997,0.639999999999997,True
02.02.2026,"37540417, Aurith/Ziltendorf,GaststÃ¤tte",37540417,Beobachtungsrohr,NHN16,27.6,14.92,13.42,420.0,287.0,-20.0,23.4,24.73,27.8,1967 / 2025,,,,,,,,,,,,,,8535,"37540417, Aurith/Ziltendorf,Gaststätte",1636659.5362505,6843830.3081158,479677.0,5787892.0,479677.0,5787892.0,POINT (479677 5787892),15621.0,3.0,3148596.65689,126424.089894,27.6,24.73,3.0,287.0,2.87,24.6,0.129999999999999,True
02.02.2026,"30463791, Zehdenick, Friedhof",30463791,Beobachtungsrohr,NHN92,57.1,43.1,39.1,1115.0,1076.0,1002.0,45.95,46.34,47.08,2014 / 2025,,,,,,,,,,,,,,8955,"30463791, Zehdenick, Friedhof",1484186.51548861,6978098.75845937,388041.0,5870624.0,388041.0,5870624.0,POINT (388041 5870624),25373.0,15.0,1930051.88048,19467.2172678,57.1,46.34,15.0,1076.0,10.76,42.1,4.240000000000002,False
02.02.2026,"29428251, Basdorf 1/23",29428251,Beobachtungsrohr,NHN92,90.4,66.7,64.7,2261.0,2247.0,2243.0,67.93,68.07,68.11,2024 / 2025,,,,,,,,,,,,,,17287,"29428251, Basdorf 1/23",1416864.84483076,6999569.36527903,347846.0,5884639.0,347846.0,5884639.0,POINT (347846 5884639),22536.0,30.0,40325295.4915,133168.837279,90.4,68.07,30.0,2247.0,22.47,60.400000000000006,7.6699999999999875,False
02.02.2026,"32445005, BÃ¤renklau Remontehof OP",32445005,Beobachtungsrohr,NHN92,46.4,43.5,42.5,227.0,169.0,77.0,44.13,44.71,45.63,2009 / 2025,,,,,,,,,,,,,,15136,"32445005, Bärenklau Remontehof OP",1463460.36017575,6931199.01192383,374810.0,5842630.0,374810.0,5842630.0,POINT (374810 5842630),28248.0,15.0,20488444.3954,103968.216853,46.4,44.71,15.0,169.0,1.69,31.4,13.310000000000002,False
02.02.2026,"39471205, Baruth, B 96, nahe ehem.SÃ¤gewerk/Mischplatz",39471205,Beobachtungsrohr,NHN92,60.6,48.0,46.0,867.0,801.0,725.0,51.93,52.59,53.35,1968 / 2025,,,,,,,,,,,,,,12462,"39471205, Baruth, B 96, nahe ehem.Sägewerk/Mischplatz",1503373.58818243,6812965.88778938,397535.0,5769985.0,397535.0,5769985.0,POINT (397535 5769985),11337.0,10.0,14157828.5227,177599.234809,60.6,52.59,10.0,801.0,8.01,50.6,1.990000000000002,False
02.02.2026,"42500025, Vetschau",42500025,Beobachtungsrohr,NHN92,57.2,50.2,48.2,205.0,141.0,26.0,55.15,55.79,56.94,1998 / 2025,,,,,,,,,,,,,,11732,"42500025, Vetschau",1568857.95005871,6761739.53261827,437459.81,5737759.23,437459.81,5737759.23,POINT (437459.81 5737759.23),36613.0,2.0,6022040.98102,84984.688898,57.2,55.79,2.0,141.0,1.41,55.2,0.5899999999999963,True
02.02.2026,"28440043, Menz 1/24",28440043,Beobachtungsrohr,NHN16,82.9,55.9,53.9,,,,,,,2025 / 2025,,,,,,,,,,,,,,17449,"28440043, Menz 1/24",1455849.62486583,7006374.08894557,371405.0,5888034.0,371405.0,5888034.0,POINT (371405 5888034),35130.0,30.0,12921763.5457,56849.2655858,82.9,,30.0,,,52.900000000000006,,False
02.02.2026,"33392320, Hohennauen, Bahnhof",33392320,Beobachtungsrohr,NHN92,26.9,21.4,20.2,216.0,130.0,20.0,24.74,25.6,26.7,1975 / 2025,,,,,,,,,,,,,,13958,"33392320, Hohennauen, Bahnhof",1372248.38370684,6922546.34920086,319282.5,5839131.5,319282.5,5839131.5,POINT (319282.5 5839131.5),22643.0,1.0,19645969.293,233944.672699,26.9,25.6,1.0,130.0,1.3,25.9,0.29999999999999716,True
02.02.2026,"38441738, Hennickendorf, Friedhof, MP",38441738,Beobachtungsrohr,NHN92,56.2,1.1,-0.9,1820.0,1736.0,1674.0,38.0,38.84,39.46,1980 / 2025,,,,,,,,,,,,,,13803,"38441738, Hennickendorf, Friedhof, MP",1459544.28853203,6829928.21826055,370822.0,5781019.0,370822.0,5781019.0,POINT (370822 5781019),11055.0,20.0,3194703.41249,25071.7105454,56.2,38.84,20.0,1736.0,17.36,36.2,2.6400000000000006,False
02.02.2026,"36451921, Ahrensdorf, Heide",36451921,Beobachtungsrohr,NHN92,40.75,31.9,29.9,491.0,396.0,260.0,35.84,36.79,38.15,1975 / 2025,,,,,,,,,,,,,,13476,"36451921, Ahrensdorf, Heide",1472397.81539474,6855528.47128744,379102.0,5796483.0,379102.0,5796483.0,POINT (379102 5796483),12154.0,4.0,6673433.18317,172963.67482,40.75,36.79,4.0,396.0,3.96,36.75,0.03999999999999915,True
02.02.2026,"36441981, Pdm.-Bbg., Wohngebiet Drewitz",36441981,Beobachtungsrohr,NHN92,35.0,27.0,25.0,267.0,208.0,138.0,32.33,32.92,33.62,1993 / 2025,,,,,,,,,,,,,,12454,"36441981, Pdm.-Bbg., Wohngebiet Drewitz",1463503.71996947,6867162.06217044,373837.0,5803721.0,373837.0,5803721.0,POINT (373837 5803721),11078.0,2.0,2507867.67924,21046.9036156,35.0,32.92,2.0,208.0,2.08,33.0,0.0799999999999983,True
02.02.2026,"30463568, Liebenthal, ca. 2 km westl. OP",30463568,Beobachtungsrohr,NHN92,47.35,45.2,43.2,372.0,307.0,188.0,43.63,44.28,45.47,1978 / 2025,,,,,,,,,,,,,,13633,"30463568, Liebenthal, ca. 2 km westl. OP",1494868.08154509,6967496.47746828,394344.0,5864095.0,394344.0,5864095.0,POINT (394344 5864095),28240.0,2.0,27639006.9948,143387.731784,47.35,44.28,2.0,307.0,3.07,45.35,1.0700000000000003,True
