Zeitpunkt des Exports,Messstellenname,ID,Messstellenart,Hoehensystem,Gelaendehoehe (in Meter HS),Filteroberkante (in Meter HS),Filterunterkante (in Meter HS),NW - Niedrigster gemessener Wasserstand [cm u. GOK],MW - Mittlerer Wasserstand [cm u. GOK],HW - Hoechster gemessener Wasserstand [cm u. GOK],NW - Niedrigster gemessener Wasserstand [m ue. NHN],MW - Mittlerer Wasserstand [m ue. NHN],HW - Hoechster gemessener Wasserstand [m ue. NHN],Bezugszeitraum Hauptwerte,MW Januar [cm uGOK],MW Februar [cm uGOK],MW Maerz [cm uGOK],MW April [cm uGOK],MW Mai [cm uGOK],MW Juni [cm uGOK],MW Juli [cm uGOK],MW August [cm uGOK],MW September [cm uGOK],MW Oktober [cm uGOK],MW November [cm uGOK],MW Dezember [cm uGOK],Grundwasserleiterkomplex,loc_id,loc_name,east_3857,north_3857,east_25833,north_25833,x,y,geometry,index_right,WERT,SHAPE_AREA,SHAPE_LEN,z_terrain,h_measured,unsat_thickness_shp,dist_measured_cm,dist_measured_m,h_calculated,h_diff,is_topmost
02.02.2026,"32471945, Danewitz OP",32471945,Beobachtungsrohr,NHN92,62.2,48.48,46.48,438.0,305.0,134.0,57.82,59.15,60.86,1972 / 2025,,,,,,,,,,,,,,9596,"32471945, Danewitz OP",1520850.31941355,6934060.91721662,409661.0,5843590.0,409661.0,5843590.0,POINT (409661 5843590),27320.0,3.0,283662.525003,5018.96818407,62.2,59.15,3.0,305.0,3.05,59.2,0.05000000000000426,True
02.02.2026,"40536003, GroÃ Drewitz",40536003,Beobachtungsrohr,NHN92,69.7,57.45,55.45,510.0,370.0,237.0,64.6,66.0,67.33,2001 / 2025,,,,,,,,,,,,,,10434,"40536003, Groß Drewitz",1621851.17410954,6799094.51943321,470431.06,5760491.58,470431.06,5760491.58,POINT (470431.06 5760491.58),13879.0,4.0,100478.311594,17703.5422295,69.7,66.0,4.0,370.0,3.7,65.7,0.29999999999999716,True
02.02.2026,"29463220, Hammelspring",29463220,Beobachtungsrohr,NHN16,56.5,40.4,38.4,338.0,234.0,88.0,53.12,54.16,55.62,2007 / 2025,,,,,,,,,,,,,,15132,"29463220, Hammelspring",1495332.18596528,6997001.71368945,395012.0,5881833.0,395012.0,5881833.0,POINT (395012 5881833),33968.0,3.0,111749.58966,1981.11573335,56.5,54.16,3.0,234.0,2.34,53.5,0.6599999999999966,True
02.02.2026,"33520966, Kienitz",33520966,Beobachtungsrohr,NHN16,8.1,,,150.0,86.0,-12.0,6.6,7.24,8.22,1955 / 2025,,,,,,,,,,,,,,9155,"33520966, Kienitz",1605996.64320079,6921667.31766052,461245.0,5835400.0,461245.0,5835400.0,POINT (461245 5835400),29914.0,2.0,63442101.2945,211628.326719,8.1,7.24,2.0,86.0,0.86,6.1,1.1400000000000006,True
02.02.2026,"42520102, Roggosen",42520102,Beobachtungsrohr,NHN92,78.46,60.46,58.46,251.0,196.0,136.0,75.95,76.5,77.1,2015 / 2025,,,,,,,,,,,,,,15486,"42520102, Roggosen",1610489.79262645,6747309.93264468,463190.0,5728579.0,463190.0,5728579.0,POINT (463190 5728579),6511.0,2.0,20749476.6865,184581.186632,78.46,76.5,2.0,196.0,1.96,76.46,0.04000000000000625,True
02.02.2026,"28410213, GroÃ-HaÃlow, Kreuzung",28410213,Beobachtungsrohr,NHN92,76.2,,,459.0,375.0,234.0,71.61,72.45,73.86,1974 / 2025,,,,,,,,,,,,,,14806,"28410213, Groß-Haßlow, Kreuzung",1399538.3020815,7014987.4207888,337738.0,5894223.0,337738.0,5894223.0,POINT (337738 5894223),22446.0,4.0,12515481.7767,148184.017782,76.2,72.45,4.0,375.0,3.75,72.2,0.25,True
02.02.2026,"32454665, Fichtengrund, Jagenstein",32454665,Beobachtungsrohr,NHN92,37.8,14.8,12.8,425.0,386.0,313.0,33.55,33.94,34.67,1971 / 2025,,,,,,,,,,,,,,14696,"32454665, Fichtengrund, Jagenstein",1477221.69245256,6942626.161097,383325.0,5849333.0,383325.0,5849333.0,POINT (383325 5849333),28353.0,4.0,14386903.1303,242346.254312,37.8,33.94,4.0,386.0,3.86,33.8,0.14000000000000057,True
02.02.2026,"30464252, Krewelin, Ortsausgang",30464252,Beobachtungsrohr,NHN92,42.12,,,113.0,73.0,-4.0,40.99,41.39,42.16,1972 / 2025,,,,,,,,,,,,,,15209,"30464252, Krewelin, Ortsausgang",1489981.72723251,6972454.96329072,391460.0,5867147.0,391460.0,5867147.0,POINT (391460 5867147),24882.0,1.0,137297.077189,1613.4418434,42.12,41.39,1.0,73.0,0.73,41.12,0.2700000000000031,True
02.02.2026,"26381003, JÃ¤nnersdorf, am Friedhof",26381003,Beobachtungsrohr,NHN92,63.2,55.2,53.2,257.0,212.0,138.0,60.63,61.08,61.82,2002 / 2025,,,,,,,,,,,,,,15312,"26381003, Jännersdorf, am Friedhof",1342570.51794021,7045448.60968663,304291.0,5913711.0,304291.0,5913711.0,POINT (304291 5913711),22537.0,3.0,38746510.2579,389258.293014,63.2,61.08,3.0,212.0,2.12,60.2,0.8799999999999955,True
02.02.2026,"36532674, Frankfurt, BergstraÃe, Kirche",36532674,Beobachtungsrohr,NHN92,22.7,,,178.0,96.0,3.0,20.92,21.74,22.67,1969 / 2025,,,,,,,,,,,,,,8841,"36532674, Frankfurt, Bergstraße, Kirche",1619276.40207192,6864046.88967339,469092.0,5800301.0,469092.0,5800301.0,POINT (469092 5800301),15084.0,1.0,64691.1500117,1652.42629979,22.7,21.74,1.0,96.0,0.96,21.7,0.03999999999999915,True
02.02.2026,"38532839, Vogelsang UP",38532839,Beobachtungsrohr,NHN92,38.0,-37.16,-41.16,279.0,247.0,191.0,35.21,35.53,36.09,1993 / 2025,,,,,,,,,,,,,,8807,"38532839, Vogelsang UP",1630246.19940745,6833096.33052732,475711.0,5781338.0,475711.0,5781338.0,POINT (475711 5781338),15621.0,3.0,3148596.65689,126424.089894,38.0,35.53,3.0,247.0,2.47,35.0,0.5300000000000011,True
02.02.2026,"38539089, Lawitz",38539089,Beobachtungsrohr,NHN16,39.3,,,675.0,620.0,478.0,32.55,33.1,34.52,1969 / 2025,,,,,,,,,,,,,,8696,"38539089, Lawitz",1629977.74711341,6822136.72226014,475513.0,5774620.0,475513.0,5774620.0,POINT (475513 5774620),16903.0,7.5,6908677.92614,106445.96847,39.3,33.1,7.5,620.0,6.2,31.799999999999997,1.3000000000000043,True
02.02.2026,"32510209, ZollbrÃ¼cke, Dammhaus, neu",32510209,Beobachtungsrohr,NHN16,5.7,1.16,-0.84,238.0,150.0,15.0,3.32,4.2,5.55,1929 / 2025,,,,,,,,,,,,,,8586,"32510209, Zollbrücke, Dammhaus, neu",1586398.43312277,6943977.59417114,449480.0,5849010.0,449480.0,5849010.0,POINT (449480 5849010),29945.0,2.0,8564437.58437,56040.8222253,5.7,4.2,2.0,150.0,1.5,3.7,0.5,True
02.02.2026,"46489173, Kroppen",46489173,Beobachtungsrohr,NHN16,112.19,,,277.0,241.0,159.0,109.42,109.78,110.6,2000 / 2025,,,,,,,,,,,,,,10993,"46489173, Kroppen",1535526.16508152,6688102.77762364,416053.6,5692346.4,416053.6,5692346.4,POINT (416053.6 5692346.4),5223.0,2.0,20760672.8707,162397.112732,112.19,109.78,2.0,241.0,2.41,110.19,0.4099999999999966,True
02.02.2026,"28473110, Petznick",28473110,Beobachtungsrohr,NHN92,65.5,49.5,47.5,535.0,424.0,308.0,60.15,61.26,62.42,2007 / 2025,,,,,,,,,,,,,,14098,"28473110, Petznick",1517015.26941334,7012675.22642277,408240.0,5890965.0,408240.0,5890965.0,POINT (408240 5890965),33045.0,4.0,284179.524089,14373.9584048,65.5,61.26,4.0,424.0,4.24,61.5,0.240000000000002,True
02.02.2026,"30491532, SenftenhÃ¼tte, OP",30491532,Beobachtungsrohr,NHN16,69.2,44.68,42.68,1926.0,1835.0,1751.0,49.94,50.85,51.69,2002 / 2025,,,,,,,,,,,,,,8987,"30491532, Senftenhütte, OP",1543442.71042087,6970929.23635848,423715.0,5865610.0,423715.0,5865610.0,POINT (423715 5865610),27925.0,20.0,6469566.45137,80638.5247019,69.2,50.85,20.0,1835.0,18.35,49.2,1.6499999999999986,False
02.02.2026,"39549051, Coschen, Deich",39549051,Beobachtungsrohr,NHN92,38.63,,,411.0,317.0,42.0,34.52,35.46,38.21,1968 / 2025,,,,,,,,,,,,,,8823,"39549051, Coschen, Deich",1639718.71486642,6803342.23374354,481461.0,5763051.0,481461.0,5763051.0,POINT (481461 5763051),15020.0,4.0,186802.056303,9083.90369847,38.63,35.46,4.0,317.0,3.17,34.63,0.8299999999999983,True
02.02.2026,"40536004, LÃ¼bbinchen",40536004,Beobachtungsrohr,NHN92,70.1,55.51,53.51,1245.0,1053.0,929.0,57.65,59.57,60.81,2000 / 2025,,,,,,,,,,,,,,10573,"40536004, Lübbinchen",1622524.17126687,6794007.83279877,470827.87,5757358.83,470827.87,5757358.83,POINT (470827.87 5757358.83),37195.0,15.0,39667004.5948,215734.658367,70.1,59.57,15.0,1053.0,10.53,55.099999999999994,4.470000000000006,False
02.02.2026,"31449211, Beetz UP",31449211,Beobachtungsrohr,NHN16,38.9,-45.1,-47.1,381.0,310.0,247.0,35.09,35.8,36.43,1973 / 2025,,,,,,,,,,,,,,13924,"31449211, Beetz UP",1447145.03063412,6948758.60236721,365207.0,5853510.0,365207.0,5853510.0,POINT (365207 5853510),37737.0,2.0,18681154.4758,118954.286016,38.9,35.8,2.0,310.0,3.1,36.9,1.1000000000000014,True
02.02.2026,"33512266, Posedin 1/24",33512266,Beobachtungsrohr,NHN16,7.6,-1.5,-3.5,,,,,,,2025 / 2025,,,,,,,,,,,,,,17307,"33512266, Posedin 1/24",1593627.87014872,6919889.30029723,453721.0,5834388.0,453721.0,5834388.0,POINT (453721 5834388),29915.0,2.0,45025592.6654,184659.371598,7.6,,2.0,,,5.6,,False
02.02.2026,"34502412, MÃ¼ncheberg,GelÃ¤nde LIW II",34502412,Beobachtungsrohr,NHN16,70.5,,,538.0,272.0,93.0,65.12,67.78,69.57,1988 / 2025,,,,,,,,,,,,,,10003,"34502412, Müncheberg,Gelände LIW II",1576562.3338671,6891399.04581495,443151.0,5817199.0,443151.0,5817199.0,POINT (443151 5817199),36283.0,10.0,9542827.28379,189004.920769,70.5,67.78,10.0,272.0,2.72,60.5,7.280000000000001,False
02.02.2026,"35442315, Bornim, Lerchenst./Kreuz.Schneiderweg, UP",35442315,Beobachtungsrohr,NHN92,33.9,7.05,5.05,409.0,310.0,171.0,29.81,30.8,32.19,1980 / 2025,,,,,,,,,,,,,,14917,"35442315, Bornim, Lerchenst./Kreuz.Schneiderweg, UP",1448935.60795883,6879162.45924059,365129.0,5811272.0,365129.0,5811272.0,POINT (365129 5811272),36437.0,4.0,1633758.02253,67130.8144877,33.9,30.8,4.0,310.0,3.1,29.9,0.9000000000000021,True
02.02.2026,"38421593, BrÃ¼ck-Rottstock, Gewerbeg., UP",38421593,Beobachtungsrohr,NHN16,46.6,-95.0,-99.0,209.0,144.0,72.0,44.51,45.16,45.88,1978 / 2025,,,,,,,,,,,,,,13727,"38421593, Brück-Rottstock, Gewerbeg., UP",1421586.9917018,6831338.07276123,347530.0,5782545.0,347530.0,5782545.0,POINT (347530 5782545),1669.0,2.0,8966159.6056,93097.1465106,46.6,45.16,2.0,144.0,1.44,44.6,0.5599999999999952,True
02.02.2026,"37511766, NeubrÃ¼ck OP",37511766,Beobachtungsrohr,NHN92,42.37,19.2,15.2,403.0,339.0,207.0,38.34,38.98,40.3,1982 / 2025,,,,,,,,,,,,,,11421,"37511766, Neubrück OP",1588778.05346624,6849893.51882286,450345.0,5791808.0,450345.0,5791808.0,POINT (450345 5791808),15775.0,4.0,1878737.55741,11992.3294321,42.37,38.98,4.0,339.0,3.39,38.37,0.6099999999999994,True
02.02.2026,"32481965, SchÃ¶nholz MP neu",32481965,Beobachtungsrohr,NHN16,66.2,9.99,7.99,1601.0,1463.0,1307.0,50.19,51.57,53.13,1973 / 2025,,,,,,,,,,,,,,8977,"32481965, Schönholz MP neu",1530625.27204382,6941140.79326734,415664.0,5847765.0,415664.0,5847765.0,POINT (415664 5847765),27926.0,20.0,6468867.49631,53558.6080063,66.2,51.57,20.0,1463.0,14.63,46.2,5.369999999999997,False
02.02.2026,"29350026, Lenzersilge MP2",29350026,Beobachtungsrohr,NHN92,20.0,-94.0,-98.0,96.0,42.0,-21.0,19.04,19.58,20.21,1999 / 2025,,,,,,,,,,,,,,13951,"29350026, Lenzersilge MP2",1298254.13260626,6999316.89132889,276505.0,5887282.0,276505.0,5887282.0,POINT (276505 5887282),22634.0,1.0,20935683.8142,93288.3523179,20.0,19.58,1.0,42.0,0.42,19.0,0.5799999999999983,True
02.02.2026,"28473126, Luisenfelde UP",28473126,Beobachtungsrohr,NHN92,80.5,-43.2,-45.2,408.0,292.0,82.0,76.42,77.58,79.68,1969 / 2025,,,,,,,,,,,,,,14948,"28473126, Luisenfelde UP",1505708.924912,7019593.29557328,401535.0,5895243.0,401535.0,5895243.0,POINT (401535 5895243),33971.0,2.0,134212.914737,2083.06616035,80.5,77.58,2.0,292.0,2.92,78.5,0.9200000000000017,True
02.02.2026,"38532837, Vogelsang OP",38532837,Beobachtungsrohr,NHN92,38.0,25.0,23.0,298.0,265.0,209.0,35.02,35.35,35.91,1997 / 2025,,,,,,,,,,,,,,8805,"38532837, Vogelsang OP",1630242.89532151,6833106.10799795,475709.0,5781344.0,475709.0,5781344.0,POINT (475709 5781344),15621.0,3.0,3148596.65689,126424.089894,38.0,35.35,3.0,265.0,2.65,35.0,0.3500000000000014,True
02.02.2026,"30491504, Herzsprung",30491504,Beobachtungsrohr,NHN16,48.3,41.25,40.85,253.0,188.0,96.0,45.77,46.42,47.34,1969 / 2025,,,,,,,,,,,,,,10243,"30491504, Herzsprung",1556368.70618951,6978655.48198627,431585.0,5870144.0,431585.0,5870144.0,POINT (431585 5870144),30021.0,1.0,3336022.74123,81315.8538343,48.3,46.42,1.0,188.0,1.88,47.3,0.8799999999999955,True
02.02.2026,"34402790, Pritzerbe, BirkenwÃ¤ldchen",34402790,Beobachtungsrohr,NHN16,30.0,20.8,18.5,269.0,200.0,110.0,27.31,28.0,28.9,1990 / 2025,,,,,,,,,,,,,,14287,"34402790, Pritzerbe, Birkenwäldchen",1387201.37542378,6892376.62858329,327718.0,5820493.0,327718.0,5820493.0,POINT (327718 5820493),36741.0,2.0,48833211.8805,323265.141186,30.0,28.0,2.0,200.0,2.0,28.0,0.0,True
02.02.2026,"42519042, Cottbus-StnC",42519042,Beobachtungsrohr,NHN16,73.6,59.9,59.8,541.0,509.0,450.0,68.19,68.51,69.1,1967 / 2025,,,,,,,,,,,,,,12512,"42519042, Cottbus-StnC",1595350.00749303,6756904.66219832,453847.0,5734593.0,453847.0,5734593.0,POINT (453847 5734593),5528.0,5.0,166383.592666,6089.37252454,73.6,68.51,5.0,509.0,5.09,68.6,0.0899999999999892,True
02.02.2026,"33437091, Perwenitz, LuchstraÃe, UP",33437091,Beobachtungsrohr,NHN92,32.35,2.8,0.8,199.0,135.0,31.0,30.36,31.0,32.04,1974 / 2025,,,,,,,,,,,,,,14516,"33437091, Perwenitz, Luchstraße, UP",1444896.17910612,6914807.02424974,363269.0,5833003.0,363269.0,5833003.0,POINT (363269 5833003),37157.0,2.0,26939594.5239,166995.956024,32.35,31.0,2.0,135.0,1.35,30.35,0.6499999999999986,True
02.02.2026,"31509218, Tr. Hohensaaten SÃ¼d, Rohr VIII",31509218,Beobachtungsrohr,NHN16,3.4,,,176.0,59.0,-181.0,1.64,2.81,5.21,1975 / 2025,,,,,,,,,,,,,,9039,"31509218, Tr. Hohensaaten Süd, Rohr VIII",1572525.16690856,6956141.74002771,441165.0,5856450.0,441165.0,5856450.0,POINT (441165 5856450),30570.0,2.0,709291.84823,24200.4670389,3.4,2.81,2.0,59.0,0.59,1.4,1.4100000000000001,True
02.02.2026,"33520968, Letschin, KSP Nr. 52",33520968,Beobachtungsrohr,NHN92,7.4,2.91,0.91,220.0,159.0,45.0,5.2,5.81,6.95,1955 / 2025,161.0,151.0,145.0,141.0,146.0,152.0,159.0,164.0,168.0,172.0,172.0,169.0,,8915,"33520968, Letschin, KSP Nr. 52",1599341.23014561,6915473.36090969,457169.0,5831679.0,457169.0,5831679.0,POINT (457169 5831679),29914.0,2.0,63442101.2945,211628.326719,7.4,5.81,2.0,159.0,1.59,5.4,0.40999999999999925,True
02.02.2026,"38394500, Hohenlobbese",38394500,Beobachtungsrohr,NHN16,106.0,79.39,77.39,1878.0,1863.0,1823.0,87.22,87.37,87.77,2020 / 2025,,,,,,,,,,,,,,16118,"38394500, Hohenlobbese",1366043.63689583,6832158.16892109,313435.0,5784214.0,313435.0,5784214.0,POINT (313435 5784214),1568.0,20.0,54801230.0851,672861.607274,106.0,87.37,20.0,1863.0,18.63,86.0,1.3700000000000045,True
02.02.2026,"36532689, Frankfurt, MÃ¼hlental",36532689,Beobachtungsrohr,NHN92,47.6,,,125.0,95.0,29.0,46.35,46.65,47.31,1979 / 2025,,,,,,,,,,,,,,8845,"36532689, Frankfurt, Mühlental",1619096.50754547,6858077.20055043,468959.0,5796657.0,468959.0,5796657.0,POINT (468959 5796657),15135.0,10.0,25581.0722048,2750.09921265,47.6,46.65,10.0,95.0,0.95,37.6,9.049999999999997,False
02.02.2026,"31449220, Neuendorf, Schleuener Weg",31449220,Beobachtungsrohr,NHN92,48.1,22.3,20.3,854.0,827.0,763.0,39.56,39.83,40.47,2014 / 2025,,,,,,,,,,,,,,14595,"31449220, Neuendorf, Schleuener Weg",1460382.01246837,6951606.25358661,373265.0,5855013.0,373265.0,5855013.0,POINT (373265 5855013),27495.0,7.5,9097076.06539,90301.1893554,48.1,39.83,7.5,827.0,8.27,40.6,0.7700000000000031,True
02.02.2026,"37511768, NeubrÃ¼ck UP",37511768,Beobachtungsrohr,NHN92,42.32,-127.4,-133.4,114.0,81.0,29.0,41.18,41.51,42.03,1982 / 2025,,,,,,,,,,,,,,11423,"37511768, Neubrück UP",1588778.05346624,6849893.51882286,450345.0,5791808.0,450345.0,5791808.0,POINT (450345 5791808),15775.0,4.0,1878737.55741,11992.3294321,42.32,41.51,4.0,81.0,0.81,38.32,3.1899999999999977,False
02.02.2026,"29360016, Bentwisch, ca. 400 m sÃ¼dlich",29360016,Beobachtungsrohr,NHN92,21.1,8.3,6.3,247.0,162.0,59.0,18.63,19.48,20.51,1973 / 2025,,,,,,,,,,,,,,14135,"29360016, Bentwisch, ca. 400 m südlich",1305615.80766036,6989180.61723764,280654.0,5880993.0,280654.0,5880993.0,POINT (280654 5880993),22624.0,2.0,23619433.4492,199783.28359,21.1,19.48,2.0,162.0,1.62,19.1,0.379999999999999,True
02.02.2026,"37451902, Kleinbeuthen, Rehwinkel, UP",37451902,Beobachtungsrohr,NHN92,36.51,-29.4,-31.4,217.0,165.0,107.0,34.34,34.86,35.44,1977 / 2025,,,,,,,,,,,,,,14381,"37451902, Kleinbeuthen, Rehwinkel, UP",1469040.52308825,6849094.71682904,376948.0,5792602.0,376948.0,5792602.0,POINT (376948 5792602),9445.0,1.0,1006694.15306,15460.5033009,36.51,34.86,1.0,165.0,1.65,35.51,0.6499999999999986,True
02.02.2026,"28410225, Babitzer Holz MP1",28410225,Beobachtungsrohr,NHN92,77.6,3.6,-0.4,739.0,611.0,414.0,70.21,71.49,73.46,1974 / 2025,,,,,,,,,,,,,,14809,"28410225, Babitzer Holz MP1",1400381.11597196,7014595.25438258,338236.0,5893971.0,338236.0,5893971.0,POINT (338236 5893971),22409.0,5.0,13525747.6993,238012.661704,77.6,71.49,5.0,611.0,6.11,72.6,1.1099999999999994,True
02.02.2026,"42456032, Grauwinkel",42456032,Beobachtungsrohr,NHN92,79.8,74.6,72.6,205.0,149.0,71.0,77.75,78.31,79.09,2002 / 2025,,,,,,,,,,,,,,11824,"42456032, Grauwinkel",1473274.17917784,6763618.02111404,378266.37,5740005.16,378266.37,5740005.16,POINT (378266.37 5740005.16),36389.0,2.0,26641177.5448,210034.632173,79.8,78.31,2.0,149.0,1.49,77.8,0.5100000000000051,True
02.02.2026,"29350021, Cumlosen, nordwestl. MP",29350021,Beobachtungsrohr,NHN92,20.7,-88.3,-92.3,330.0,235.0,80.0,17.4,18.35,19.9,2001 / 2025,,,,,,,,,,,,,,14028,"29350021, Cumlosen, nordwestl. MP",1297308.39202581,6990216.13857648,275681.0,5881846.0,275681.0,5881846.0,POINT (275681 5881846),22305.0,3.0,8959321.62516,81941.3119967,20.7,18.35,3.0,235.0,2.35,17.7,0.6500000000000021,True
02.02.2026,"40441015, Oehna, ca. 1 km nordwestlich",40441015,Beobachtungsrohr,NHN92,87.9,57.6,55.6,1012.0,888.0,775.0,77.78,79.02,80.15,1973 / 2025,,,,,,,,,,,,,,13644,"40441015, Oehna, ca. 1 km nordwestlich",1449817.63598385,6788261.86834305,364150.0,5755580.0,364150.0,5755580.0,POINT (364150 5755580),36414.0,10.0,21619179.5101,205491.60503,87.9,79.02,10.0,888.0,8.88,77.9,1.1199999999999903,True
02.02.2026,"46478043, GroÃthiemig",46478043,Beobachtungsrohr,NN,96.95,82.36,81.36,432.0,366.0,266.0,92.63,93.29,94.29,1971 / 2025,,,,,,,,,,,,,,12100,"46478043, Großthiemig",1520674.67338658,6689961.242385,406789.62,5693666.31,406789.62,5693666.31,POINT (406789.62 5693666.31),5175.0,5.0,1208679.16123,34763.546215,96.95,93.29,5.0,366.0,3.66,91.95,1.3400000000000034,True
02.02.2026,"40490513, Biebersdorf, Frankfurter StraÃe",40490513,Beobachtungsrohr,NHN16,50.3,,,236.0,168.0,80.0,47.94,48.62,49.5,1960 / 2025,,,,,,,,,,,,,,11085,"40490513, Biebersdorf, Frankfurter Straße",1555261.71377538,6797362.24390227,429346.0,5759838.0,429346.0,5759838.0,POINT (429346 5759838),37277.0,3.0,19192314.2624,331623.501039,50.3,48.62,3.0,168.0,1.68,47.3,1.3200000000000003,True
02.02.2026,"37530420, Ziltendorf, EKO-GelÃ¤nde",37530420,Beobachtungsrohr,NHN92,41.3,,,575.0,508.0,432.0,35.55,36.22,36.98,1967 / 2025,,,,,,,,,,,,,,8710,"37530420, Ziltendorf, EKO-Gelände",1626810.77099283,6836165.95462466,473611.0,5783229.0,473611.0,5783229.0,POINT (473611 5783229),15779.0,5.0,1851608.14103,67448.8419249,41.3,36.22,5.0,508.0,5.08,36.3,0.0799999999999983,True
02.02.2026,"28438014, Luhme, nordwestl. Ortslage",28438014,Beobachtungsrohr,NHN92,74.8,57.3,55.3,1595.0,1578.0,1550.0,58.85,59.02,59.3,1979 / 2025,,,,,,,,,,,,,,13985,"28438014, Luhme, nordwestl. Ortslage",1428677.76672197,7018793.08772454,355300.0,5895940.0,355300.0,5895940.0,POINT (355300 5895940),20384.0,15.0,563579.399043,7543.1984336,74.8,59.02,15.0,1578.0,15.78,59.8,0.779999999999994,True
02.02.2026,"31502055, Oderberg (k.Trasse Alte Oder)",31502055,Beobachtungsrohr,NHN92,3.4,1.02,0.02,235.0,217.0,124.0,1.05,1.23,2.16,1972 / 2025,,,,,,,,,,,,,,8960,"31502055, Oderberg (k.Trasse Alte Oder)",1562581.33929021,6956720.40385269,435155.0,5856876.0,435155.0,5856876.0,POINT (435155 5856876),31282.0,3.0,1115948.68594,49399.2985195,3.4,1.23,3.0,217.0,2.17,0.3999999999999999,0.8300000000000001,True
02.02.2026,"31419709, Nackel, Rohrlacker Weg UP",31419709,Beobachtungsrohr,NHN92,35.1,-27.0,-29.0,395.0,300.0,177.0,31.15,32.1,33.33,1973 / 2025,,,,,,,,,,,,,,14531,"31419709, Nackel, Rohrlacker Weg UP",1400137.96402787,6951038.93114995,336799.0,5855762.0,336799.0,5855762.0,POINT (336799 5855762),22647.0,3.0,18479887.6562,271080.465656,35.1,32.1,3.0,300.0,3.0,32.1,0.0,True
02.02.2026,"34512423, Neuhardenberg, Graben an B 167",34512423,Beobachtungsrohr,NHN16,11.6,6.59,4.59,229.0,180.0,80.0,9.31,9.8,10.8,1969 / 2025,,,,,,,,,,,,,,8883,"34512423, Neuhardenberg, Graben an B 167",1587492.79249162,6907950.02934824,449919.0,5827183.0,449919.0,5827183.0,POINT (449919 5827183),29916.0,2.0,27331493.9394,93782.0597301,11.6,9.8,2.0,180.0,1.8,9.6,0.20000000000000107,True
02.02.2026,"31464705, BÃ¶hmerheide OP",31464705,Beobachtungsrohr,NHN92,50.0,43.8,41.8,455.0,396.0,280.0,45.45,46.04,47.2,2006 / 2025,,,,,,,,,,,,,,14928,"31464705, Böhmerheide OP",1502093.80798109,6961711.86283938,398635.0,5860515.0,398635.0,5860515.0,POINT (398635 5860515),27930.0,5.0,5921529.22488,109123.421717,50.0,46.04,5.0,396.0,3.96,45.0,1.0399999999999991,True
02.02.2026,"26471098, Arendsee MP",26471098,Beobachtungsrohr,NHN92,86.0,54.38,52.38,1432.0,1345.0,1239.0,71.68,72.55,73.61,1999 / 2025,,,,,,,,,,,,,,10265,"26471098, Arendsee MP",1517008.14411493,7044760.64095279,408604.0,5910150.0,408604.0,5910150.0,POINT (408604 5910150),34235.0,15.0,12808838.1654,123591.71233,86.0,72.55,15.0,1345.0,13.45,71.0,1.5499999999999972,False
02.02.2026,"36432300, Werder, Plantagenplatz",36432300,Beobachtungsrohr,NHN92,31.9,25.4,23.4,269.0,232.0,180.0,29.21,29.58,30.1,2009 / 2025,,,,,,,,,,,,,,15059,"36432300, Werder, Plantagenplatz",1439630.78625575,6868641.37572598,359264.0,5805019.0,359264.0,5805019.0,POINT (359264 5805019),919.0,3.0,989954.694618,37383.7156438,31.9,29.58,3.0,232.0,2.32,28.9,0.6799999999999997,True
02.02.2026,"42490711, Zinnitz",42490711,Beobachtungsrohr,NHN92,66.17,53.17,51.17,713.0,150.0,117.0,59.04,64.67,65.0,2008 / 2025,,,,,,,,,,,,,,11646,"42490711, Zinnitz",1541710.94432268,6762363.2449028,420645.75,5738381.96,420645.75,5738381.96,POINT (420645.75 5738381.96),3245.0,4.0,184934.370764,3816.66289731,66.17,64.67,4.0,150.0,1.5,62.17,2.5,False
02.02.2026,"42468100, Berga",42468100,Beobachtungsrohr,NHN92,115.14,73.1,71.1,2838.0,2759.0,2675.0,86.76,87.55,88.39,1974 / 2025,,,,,,,,,,,,,,11071,"42468100, Berga",1490820.67929141,6752394.10723619,388981.9,5732814.5,388981.9,5732814.5,POINT (388981.9 5732814.5),5231.0,30.0,17097905.321,89945.0073853,115.14,87.55,30.0,2759.0,27.59,85.14,2.4099999999999966,False
02.02.2026,"35459952, Kleinmachnow, Zehlendorfer Damm",35459952,Beobachtungsrohr,NHN92,39.0,33.44,31.44,407.0,305.0,184.0,34.93,35.95,37.16,1976 / 2025,,,,,,,,,,,,,,13878,"35459952, Kleinmachnow, Zehlendorfer Damm",1474156.18650035,6875370.40691531,380473.0,5808563.0,380473.0,5808563.0,POINT (380473 5808563),10842.0,3.0,329696.420455,7852.86538492,39.0,35.95,3.0,305.0,3.05,36.0,0.04999999999999716,True
02.02.2026,"29490626, GÃ¶rlsdorf, Blumberger MÃ¼hle",29490626,Beobachtungsrohr,NHN16,46.7,39.7,37.7,447.0,392.0,334.0,42.23,42.78,43.36,1954 / 2025,,,,,,,,,,,,,,10146,"29490626, Görlsdorf, Blumberger Mühle",1551720.73903822,6989844.0400401,428881.0,5876912.0,428881.0,5876912.0,POINT (428881 5876912),37392.0,7.5,277763.913516,7001.44802584,46.7,42.78,7.5,392.0,3.92,39.2,3.5799999999999983,False
