date,gw_level
2000-01-02,35.104285714285716
2000-01-09,35.08714285714286
2000-01-16,35.07714285714285
2000-01-23,35.08714285714286
2000-01-30,35.075714285714284
2000-02-06,35.07
2000-02-13,35.07714285714286
2000-02-20,35.09285714285714
2000-02-27,35.089999999999996
2000-03-05,35.10857142857143
2000-03-12,35.11714285714286
2000-03-19,35.13428571428572
2000-03-26,35.16142857142857
2000-04-02,35.19
2000-04-09,35.20142857142857
2000-04-16,35.23285714285714
2000-04-23,35.245714285714286
2000-04-30,35.254285714285714
2000-05-07,35.26166666666666
2000-05-14,35.26
2000-05-21,35.260000000000005
2000-05-28,35.261428571428574
2000-06-04,35.25857142857143
2000-06-11,35.25333333333333
2000-06-18,35.23
2000-06-25,35.224999999999994
2000-07-02,35.20714285714286
2000-07-09,35.20285714285715
2000-07-16,35.19714285714286
2000-07-23,35.175
2000-07-30,35.16857142857143
2000-08-06,35.16
2000-08-13,35.15
2000-08-20,35.1375
2000-08-27,35.135000000000005
2000-09-03,35.141666666666666
2000-09-10,35.142857142857146
2000-09-17,35.148
2000-09-24,35.13428571428572
2000-10-01,35.135000000000005
2000-10-08,35.121428571428574
2000-10-15,35.13
2000-10-22,35.104285714285716
2000-10-29,35.1
2000-11-05,35.09142857142857
2000-11-12,35.08
2000-11-19,35.084
2000-11-26,35.07857142857143
2000-12-03,35.065
2000-12-10,35.05428571428571
2000-12-17,35.05428571428571
2000-12-24,35.04
2000-12-31,35.044285714285714
2001-01-07,35.03142857142857
2001-01-14,35.01333333333333
2001-01-21,35.015
2001-01-28,35.02857142857143
2001-02-04,35.01142857142857
2001-02-11,35.01571428571429
2001-02-18,35.004285714285714
2001-02-25,35.02571428571429
2001-03-04,35.04
2001-03-11,35.03
2001-03-18,35.04714285714285
2001-03-25,35.04714285714285
2001-04-01,35.06
2001-04-08,35.09142857142857
2001-04-15,35.1
2001-04-22,
2001-04-29,35.15833333333333
2001-05-06,35.168
2001-05-13,35.18
2001-05-20,35.18333333333333
2001-05-27,35.18571428571428
