"Zeitpunkt";"Wasserstand(NHN) [mNHN]";"Hinweise"
"27.12.2022 00:00:00";"31,14";"Geprüft"
"01.01.2023 00:00:00";"31,21";"Geprüft"
"08.01.2023 00:00:00";"31,32";"Geprüft"
"15.01.2023 00:00:00";"31,38";"Geprüft"
"25.01.2023 00:00:00";"31,38";"Geprüft"
"31.01.2023 00:00:00";"31,36";"Geprüft"
"08.02.2023 00:00:00";"31,34";"Geprüft"
"15.02.2023 00:00:00";"31,33";"Geprüft"
"22.02.2023 00:00:00";"31,4";"Geprüft"
"03.03.2023 00:00:00";"31,37";"Geprüft"
"09.03.2023 00:00:00";"31,37";"Geprüft"
"16.03.2023 00:00:00";"31,46";"Geprüft"
"23.03.2023 00:00:00";"31,45";"Geprüft"
"02.04.2023 00:00:00";"31,4";"Geprüft"
"13.04.2023 00:00:00";"31,34";"Geprüft"
"20.04.2023 00:00:00";"31,37";"Geprüft"
"30.04.2023 00:00:00";"31,33";"Geprüft"
"06.05.2023 00:00:00";"31,29";"Geprüft"
"13.05.2023 00:00:00";"31,25";"Geprüft"
"20.05.2023 00:00:00";"31,17";"Geprüft"
"22.05.2023 00:00:00";"31,16";"Geprüft"
"27.05.2023 00:00:00";"31,14";"Geprüft"
"03.06.2023 00:00:00";"31,11";"Geprüft"
"10.06.2023 00:00:00";"31,14";"Geprüft"
"17.06.2023 00:00:00";"31,1";"Geprüft"
"24.06.2023 00:00:00";"31,1";"Geprüft"
"30.06.2023 00:00:00";"31,07";"Geprüft"
"06.07.2023 00:00:00";"31,02";"Geprüft"
"12.07.2023 00:00:00";"31";"Geprüft"
"19.07.2023 00:00:00";"30,95";"Geprüft"
"25.07.2023 00:00:00";"30,91";"Geprüft"
"31.07.2023 00:00:00";"30,94";"Geprüft"
"07.08.2023 00:00:00";"30,96";"Geprüft"
"14.08.2023 00:00:00";"30,99";"Geprüft"
"21.08.2023 00:00:00";"30,99";"Geprüft"
"28.08.2023 00:00:00";"30,97";"Geprüft"
"04.09.2023 00:00:00";"30,97";"Geprüft"
"11.09.2023 00:00:00";"30,96";"Geprüft"
"18.09.2023 00:00:00";"30,94";"Geprüft"
"25.09.2023 00:00:00";"30,91";"Geprüft"
"01.10.2023 00:00:00";"30,91";"Geprüft"
"08.10.2023 00:00:00";"30,93";"Geprüft"
"14.10.2023 00:00:00";"30,97";"Geprüft"
"21.10.2023 00:00:00";"31,08";"Geprüft"
"30.10.2023 00:00:00";"31,15";"Geprüft"
"03.11.2023 00:00:00";"31,18";"Geprüft"
"10.11.2023 00:00:00";"31,2";"Geprüft"
"20.11.2023 00:00:00";"31,22";"Geprüft"
"27.11.2023 00:00:00";"31,27";"Geprüft"
"11.12.2023 00:00:00";"31,31";"Geprüft"
"18.12.2023 00:00:00";"31,35";"Geprüft"
"25.12.2023 00:00:00";"31,46";"Geprüft"
"31.12.2023 00:00:00";"31,53";"Geprüft"
"08.01.2024 00:00:00";"31,49";"Geprüft"
"15.01.2024 00:00:00";"31,46";"Geprüft"
"22.01.2024 00:00:00";"31,43";"Geprüft"
"31.01.2024 00:00:00";"31,47";"Geprüft"
"07.02.2024 00:00:00";"31,51";"Geprüft"
"14.02.2024 00:00:00";"31,6";"Geprüft"
"21.02.2024 00:00:00";"31,63";"Geprüft"
"28.02.2024 00:00:00";"31,56";"Geprüft"
"08.03.2024 00:00:00";"31,48";"Geprüft"
"14.03.2024 00:00:00";"31,41";"Geprüft"
"31.03.2024 00:00:00";"31,49";"Geprüft"
"07.04.2024 00:00:00";"31,48";"Geprüft"
"14.04.2024 00:00:00";"31,45";"Geprüft"
"20.04.2024 00:00:00";"31,42";"Geprüft"
"26.04.2024 00:00:00";"31,4";"Geprüft"
"05.05.2024 00:00:00";"31,41";"Geprüft"
"12.05.2024 00:00:00";"31,29";"Geprüft"
"19.05.2024 00:00:00";"31,27";"Geprüft"
"29.05.2024 00:00:00";"31,31";"Geprüft"
"03.06.2024 00:00:00";"31,3";"Geprüft"
"10.06.2024 00:00:00";"31,26";"Geprüft"
"17.06.2024 00:00:00";"31,28";"Geprüft"
"24.06.2024 00:00:00";"31,3";"Geprüft"
"02.07.2024 00:00:00";"31,32";"Geprüft"
"10.07.2024 00:00:00";"31,31";"Geprüft"
"18.07.2024 00:00:00";"31,31";"Geprüft"
"23.07.2024 00:00:00";"31,31";"Geprüft"
"02.08.2024 00:00:00";"31,3";"Geprüft"
"07.08.2024 00:00:00";"31,3";"Geprüft"
"13.08.2024 00:00:00";"31,28";"Geprüft"
"26.08.2024 00:00:00";"31,24";"Geprüft"
"12.09.2024 00:00:00";"31,13";"Geprüft"
"19.09.2024 00:00:00";"31,13";"Geprüft"
"26.09.2024 00:00:00";"31,13";"Geprüft"
"03.10.2024 00:00:00";"31,23";"Geprüft"
"09.10.2024 00:00:00";"31,23";"Geprüft"
"17.10.2024 00:00:00";"31,28";"Geprüft"
"24.10.2024 00:00:00";"31,28";"Geprüft"
"31.10.2024 00:00:00";"31,34";"Ungeprüft"
"05.11.2024 00:00:00";"31,39";"Ungeprüft"
"13.11.2024 00:00:00";"31,18";"Ungeprüft"
"20.11.2024 00:00:00";"31,21";"Ungeprüft"
"25.11.2024 00:00:00";"31,27";"Ungeprüft"
"30.11.2024 00:00:00";"31,31";"Ungeprüft"
"05.12.2024 00:00:00";"31,31";"Ungeprüft"
"13.12.2024 00:00:00";"31,32";"Ungeprüft"
"19.12.2024 00:00:00";"31,31";"Ungeprüft"
"24.12.2024 00:00:00";"31,3";"Ungeprüft"
"30.12.2024 00:00:00";"31,31";"Ungeprüft"
"05.01.2025 00:00:00";"31,33";"Ungeprüft"
"11.01.2025 00:00:00";"31,35";"Ungeprüft"
"18.01.2025 00:00:00";"31,37";"Ungeprüft"
"25.01.2025 00:00:00";"31,37";"Ungeprüft"
"02.02.2025 00:00:00";"31,39";"Ungeprüft"
"09.02.2025 00:00:00";"31,35";"Ungeprüft"
"16.02.2025 00:00:00";"31,26";"Ungeprüft"
"24.02.2025 00:00:00";"31,26";"Ungeprüft"
"28.02.2025 00:00:00";"31,27";"Ungeprüft"
"08.03.2025 00:00:00";"31,23";"Ungeprüft"
"15.03.2025 00:00:00";"31,18";"Ungeprüft"
"23.03.2025 00:00:00";"31,17";"Ungeprüft"
"31.03.2025 00:00:00";"31,18";"Ungeprüft"
"08.04.2025 00:00:00";"31,2";"Ungeprüft"
"16.04.2025 00:00:00";"31,2";"Ungeprüft"
"23.04.2025 00:00:00";"31,24";"Ungeprüft"
"30.04.2025 00:00:00";"31,19";"Ungeprüft"
"09.05.2025 00:00:00";"31,13";"Ungeprüft"
"17.05.2025 00:00:00";"31,09";"Ungeprüft"
"26.05.2025 00:00:00";"31,15";"Ungeprüft"
"30.05.2025 00:00:00";"31,15";"Ungeprüft"
"06.06.2025 00:00:00";"31,15";"Ungeprüft"
"13.06.2025 00:00:00";"31,15";"Ungeprüft"
"20.06.2025 00:00:00";"31,04";"Ungeprüft"
"27.06.2025 00:00:00";"31,1";"Ungeprüft"
"06.07.2025 00:00:00";"31,04";"Ungeprüft"
"13.07.2025 00:00:00";"31,05";"Ungeprüft"
"20.07.2025 00:00:00";"31,1";"Ungeprüft"
"27.07.2025 00:00:00";"31,28";"Ungeprüft"
"03.08.2025 00:00:00";"31,29";"Ungeprüft"
"10.08.2025 00:00:00";"31,22";"Ungeprüft"
"17.08.2025 00:00:00";"31,15";"Ungeprüft"
"24.08.2025 00:00:00";"31,11";"Ungeprüft"
"31.08.2025 00:00:00";"31,1";"Ungeprüft"
"07.09.2025 00:00:00";"31,09";"Ungeprüft"
"14.09.2025 00:00:00";"31,1";"Ungeprüft"
"21.09.2025 00:00:00";"31,09";"Ungeprüft"
"29.09.2025 00:00:00";"31,09";"Ungeprüft"
"07.10.2025 00:00:00";"31,08";"Ungeprüft"
"14.10.2025 00:00:00";"31,09";"Ungeprüft"
"31.10.2025 00:00:00";"31,16";"Ungeprüft"
