"Zeitpunkt";"Wasserstand(NHN) [mNHN]";"Hinweise"
"13.11.2008 00:00:00";"32,63";"Geprüft"
"25.03.2009 00:00:00";"32,87";"Geprüft"
"30.03.2009 00:00:00";"32,84";"Geprüft"
"06.04.2009 00:00:00";"32,79";"Geprüft"
"14.04.2009 00:00:00";"32,71";"Geprüft"
"20.04.2009 00:00:00";"32,63";"Geprüft"
"27.04.2009 00:00:00";"32,6";"Geprüft"
"04.05.2009 00:00:00";"32,54";"Geprüft"
"11.05.2009 00:00:00";"32,62";"Geprüft"
"18.05.2009 00:00:00";"32,58";"Geprüft"
"25.05.2009 00:00:00";"32,51";"Geprüft"
"02.06.2009 00:00:00";"32,51";"Geprüft"
"08.06.2009 00:00:00";"32,49";"Geprüft"
"15.06.2009 00:00:00";"32,48";"Geprüft"
"22.06.2009 00:00:00";"32,46";"Geprüft"
"29.06.2009 00:00:00";"32,44";"Geprüft"
"06.07.2009 00:00:00";"32,39";"Geprüft"
"13.07.2009 00:00:00";"32,39";"Geprüft"
"20.07.2009 00:00:00";"32,39";"Geprüft"
"27.07.2009 00:00:00";"32,39";"Geprüft"
"04.08.2009 00:00:00";"32,37";"Geprüft"
"10.08.2009 00:00:00";"32,33";"Geprüft"
"17.08.2009 00:00:00";"32,3";"Geprüft"
"24.08.2009 00:00:00";"32,29";"Geprüft"
"31.08.2009 00:00:00";"32,25";"Geprüft"
"07.09.2009 00:00:00";"32,27";"Geprüft"
"14.09.2009 00:00:00";"32,26";"Geprüft"
"21.09.2009 00:00:00";"32,24";"Geprüft"
"28.09.2009 00:00:00";"32,23";"Geprüft"
"05.10.2009 00:00:00";"32,25";"Geprüft"
"12.10.2009 00:00:00";"32,45";"Geprüft"
"19.10.2009 00:00:00";"32,51";"Geprüft"
"26.10.2009 00:00:00";"32,54";"Geprüft"
"02.11.2009 00:00:00";"32,54";"Geprüft"
"09.11.2009 00:00:00";"32,7";"Geprüft"
"16.11.2009 00:00:00";"32,77";"Geprüft"
"23.11.2009 00:00:00";"32,81";"Geprüft"
"30.11.2009 00:00:00";"32,85";"Geprüft"
"07.12.2009 00:00:00";"32,92";"Geprüft"
"14.12.2009 00:00:00";"32,89";"Geprüft"
"21.12.2009 00:00:00";"32,89";"Geprüft"
"28.12.2009 00:00:00";"32,93";"Geprüft"
"04.01.2010 00:00:00";"33,19";"Geprüft"
"11.01.2010 00:00:00";"32,83";"Geprüft"
"18.01.2010 00:00:00";"32,8";"Geprüft"
"25.01.2010 00:00:00";"33,13";"Geprüft"
"01.02.2010 00:00:00";"32,74";"Geprüft"
"08.02.2010 00:00:00";"32,73";"Geprüft"
"15.02.2010 00:00:00";"32,73";"Geprüft"
"22.02.2010 00:00:00";"32,8";"Geprüft"
"04.03.2010 00:00:00";"33,13";"Geprüft"
"08.03.2010 00:00:00";"33,03";"Geprüft"
"15.03.2010 00:00:00";"33,09";"Geprüft"
"22.03.2010 00:00:00";"33,03";"Geprüft"
"29.03.2010 00:00:00";"33,04";"Geprüft"
"05.04.2010 00:00:00";"32,89";"Geprüft"
"12.04.2010 00:00:00";"32,88";"Geprüft"
"19.04.2010 00:00:00";"32,79";"Geprüft"
"26.04.2010 00:00:00";"32,77";"Geprüft"
"03.05.2010 00:00:00";"32,78";"Geprüft"
"10.05.2010 00:00:00";"32,77";"Geprüft"
