"Zeitpunkt";"Wasserstand(NHN) [mNHN]";"Hinweise"
"01.01.1951 00:00:00";"57,03";"Geprüft"
"15.01.1951 00:00:00";"57,04";"Geprüft"
"01.02.1951 00:00:00";"56,95";"Geprüft"
"15.02.1951 00:00:00";"56,96";"Geprüft"
"01.03.1951 00:00:00";"56,96";"Geprüft"
"15.03.1951 00:00:00";"57,03";"Geprüft"
"01.04.1951 00:00:00";"57,11";"Geprüft"
"15.04.1951 00:00:00";"57,07";"Geprüft"
"01.05.1951 00:00:00";"57,05";"Geprüft"
"15.05.1951 00:00:00";"57,07";"Geprüft"
"01.06.1951 00:00:00";"56,94";"Geprüft"
"15.06.1951 00:00:00";"57,01";"Geprüft"
"01.07.1951 00:00:00";"57,01";"Geprüft"
"15.07.1951 00:00:00";"57";"Geprüft"
"01.08.1951 00:00:00";"57,06";"Geprüft"
"15.08.1951 00:00:00";"56,89";"Geprüft"
"01.09.1951 00:00:00";"56,89";"Geprüft"
"15.09.1951 00:00:00";"56,86";"Geprüft"
"01.10.1951 00:00:00";"56,87";"Geprüft"
"15.10.1951 00:00:00";"56,86";"Geprüft"
"01.12.1951 00:00:00";"56,88";"Geprüft"
"15.12.1951 00:00:00";"56,91";"Geprüft"
"01.01.1952 00:00:00";"56,87";"Geprüft"
"15.01.1952 00:00:00";"56,85";"Geprüft"
"01.02.1952 00:00:00";"56,86";"Geprüft"
"15.02.1952 00:00:00";"56,95";"Geprüft"
"01.03.1952 00:00:00";"56,99";"Geprüft"
"15.03.1952 00:00:00";"56,91";"Geprüft"
"01.04.1952 00:00:00";"56,88";"Geprüft"
"15.04.1952 00:00:00";"56,94";"Geprüft"
"01.05.1952 00:00:00";"56,8";"Geprüft"
"15.05.1952 00:00:00";"56,78";"Geprüft"
"01.06.1952 00:00:00";"56,7";"Geprüft"
"15.06.1952 00:00:00";"56,68";"Geprüft"
"01.07.1952 00:00:00";"56,6";"Geprüft"
"15.07.1952 00:00:00";"56,53";"Geprüft"
"01.08.1952 00:00:00";"56,51";"Geprüft"
"15.08.1952 00:00:00";"56,56";"Geprüft"
"01.09.1952 00:00:00";"56,66";"Geprüft"
"15.09.1952 00:00:00";"56,76";"Geprüft"
"01.10.1952 00:00:00";"57,02";"Geprüft"
"15.10.1952 00:00:00";"57,03";"Geprüft"
"01.11.1952 00:00:00";"57,01";"Geprüft"
"15.11.1952 00:00:00";"57,13";"Geprüft"
"01.12.1952 00:00:00";"57,08";"Geprüft"
"15.12.1952 00:00:00";"57,09";"Geprüft"
"01.01.1953 00:00:00";"57,09";"Geprüft"
"15.01.1953 00:00:00";"57,05";"Geprüft"
"01.02.1953 00:00:00";"57,17";"Geprüft"
"15.02.1953 00:00:00";"57,19";"Geprüft"
