"Zeitpunkt";"Wasserstand(NHN) [mNHN]";"Hinweise"
"01.07.1979 00:00:00";"43,07";"Ungeprüft"
"08.07.1979 00:00:00";"43,1";"Ungeprüft"
"15.07.1979 00:00:00";"43,11";"Ungeprüft"
"22.07.1979 00:00:00";"43,13";"Ungeprüft"
"01.08.1979 00:00:00";"43";"Ungeprüft"
"08.08.1979 00:00:00";"43,15";"Ungeprüft"
"15.08.1979 00:00:00";"43,25";"Ungeprüft"
"22.08.1979 00:00:00";"43,44";"Ungeprüft"
"01.09.1979 00:00:00";"43,33";"Ungeprüft"
"08.09.1979 00:00:00";"43,23";"Ungeprüft"
"15.09.1979 00:00:00";"42,94";"Ungeprüft"
"22.09.1979 00:00:00";"42,91";"Ungeprüft"
"01.10.1979 00:00:00";"42,95";"Ungeprüft"
"08.10.1979 00:00:00";"42,95";"Ungeprüft"
"15.10.1979 00:00:00";"42,89";"Ungeprüft"
"22.10.1979 00:00:00";"42,87";"Ungeprüft"
"01.11.1979 00:00:00";"42,85";"Ungeprüft"
"08.11.1979 00:00:00";"42,82";"Ungeprüft"
"15.11.1979 00:00:00";"42,75";"Ungeprüft"
"22.11.1979 00:00:00";"42,73";"Ungeprüft"
"01.12.1979 00:00:00";"42,75";"Ungeprüft"
"08.12.1979 00:00:00";"42,71";"Ungeprüft"
"15.12.1979 00:00:00";"42,67";"Ungeprüft"
"22.12.1979 00:00:00";"42,68";"Ungeprüft"
"01.01.1980 00:00:00";"42,75";"Ungeprüft"
"08.01.1980 00:00:00";"42,75";"Ungeprüft"
"15.01.1980 00:00:00";"42,75";"Ungeprüft"
"22.01.1980 00:00:00";"42,75";"Ungeprüft"
"01.02.1980 00:00:00";"43,11";"Ungeprüft"
"08.02.1980 00:00:00";"43,02";"Ungeprüft"
"15.02.1980 00:00:00";"43,05";"Ungeprüft"
"22.02.1980 00:00:00";"43,11";"Ungeprüft"
"01.03.1980 00:00:00";"43,22";"Ungeprüft"
"08.03.1980 00:00:00";"43,23";"Ungeprüft"
"15.03.1980 00:00:00";"43,23";"Ungeprüft"
"22.03.1980 00:00:00";"43,25";"Ungeprüft"
"01.04.1980 00:00:00";"43,27";"Ungeprüft"
"08.04.1980 00:00:00";"43,33";"Ungeprüft"
"15.04.1980 00:00:00";"43,35";"Ungeprüft"
