"Zeitpunkt";"Wasserstand(NHN) [mNHN]";"Hinweise"
"01.02.1958 00:00:00";"59,37";"Geprüft"
"01.03.1958 00:00:00";"59,39";"Geprüft"
"01.04.1958 00:00:00";"59,4";"Geprüft"
"01.05.1958 00:00:00";"59,41";"Geprüft"
"01.06.1958 00:00:00";"59,38";"Geprüft"
"01.07.1958 00:00:00";"59,35";"Geprüft"
"01.08.1958 00:00:00";"59,29";"Geprüft"
"01.09.1958 00:00:00";"59,23";"Geprüft"
"01.10.1958 00:00:00";"59,28";"Geprüft"
"01.11.1958 00:00:00";"59,27";"Geprüft"
"01.12.1958 00:00:00";"59,29";"Geprüft"
"01.01.1959 00:00:00";"59,32";"Geprüft"
"01.02.1959 00:00:00";"59,31";"Geprüft"
"01.03.1959 00:00:00";"59,31";"Geprüft"
"01.04.1959 00:00:00";"59,3";"Geprüft"
"01.05.1959 00:00:00";"59,26";"Geprüft"
"01.06.1959 00:00:00";"59,16";"Geprüft"
"01.07.1959 00:00:00";"59,11";"Geprüft"
"01.08.1959 00:00:00";"59,14";"Geprüft"
"01.09.1959 00:00:00";"59,07";"Geprüft"
"01.10.1959 00:00:00";"59,08";"Geprüft"
"01.11.1959 00:00:00";"59,19";"Geprüft"
"01.12.1959 00:00:00";"59,23";"Geprüft"
"01.01.1960 00:00:00";"59,3";"Geprüft"
"01.02.1960 00:00:00";"59,35";"Geprüft"
"01.03.1960 00:00:00";"59,39";"Geprüft"
"01.04.1960 00:00:00";"59,4";"Geprüft"
"01.05.1960 00:00:00";"59,4";"Geprüft"
"01.06.1960 00:00:00";"59,35";"Geprüft"
"01.07.1960 00:00:00";"59,42";"Geprüft"
"01.08.1960 00:00:00";"59,38";"Geprüft"
"01.09.1960 00:00:00";"59,39";"Geprüft"
"01.10.1960 00:00:00";"59,39";"Geprüft"
"01.11.1960 00:00:00";"59,48";"Geprüft"
"01.12.1960 00:00:00";"59,57";"Geprüft"
"01.01.1961 00:00:00";"59,62";"Geprüft"
"01.02.1961 00:00:00";"59,66";"Geprüft"
"01.03.1961 00:00:00";"59,69";"Geprüft"
"01.04.1961 00:00:00";"59,69";"Geprüft"
"01.05.1961 00:00:00";"59,64";"Geprüft"
"01.06.1961 00:00:00";"59,63";"Geprüft"
"01.07.1961 00:00:00";"59,57";"Geprüft"
"01.08.1961 00:00:00";"59,6";"Geprüft"
"01.09.1961 00:00:00";"59,57";"Geprüft"
"01.10.1961 00:00:00";"59,59";"Geprüft"
"01.11.1961 00:00:00";"59,6";"Geprüft"
"01.12.1961 00:00:00";"59,67";"Geprüft"
"01.01.1962 00:00:00";"59,66";"Geprüft"
"01.02.1962 00:00:00";"59,7";"Geprüft"
"01.03.1962 00:00:00";"59,69";"Geprüft"
"01.04.1962 00:00:00";"59,7";"Geprüft"
"01.05.1962 00:00:00";"59,68";"Geprüft"
"01.06.1962 00:00:00";"59,61";"Geprüft"
"01.07.1962 00:00:00";"59,6";"Geprüft"
"01.08.1962 00:00:00";"59,57";"Geprüft"
"01.09.1962 00:00:00";"59,54";"Geprüft"
"01.10.1962 00:00:00";"59,51";"Geprüft"
"01.11.1962 00:00:00";"59,51";"Geprüft"
"01.12.1962 00:00:00";"59,54";"Geprüft"
"01.01.1963 00:00:00";"59,52";"Geprüft"
"01.02.1963 00:00:00";"59,51";"Geprüft"
"01.03.1963 00:00:00";"59,5";"Geprüft"
"01.04.1963 00:00:00";"59,52";"Geprüft"
"01.05.1963 00:00:00";"59,52";"Geprüft"
"01.06.1963 00:00:00";"59,46";"Geprüft"
"01.07.1963 00:00:00";"59,37";"Geprüft"
"01.08.1963 00:00:00";"59,32";"Geprüft"
"01.09.1963 00:00:00";"59,31";"Geprüft"
"01.10.1963 00:00:00";"59,34";"Geprüft"
"01.11.1963 00:00:00";"59,36";"Geprüft"
"01.12.1963 00:00:00";"59,41";"Geprüft"
"01.01.1964 00:00:00";"59,4";"Geprüft"
"01.02.1964 00:00:00";"59,44";"Geprüft"
"01.03.1964 00:00:00";"59,42";"Geprüft"
"01.04.1964 00:00:00";"59,48";"Geprüft"
"01.05.1964 00:00:00";"59,47";"Geprüft"
"01.06.1964 00:00:00";"59,43";"Geprüft"
"01.07.1964 00:00:00";"59,39";"Geprüft"
"01.08.1964 00:00:00";"59,34";"Geprüft"
"01.09.1964 00:00:00";"59,35";"Geprüft"
"01.10.1964 00:00:00";"59,36";"Geprüft"
"01.11.1964 00:00:00";"59,36";"Geprüft"
"01.12.1964 00:00:00";"59,4";"Geprüft"
"01.01.1965 00:00:00";"59,39";"Geprüft"
"01.02.1965 00:00:00";"59,4";"Geprüft"
"01.03.1965 00:00:00";"59,45";"Geprüft"
"01.04.1965 00:00:00";"59,48";"Geprüft"
"01.05.1965 00:00:00";"59,5";"Geprüft"
"01.06.1965 00:00:00";"59,45";"Geprüft"
"01.07.1965 00:00:00";"59,4";"Geprüft"
"01.08.1965 00:00:00";"59,38";"Geprüft"
"01.09.1965 00:00:00";"59,38";"Geprüft"
"01.10.1965 00:00:00";"59,36";"Geprüft"
"01.11.1965 00:00:00";"59,37";"Geprüft"
"01.12.1965 00:00:00";"59,46";"Geprüft"
"01.01.1966 00:00:00";"59,48";"Geprüft"
"01.02.1966 00:00:00";"59,51";"Geprüft"
"01.03.1966 00:00:00";"59,5";"Geprüft"
"01.04.1966 00:00:00";"59,52";"Geprüft"
"01.05.1966 00:00:00";"59,53";"Geprüft"
"01.06.1966 00:00:00";"59,5";"Geprüft"
"01.07.1966 00:00:00";"59,56";"Geprüft"
"01.08.1966 00:00:00";"59,51";"Geprüft"
"01.09.1966 00:00:00";"59,52";"Geprüft"
"01.10.1966 00:00:00";"59,45";"Geprüft"
"01.11.1966 00:00:00";"59,46";"Geprüft"
"01.12.1966 00:00:00";"59,53";"Geprüft"
"01.01.1967 00:00:00";"59,58";"Geprüft"
"01.02.1967 00:00:00";"59,58";"Geprüft"
"01.03.1967 00:00:00";"59,58";"Geprüft"
"01.04.1967 00:00:00";"59,55";"Geprüft"
"01.05.1967 00:00:00";"59,47";"Geprüft"
"01.06.1967 00:00:00";"59,48";"Geprüft"
"01.07.1967 00:00:00";"59,45";"Geprüft"
"01.08.1967 00:00:00";"59,42";"Geprüft"
"01.09.1967 00:00:00";"59,4";"Geprüft"
"01.10.1967 00:00:00";"59,38";"Geprüft"
"01.11.1967 00:00:00";"59,39";"Geprüft"
"01.12.1967 00:00:00";"59,4";"Geprüft"
"01.01.1968 00:00:00";"59,41";"Geprüft"
"01.02.1968 00:00:00";"59,39";"Geprüft"
"01.03.1968 00:00:00";"59,36";"Geprüft"
"01.04.1968 00:00:00";"59,34";"Geprüft"
"01.05.1968 00:00:00";"59,39";"Geprüft"
"01.06.1968 00:00:00";"59,34";"Geprüft"
"01.07.1968 00:00:00";"59,36";"Geprüft"
"01.08.1968 00:00:00";"59,28";"Geprüft"
"01.09.1968 00:00:00";"59,34";"Geprüft"
"01.10.1968 00:00:00";"59,33";"Geprüft"
"01.11.1968 00:00:00";"59,33";"Geprüft"
"01.12.1968 00:00:00";"59,32";"Geprüft"
"01.01.1969 00:00:00";"59,32";"Geprüft"
"01.02.1969 00:00:00";"59,33";"Geprüft"
"01.03.1969 00:00:00";"59,33";"Geprüft"
"01.04.1969 00:00:00";"59,36";"Geprüft"
"01.05.1969 00:00:00";"59,39";"Geprüft"
"01.06.1969 00:00:00";"59,39";"Geprüft"
"01.07.1969 00:00:00";"59,34";"Geprüft"
"01.08.1969 00:00:00";"59,25";"Geprüft"
"01.09.1969 00:00:00";"59,31";"Geprüft"
"01.10.1969 00:00:00";"59,28";"Geprüft"
"01.11.1969 00:00:00";"59,32";"Geprüft"
"01.12.1969 00:00:00";"59,35";"Geprüft"
"01.01.1970 00:00:00";"59,36";"Geprüft"
"01.02.1970 00:00:00";"59,41";"Geprüft"
"01.03.1970 00:00:00";"59,43";"Geprüft"
"01.04.1970 00:00:00";"59,47";"Geprüft"
"01.05.1970 00:00:00";"59,47";"Geprüft"
"01.06.1970 00:00:00";"59,38";"Geprüft"
"01.07.1970 00:00:00";"59,33";"Geprüft"
"01.08.1970 00:00:00";"59,29";"Geprüft"
"01.09.1970 00:00:00";"59,28";"Geprüft"
"01.10.1970 00:00:00";"59,31";"Geprüft"
"01.11.1970 00:00:00";"59,36";"Geprüft"
"01.12.1970 00:00:00";"59,37";"Geprüft"
"01.01.1971 00:00:00";"59,37";"Geprüft"
"01.02.1971 00:00:00";"59,37";"Geprüft"
"01.03.1971 00:00:00";"59,33";"Geprüft"
"01.04.1971 00:00:00";"59,32";"Geprüft"
"01.05.1971 00:00:00";"59,28";"Geprüft"
"01.06.1971 00:00:00";"59,29";"Geprüft"
"01.07.1971 00:00:00";"59,3";"Geprüft"
"01.08.1971 00:00:00";"59,25";"Geprüft"
"01.09.1971 00:00:00";"59,2";"Geprüft"
"01.10.1971 00:00:00";"59,21";"Geprüft"
"01.11.1971 00:00:00";"59,22";"Geprüft"
"01.12.1971 00:00:00";"59,25";"Geprüft"
"01.01.1972 00:00:00";"59,28";"Geprüft"
"01.02.1972 00:00:00";"59,28";"Geprüft"
"01.03.1972 00:00:00";"59,25";"Geprüft"
"01.04.1972 00:00:00";"59,26";"Geprüft"
"01.05.1972 00:00:00";"59,2";"Geprüft"
"01.06.1972 00:00:00";"59,24";"Geprüft"
"01.07.1972 00:00:00";"59,19";"Geprüft"
"01.08.1972 00:00:00";"59,3";"Geprüft"
"01.09.1972 00:00:00";"59,15";"Geprüft"
"01.10.1972 00:00:00";"59,13";"Geprüft"
"01.11.1972 00:00:00";"59,16";"Geprüft"
"01.12.1972 00:00:00";"59,18";"Geprüft"
"01.01.1973 00:00:00";"59,14";"Geprüft"
"01.02.1973 00:00:00";"59,17";"Geprüft"
"01.03.1973 00:00:00";"59,15";"Geprüft"
"01.04.1973 00:00:00";"59,14";"Geprüft"
"01.05.1973 00:00:00";"59,14";"Geprüft"
"01.06.1973 00:00:00";"59,13";"Geprüft"
"01.07.1973 00:00:00";"59,09";"Geprüft"
"01.08.1973 00:00:00";"59,14";"Geprüft"
"01.09.1973 00:00:00";"59,07";"Geprüft"
"01.10.1973 00:00:00";"59,07";"Geprüft"
"01.11.1973 00:00:00";"59,08";"Geprüft"
"01.12.1973 00:00:00";"59,14";"Geprüft"
"01.01.1974 00:00:00";"59,17";"Geprüft"
"01.02.1974 00:00:00";"59,21";"Geprüft"
"01.03.1974 00:00:00";"59,18";"Geprüft"
"01.04.1974 00:00:00";"59,14";"Geprüft"
"01.05.1974 00:00:00";"59,17";"Geprüft"
