"Zeitpunkt";"Wasserstand(NHN) [mNHN]";"Hinweise"
"01.07.1986 00:00:00";"42,07";"Geprüft"
"08.07.1986 00:00:00";"42,07";"Geprüft"
"15.07.1986 00:00:00";"41,95";"Geprüft"
"22.07.1986 00:00:00";"41,97";"Geprüft"
"01.08.1986 00:00:00";"41,89";"Geprüft"
"08.08.1986 00:00:00";"41,84";"Geprüft"
"15.08.1986 00:00:00";"41,81";"Geprüft"
"22.08.1986 00:00:00";"41,78";"Geprüft"
"01.09.1986 00:00:00";"41,79";"Geprüft"
"08.09.1986 00:00:00";"41,78";"Geprüft"
"15.09.1986 00:00:00";"41,74";"Geprüft"
"22.09.1986 00:00:00";"41,78";"Geprüft"
"01.10.1986 00:00:00";"41,77";"Geprüft"
"08.10.1986 00:00:00";"41,76";"Geprüft"
"15.10.1986 00:00:00";"41,74";"Geprüft"
"22.10.1986 00:00:00";"41,76";"Geprüft"
"01.11.1986 00:00:00";"41,83";"Geprüft"
"08.11.1986 00:00:00";"41,85";"Geprüft"
"15.11.1986 00:00:00";"41,86";"Geprüft"
"22.11.1986 00:00:00";"41,86";"Geprüft"
"01.12.1986 00:00:00";"41,86";"Geprüft"
"08.12.1986 00:00:00";"41,84";"Geprüft"
"15.12.1986 00:00:00";"41,83";"Geprüft"
"22.12.1986 00:00:00";"41,9";"Geprüft"
"01.01.1987 00:00:00";"42,39";"Geprüft"
"08.01.1987 00:00:00";"42,35";"Geprüft"
"15.01.1987 00:00:00";"42,35";"Geprüft"
"22.01.1987 00:00:00";"42,39";"Geprüft"
"01.02.1987 00:00:00";"42,39";"Geprüft"
"08.02.1987 00:00:00";"42,27";"Geprüft"
"15.02.1987 00:00:00";"42,55";"Geprüft"
"22.02.1987 00:00:00";"42,71";"Geprüft"
"01.03.1987 00:00:00";"42,54";"Geprüft"
"08.03.1987 00:00:00";"42,44";"Geprüft"
"15.03.1987 00:00:00";"42,38";"Geprüft"
"22.03.1987 00:00:00";"42,31";"Geprüft"
"01.04.1987 00:00:00";"42,5";"Geprüft"
"08.04.1987 00:00:00";"42,71";"Geprüft"
"15.04.1987 00:00:00";"42,8";"Geprüft"
"22.04.1987 00:00:00";"42,76";"Geprüft"
"01.05.1987 00:00:00";"42,58";"Geprüft"
"08.05.1987 00:00:00";"42,51";"Geprüft"
"15.05.1987 00:00:00";"42,38";"Geprüft"
"22.05.1987 00:00:00";"42,26";"Geprüft"
"01.06.1987 00:00:00";"42,16";"Geprüft"
"08.06.1987 00:00:00";"42,14";"Geprüft"
"15.06.1987 00:00:00";"42,1";"Geprüft"
"22.06.1987 00:00:00";"42,09";"Geprüft"
"01.07.1987 00:00:00";"42,06";"Geprüft"
"08.07.1987 00:00:00";"42,02";"Geprüft"
"15.07.1987 00:00:00";"41,94";"Geprüft"
"22.07.1987 00:00:00";"41,9";"Geprüft"
"01.08.1987 00:00:00";"42,04";"Geprüft"
"08.08.1987 00:00:00";"41,95";"Geprüft"
"15.08.1987 00:00:00";"41,97";"Geprüft"
"22.08.1987 00:00:00";"42,01";"Geprüft"
"01.09.1987 00:00:00";"42,01";"Geprüft"
"08.09.1987 00:00:00";"42,05";"Geprüft"
"15.09.1987 00:00:00";"41,94";"Geprüft"
"22.09.1987 00:00:00";"41,97";"Geprüft"
"01.10.1987 00:00:00";"41,99";"Geprüft"
"08.10.1987 00:00:00";"41,9";"Geprüft"
"15.10.1987 00:00:00";"41,88";"Geprüft"
"22.10.1987 00:00:00";"41,84";"Geprüft"
"01.11.1987 00:00:00";"41,79";"Geprüft"
"08.11.1987 00:00:00";"41,77";"Geprüft"
"15.11.1987 00:00:00";"41,96";"Geprüft"
"22.11.1987 00:00:00";"42,09";"Geprüft"
"01.12.1987 00:00:00";"42";"Geprüft"
"08.12.1987 00:00:00";"41,9";"Geprüft"
"15.12.1987 00:00:00";"41,93";"Geprüft"
"22.12.1987 00:00:00";"41,97";"Geprüft"
"01.01.1988 00:00:00";"42,09";"Geprüft"
"08.01.1988 00:00:00";"42,06";"Geprüft"
"15.01.1988 00:00:00";"42,01";"Geprüft"
"22.01.1988 00:00:00";"42,04";"Geprüft"
"01.02.1988 00:00:00";"42,17";"Geprüft"
"08.02.1988 00:00:00";"42,2";"Geprüft"
"15.02.1988 00:00:00";"42,2";"Geprüft"
"22.02.1988 00:00:00";"42,2";"Geprüft"
"01.03.1988 00:00:00";"42,83";"Geprüft"
"08.03.1988 00:00:00";"42,82";"Geprüft"
"15.03.1988 00:00:00";"42,86";"Geprüft"
"22.03.1988 00:00:00";"42,84";"Geprüft"
"01.04.1988 00:00:00";"41,84";"Geprüft"
"08.04.1988 00:00:00";"42,06";"Geprüft"
"15.04.1988 00:00:00";"42,37";"Geprüft"
"22.04.1988 00:00:00";"42,53";"Geprüft"
"01.05.1988 00:00:00";"42,45";"Geprüft"
"08.05.1988 00:00:00";"42,36";"Geprüft"
"15.05.1988 00:00:00";"42,32";"Geprüft"
"22.05.1988 00:00:00";"42,27";"Geprüft"
"01.06.1988 00:00:00";"42,16";"Geprüft"
"08.06.1988 00:00:00";"42,1";"Geprüft"
"15.06.1988 00:00:00";"42,09";"Geprüft"
"22.06.1988 00:00:00";"42,06";"Geprüft"
"01.07.1988 00:00:00";"42,06";"Geprüft"
"08.07.1988 00:00:00";"42,02";"Geprüft"
"15.07.1988 00:00:00";"42";"Geprüft"
"22.07.1988 00:00:00";"41,96";"Geprüft"
"01.08.1988 00:00:00";"41,96";"Geprüft"
"08.08.1988 00:00:00";"41,92";"Geprüft"
"15.08.1988 00:00:00";"41,9";"Geprüft"
"22.08.1988 00:00:00";"41,84";"Geprüft"
"01.09.1988 00:00:00";"41,83";"Geprüft"
"08.09.1988 00:00:00";"41,8";"Geprüft"
