"Zeitpunkt";"Wasserstand(NHN) [mNHN]";"Hinweise"
"16.03.1953 00:00:00";"78,76";"Geprüft"
"30.03.1953 00:00:00";"78,8";"Geprüft"
"14.04.1953 00:00:00";"78,82";"Geprüft"
"28.04.1953 00:00:00";"78,84";"Geprüft"
"12.05.1953 00:00:00";"78,76";"Geprüft"
"26.05.1953 00:00:00";"78,78";"Geprüft"
"09.06.1953 00:00:00";"78,76";"Geprüft"
"23.06.1953 00:00:00";"78,51";"Geprüft, Beeinflusst"
"07.07.1953 00:00:00";"78,45";"Geprüft, Beeinflusst"
"21.07.1953 00:00:00";"78,48";"Geprüft, Beeinflusst"
"07.08.1953 00:00:00";"78,41";"Geprüft, Beeinflusst"
"18.08.1953 00:00:00";"78,36";"Geprüft, Beeinflusst"
"01.09.1953 00:00:00";"78,29";"Geprüft, Beeinflusst"
"15.09.1953 00:00:00";"78,27";"Geprüft, Beeinflusst"
"01.10.1953 00:00:00";"78,26";"Geprüft, Beeinflusst"
"15.10.1953 00:00:00";"78,28";"Geprüft, Beeinflusst"
"10.11.1953 00:00:00";"78,24";"Geprüft, Beeinflusst"
"24.11.1953 00:00:00";"78,26";"Geprüft, Beeinflusst"
"08.12.1953 00:00:00";"78,21";"Geprüft, Beeinflusst"
"22.12.1953 00:00:00";"78,23";"Geprüft, Beeinflusst"
"05.01.1954 00:00:00";"78,22";"Geprüft, Beeinflusst"
"19.01.1954 00:00:00";"78,35";"Geprüft, Beeinflusst"
"02.02.1954 00:00:00";"78,38";"Geprüft, Beeinflusst"
"16.02.1954 00:00:00";"78,35";"Geprüft, Beeinflusst"
"02.03.1954 00:00:00";"78,32";"Geprüft, Beeinflusst"
"16.03.1954 00:00:00";"78,34";"Geprüft, Beeinflusst"
"13.04.1954 00:00:00";"78,45";"Geprüft, Beeinflusst"
"27.04.1954 00:00:00";"78,42";"Geprüft, Beeinflusst"
"11.05.1954 00:00:00";"78,43";"Geprüft, Beeinflusst"
"25.05.1954 00:00:00";"78,29";"Geprüft, Beeinflusst"
"08.06.1954 00:00:00";"78,28";"Geprüft, Beeinflusst"
"22.06.1954 00:00:00";"78,55";"Geprüft"
"06.07.1954 00:00:00";"78,78";"Geprüft"
"20.07.1954 00:00:00";"79,12";"Geprüft"
"03.08.1954 00:00:00";"78,97";"Geprüft"
"17.08.1954 00:00:00";"79,09";"Geprüft"
"01.09.1954 00:00:00";"79,07";"Geprüft"
"14.09.1954 00:00:00";"78,83";"Geprüft"
"28.09.1954 00:00:00";"79,01";"Geprüft"
"12.10.1954 00:00:00";"78,93";"Geprüft"
"26.10.1954 00:00:00";"78,99";"Geprüft"
"09.11.1954 00:00:00";"78,75";"Geprüft"
"23.11.1954 00:00:00";"79,01";"Geprüft"
"07.12.1954 00:00:00";"78,71";"Geprüft"
"21.12.1954 00:00:00";"78,97";"Geprüft"
"04.01.1955 00:00:00";"79,15";"Geprüft"
"18.01.1955 00:00:00";"79,18";"Geprüft"
"01.02.1955 00:00:00";"78,97";"Geprüft"
"15.02.1955 00:00:00";"79,02";"Geprüft"
"01.03.1955 00:00:00";"78,99";"Geprüft"
"15.03.1955 00:00:00";"78,95";"Geprüft"
"01.04.1955 00:00:00";"79,08";"Geprüft"
"15.04.1955 00:00:00";"79,25";"Geprüft"
"01.05.1955 00:00:00";"79,17";"Geprüft"
"15.05.1955 00:00:00";"79,11";"Geprüft"
"01.06.1955 00:00:00";"79";"Geprüft"
"15.06.1955 00:00:00";"79,03";"Geprüft"
"01.07.1955 00:00:00";"78,89";"Geprüft"
"15.07.1955 00:00:00";"79,34";"Geprüft"
"01.08.1955 00:00:00";"79,04";"Geprüft"
"15.08.1955 00:00:00";"79,13";"Geprüft"
"01.09.1955 00:00:00";"79,04";"Geprüft"
"15.09.1955 00:00:00";"79,02";"Geprüft"
"01.10.1955 00:00:00";"78,96";"Geprüft"
"15.10.1955 00:00:00";"78,96";"Geprüft"
"01.11.1955 00:00:00";"78,9";"Geprüft"
"15.11.1955 00:00:00";"78,88";"Geprüft"
"01.12.1955 00:00:00";"78,95";"Geprüft"
"15.12.1955 00:00:00";"79,04";"Geprüft"
"01.01.1956 00:00:00";"79,06";"Geprüft"
"15.01.1956 00:00:00";"79,1";"Geprüft"
"01.02.1956 00:00:00";"79,01";"Geprüft"
"15.02.1956 00:00:00";"79,03";"Geprüft"
"01.03.1956 00:00:00";"78,96";"Geprüft"
"08.03.1956 00:00:00";"79,82";"Geprüft"
"15.03.1956 00:00:00";"79,54";"Geprüft"
"01.04.1956 00:00:00";"79,38";"Geprüft"
"15.04.1956 00:00:00";"79,32";"Geprüft"
