"Zeitpunkt";"Wasserstand(NHN) [mNHN]";"Hinweise"
"01.12.1997 00:00:00";"86,69";"Geprüft"
"15.12.1997 00:00:00";"86,74";"Geprüft"
"01.01.1998 00:00:00";"86,77";"Geprüft"
"15.01.1998 00:00:00";"86,83";"Geprüft"
"01.02.1998 00:00:00";"86,82";"Geprüft, Schätzwert"
"15.02.1998 00:00:00";"86,82";"Geprüft"
"01.03.1998 00:00:00";"86,85";"Geprüft"
"15.03.1998 00:00:00";"86,88";"Geprüft"
"01.04.1998 00:00:00";"86,86";"Geprüft"
"15.04.1998 00:00:00";"86,82";"Geprüft"
"01.05.1998 00:00:00";"86,77";"Geprüft"
"15.05.1998 00:00:00";"86,67";"Geprüft"
"01.06.1998 00:00:00";"86,59";"Geprüft"
"15.06.1998 00:00:00";"86,57";"Geprüft"
"01.07.1998 00:00:00";"86,53";"Geprüft"
"15.07.1998 00:00:00";"86,53";"Geprüft"
"01.08.1998 00:00:00";"86,48";"Geprüft"
"15.08.1998 00:00:00";"86,42";"Geprüft"
"01.09.1998 00:00:00";"86,48";"Geprüft"
"15.09.1998 00:00:00";"86,51";"Geprüft"
"01.10.1998 00:00:00";"86,59";"Geprüft"
"15.10.1998 00:00:00";"86,57";"Geprüft"
"01.11.1998 00:00:00";"86,73";"Geprüft"
"15.11.1998 00:00:00";"86,78";"Geprüft"
"01.12.1998 00:00:00";"86,78";"Geprüft"
"15.12.1998 00:00:00";"86,81";"Geprüft"
"01.01.1999 00:00:00";"86,74";"Geprüft"
"15.01.1999 00:00:00";"86,73";"Geprüft"
"01.02.1999 00:00:00";"86,87";"Geprüft"
"15.02.1999 00:00:00";"86,83";"Geprüft"
"01.03.1999 00:00:00";"86,9";"Geprüft"
"15.03.1999 00:00:00";"86,9";"Geprüft"
"01.04.1999 00:00:00";"86,79";"Geprüft"
"15.04.1999 00:00:00";"86,75";"Geprüft"
"01.05.1999 00:00:00";"86,71";"Geprüft"
"15.05.1999 00:00:00";"86,69";"Geprüft"
"01.06.1999 00:00:00";"86,62";"Geprüft"
"15.06.1999 00:00:00";"86,57";"Geprüft"
"01.07.1999 00:00:00";"86,56";"Geprüft"
"15.07.1999 00:00:00";"86,55";"Geprüft"
"01.08.1999 00:00:00";"86,51";"Geprüft"
"15.08.1999 00:00:00";"86,46";"Geprüft"
"01.09.1999 00:00:00";"86,41";"Geprüft"
"15.09.1999 00:00:00";"86,36";"Geprüft"
"01.10.1999 00:00:00";"86,32";"Geprüft"
"15.10.1999 00:00:00";"86,29";"Geprüft"
"01.11.1999 00:00:00";"86,31";"Geprüft"
"15.11.1999 00:00:00";"86,27";"Geprüft"
"01.12.1999 00:00:00";"86,26";"Geprüft"
"15.12.1999 00:00:00";"86,33";"Geprüft"
"01.01.2000 00:00:00";"86,33";"Geprüft"
"15.01.2000 00:00:00";"86,47";"Geprüft"
