"Zeitpunkt";"Wasserstand(NHN) [mNHN]";"Hinweise"
"22.06.1998 00:00:00";"29,88";"Geprüft"
"29.06.1998 00:00:00";"29,87";"Geprüft"
"06.07.1998 00:00:00";"29,88";"Geprüft"
"13.07.1998 00:00:00";"29,9";"Geprüft"
"20.07.1998 00:00:00";"29,89";"Geprüft"
"27.07.1998 00:00:00";"29,88";"Geprüft"
"10.08.1998 00:00:00";"29,84";"Geprüft"
"17.08.1998 00:00:00";"29,81";"Geprüft"
"24.08.1998 00:00:00";"29,81";"Geprüft"
"31.08.1998 00:00:00";"29,82";"Geprüft"
"07.09.1998 00:00:00";"29,8";"Geprüft"
"14.09.1998 00:00:00";"29,84";"Geprüft"
"21.09.1998 00:00:00";"29,81";"Geprüft"
"28.09.1998 00:00:00";"29,82";"Geprüft"
"05.10.1998 00:00:00";"29,87";"Geprüft"
"12.10.1998 00:00:00";"29,9";"Geprüft"
"19.10.1998 00:00:00";"29,91";"Geprüft"
"26.10.1998 00:00:00";"29,91";"Geprüft"
"02.11.1998 00:00:00";"30,07";"Geprüft"
"09.11.1998 00:00:00";"30,12";"Geprüft"
"16.11.1998 00:00:00";"30,14";"Geprüft"
"23.11.1998 00:00:00";"30,14";"Geprüft"
"30.11.1998 00:00:00";"30,13";"Geprüft"
"07.12.1998 00:00:00";"30,11";"Geprüft"
"14.12.1998 00:00:00";"30,11";"Geprüft"
"21.12.1998 00:00:00";"30,16";"Geprüft"
"04.01.1999 00:00:00";"30,18";"Geprüft"
"11.01.1999 00:00:00";"30,19";"Geprüft"
"18.01.1999 00:00:00";"30,18";"Geprüft"
"25.01.1999 00:00:00";"30,2";"Geprüft"
"01.02.1999 00:00:00";"30,19";"Geprüft"
"08.02.1999 00:00:00";"30,22";"Geprüft"
"15.02.1999 00:00:00";"30,21";"Geprüft"
"22.02.1999 00:00:00";"30,27";"Geprüft"
"01.03.1999 00:00:00";"30,31";"Geprüft"
"08.03.1999 00:00:00";"30,36";"Geprüft"
"15.03.1999 00:00:00";"30,36";"Geprüft"
"22.03.1999 00:00:00";"30,36";"Geprüft"
"29.03.1999 00:00:00";"30,34";"Geprüft"
"06.04.1999 00:00:00";"30,33";"Geprüft"
"12.04.1999 00:00:00";"30,35";"Geprüft"
"19.04.1999 00:00:00";"30,32";"Geprüft"
"26.04.1999 00:00:00";"30,33";"Geprüft"
"03.05.1999 00:00:00";"30,31";"Geprüft"
"11.05.1999 00:00:00";"30,27";"Geprüft"
"17.05.1999 00:00:00";"30,19";"Geprüft"
"25.05.1999 00:00:00";"30,06";"Geprüft"
"31.05.1999 00:00:00";"29,99";"Geprüft"
"07.06.1999 00:00:00";"29,88";"Geprüft"
"14.06.1999 00:00:00";"29,81";"Geprüft"
"21.06.1999 00:00:00";"29,75";"Geprüft"
"28.06.1999 00:00:00";"29,71";"Geprüft"
"05.07.1999 00:00:00";"29,82";"Geprüft"
"12.07.1999 00:00:00";"29,74";"Geprüft"
"19.07.1999 00:00:00";"29,75";"Geprüft"
"26.07.1999 00:00:00";"29,76";"Geprüft"
"02.08.1999 00:00:00";"29,83";"Geprüft"
"09.08.1999 00:00:00";"29,85";"Geprüft"
"16.08.1999 00:00:00";"29,84";"Geprüft"
"23.08.1999 00:00:00";"29,86";"Geprüft"
"30.08.1999 00:00:00";"29,85";"Geprüft"
"06.09.1999 00:00:00";"29,83";"Geprüft"
"10.09.1999 00:00:00";"29,81";"Geprüft"
"20.09.1999 00:00:00";"29,81";"Geprüft"
"27.09.1999 00:00:00";"29,79";"Geprüft"
"04.10.1999 00:00:00";"29,79";"Geprüft"
"11.10.1999 00:00:00";"29,79";"Geprüft"
"25.10.1999 00:00:00";"29,79";"Geprüft"
"01.11.1999 00:00:00";"29,78";"Geprüft"
"08.11.1999 00:00:00";"29,78";"Geprüft"
"15.11.1999 00:00:00";"29,78";"Geprüft"
"22.11.1999 00:00:00";"29,79";"Geprüft"
"29.11.1999 00:00:00";"29,78";"Geprüft"
"06.12.1999 00:00:00";"29,8";"Geprüft"
"13.12.1999 00:00:00";"29,82";"Geprüft"
"21.12.1999 00:00:00";"29,83";"Geprüft"
"28.12.1999 00:00:00";"29,99";"Geprüft"
"03.01.2000 00:00:00";"29,9";"Geprüft"
"10.01.2000 00:00:00";"29,9";"Geprüft"
"17.01.2000 00:00:00";"29,93";"Geprüft"
"24.01.2000 00:00:00";"29,93";"Geprüft"
"31.01.2000 00:00:00";"29,96";"Geprüft"
"07.02.2000 00:00:00";"30,01";"Geprüft"
"14.02.2000 00:00:00";"30,05";"Geprüft"
"21.02.2000 00:00:00";"30,07";"Geprüft"
"28.02.2000 00:00:00";"30,11";"Geprüft"
"06.03.2000 00:00:00";"30,12";"Geprüft"
"13.03.2000 00:00:00";"30,16";"Geprüft"
"20.03.2000 00:00:00";"30,14";"Geprüft"
"21.03.2000 00:00:00";"30,27";"Geprüft"
"27.03.2000 00:00:00";"30,32";"Geprüft"
