date,gw_level
2000-01-02,34.19
2000-01-09,34.2
2000-01-16,34.21
2000-01-23,34.22
2000-01-30,
2000-02-06,34.23
2000-02-13,34.27
2000-02-20,34.31
2000-02-27,34.34
2000-03-05,34.37
2000-03-12,34.39
2000-03-19,34.39
2000-03-26,34.42
2000-04-02,34.49
2000-04-09,34.51
2000-04-16,34.53
2000-04-23,34.54
2000-04-30,
2000-05-07,34.55
2000-05-14,34.54
2000-05-21,34.53
2000-05-28,34.51
2000-06-04,34.46
2000-06-11,34.4
2000-06-18,34.37
2000-06-25,34.35
2000-07-02,34.32
2000-07-09,34.3
2000-07-16,34.29
2000-07-23,34.27
2000-07-30,
2000-08-06,34.25
2000-08-13,34.25
2000-08-20,34.24
2000-08-27,34.23
2000-09-03,34.17
2000-09-10,34.18
2000-09-17,34.21
2000-09-24,34.2
2000-10-01,34.19
2000-10-08,34.19
2000-10-15,34.19
2000-10-22,34.18
2000-10-29,
2000-11-05,34.17
2000-11-12,34.17
2000-11-19,34.16
2000-11-26,34.16
2000-12-03,34.15
2000-12-10,34.16
2000-12-17,34.19
2000-12-24,34.21
2000-12-31,
2001-01-07,34.19
2001-01-14,34.2
2001-01-21,34.21
2001-01-28,34.23
2001-02-04,34.24
2001-02-11,34.27
2001-02-18,34.32
2001-02-25,34.36
2001-03-04,34.39
2001-03-11,34.41
2001-03-18,34.43
2001-03-25,34.44
2001-04-01,34.47
2001-04-08,34.49
2001-04-15,34.51
2001-04-22,34.52
2001-04-29,
2001-05-06,34.53
2001-05-13,34.53
2001-05-20,34.53
2001-05-27,34.51
2001-06-03,34.48
2001-06-10,34.44
2001-06-17,34.42
2001-06-24,34.4
2001-07-01,34.36
2001-07-08,34.35
2001-07-15,34.33
2001-07-22,34.31
2001-07-29,
2001-08-05,34.29
2001-08-12,34.27
2001-08-19,34.26
2001-08-26,34.25
2001-09-02,34.23
2001-09-09,34.23
2001-09-16,
2001-09-23,
2001-09-30,
2001-10-07,34.28
2001-10-14,34.31
2001-10-21,34.32
2001-10-28,34.33
2001-11-04,34.34
2001-11-11,34.34
2001-11-18,34.35
2001-11-25,34.36
2001-12-02,34.37
2001-12-09,34.37
2001-12-16,34.38
2001-12-23,34.39
2001-12-30,
2002-01-06,34.42
2002-01-13,34.46
2002-01-20,34.48
2002-01-27,34.52
2002-02-03,34.58
2002-02-10,34.63
2002-02-17,34.69
2002-02-24,34.75
2002-03-03,34.81
2002-03-10,34.92
2002-03-17,34.98
2002-03-24,35.01
2002-03-31,
2002-04-07,35.04
2002-04-14,35.05
2002-04-21,35.03
