date,gw_level
2000-01-02,47.69571428571429
2000-01-09,47.67714285714286
2000-01-16,47.651428571428575
2000-01-23,47.69428571428572
2000-01-30,47.68571428571429
2000-02-06,47.714285714285715
2000-02-13,47.771428571428565
2000-02-20,47.82857142857143
2000-02-27,47.785714285714285
2000-03-05,47.88428571428572
2000-03-12,47.902857142857144
2000-03-19,47.965
2000-03-26,48.04714285714285
2000-04-02,48.121428571428574
2000-04-09,48.13857142857143
2000-04-16,48.19
2000-04-23,48.151428571428575
2000-04-30,48.141999999999996
2000-05-07,48.13857142857143
2000-05-14,48.10142857142857
2000-05-21,48.121428571428574
2000-05-28,48.135714285714286
2000-06-04,48.08571428571429
2000-06-11,48.062
2000-06-18,
2000-06-25,
2000-07-02,
2000-07-09,
2000-07-16,47.922
2000-07-23,47.86
2000-07-30,47.864285714285714
2000-08-06,47.82571428571429
2000-08-13,47.79714285714285
2000-08-20,47.784285714285716
2000-08-27,47.815714285714286
2000-09-03,47.82142857142857
2000-09-10,47.815714285714286
2000-09-17,47.82
2000-09-24,47.76857142857143
2000-10-01,47.74714285714286
2000-10-08,47.73857142857143
2000-10-15,47.75714285714286
2000-10-22,47.69571428571429
2000-10-29,47.70428571428572
2000-11-05,47.69428571428572
2000-11-12,47.667142857142856
2000-11-19,47.645714285714284
2000-11-26,47.644285714285715
2000-12-03,47.596666666666664
2000-12-10,47.6
2000-12-17,47.61714285714286
2000-12-24,47.582857142857144
2000-12-31,47.638571428571424
2001-01-07,47.604285714285716
2001-01-14,47.58571428571429
2001-01-21,47.604285714285716
2001-01-28,47.660000000000004
2001-02-04,47.64
2001-02-11,47.67857142857143
2001-02-18,47.67
2001-02-25,47.74428571428571
2001-03-04,47.76714285714286
2001-03-11,47.738
2001-03-18,47.777142857142856
2001-03-25,47.82857142857143
2001-04-01,47.832857142857144
2001-04-08,47.90714285714286
2001-04-15,47.92857142857143
2001-04-22,47.972857142857144
2001-04-29,47.97833333333333
2001-05-06,47.98333333333333
2001-05-13,47.958000000000006
