well_id,source,cluster_id,orig_clust
32529242,Brandenburg,4,2.0
32529244,Brandenburg,4,2.0
32529245,Brandenburg,4,2.0
32529247,Brandenburg,4,2.0
32529248,Brandenburg,4,2.0
32529249,Brandenburg,4,2.0
32529250,Brandenburg,4,2.0
33502240,Brandenburg,4,2.0
33502241,Brandenburg,4,2.0
33502242,Brandenburg,4,2.0
33502243,Brandenburg,4,2.0
33502244,Brandenburg,4,2.0
33502252,Brandenburg,4,2.0
33512271,Brandenburg,4,2.0
33512272,Brandenburg,4,2.0
33512273,Brandenburg,4,2.0
33512275,Brandenburg,4,2.0
33512278,Brandenburg,4,2.0
33512279,Brandenburg,4,2.0
33512281,Brandenburg,4,2.0
33512283,Brandenburg,4,2.0
33512285,Brandenburg,4,2.0
33512289,Brandenburg,4,2.0
33512290,Brandenburg,4,2.0
33512291,Brandenburg,4,2.0
33512293,Brandenburg,4,2.0
33520964,Brandenburg,4,2.0
33522324,Brandenburg,4,2.0
33522336,Brandenburg,4,2.0
33522337,Brandenburg,4,2.0
33522342,Brandenburg,4,2.0
34512420,Brandenburg,4,2.0
34512423,Brandenburg,4,2.0
34512426,Brandenburg,4,2.0
34512427,Brandenburg,4,2.0
34515030,Brandenburg,4,2.0
27370001,Brandenburg,5,2.0
28350020,Brandenburg,5,2.0
28350021,Brandenburg,5,2.0
28360020,Brandenburg,5,2.0
28360027,Brandenburg,5,2.0
28360040,Brandenburg,5,2.0
28360042,Brandenburg,5,2.0
28360224,Brandenburg,5,2.0
28370011,Brandenburg,5,2.0
28370015,Brandenburg,5,2.0
28370016,Brandenburg,5,2.0
29350014,Brandenburg,5,2.0
29350020,Brandenburg,5,2.0
29350021,Brandenburg,5,2.0
29350024,Brandenburg,5,2.0
29350025,Brandenburg,5,2.0
29350026,Brandenburg,5,2.0
29360006,Brandenburg,5,2.0
29360016,Brandenburg,5,2.0
29360017,Brandenburg,5,2.0
29370007,Brandenburg,5,2.0
29370010,Brandenburg,5,2.0
29370020,Brandenburg,5,2.0
29370030,Brandenburg,5,2.0
30360009,Brandenburg,5,2.0
30360010,Brandenburg,5,2.0
30360020,Brandenburg,5,2.0
30360035,Brandenburg,5,2.0
30360036,Brandenburg,5,2.0
30370021,Brandenburg,5,2.0
30370039,Brandenburg,5,2.0
30370041,Brandenburg,5,2.0
30370046,Brandenburg,5,2.0
30370047,Brandenburg,5,2.0
30370060,Brandenburg,5,2.0
30380002,Brandenburg,5,2.0
30380004,Brandenburg,5,2.0
38490172,Brandenburg,6,2.0
38496050,Brandenburg,6,2.0
39476001,Brandenburg,6,2.0
39480324,Brandenburg,6,2.0
39481746,Brandenburg,6,2.0
39486014,Brandenburg,6,2.0
39486037,Brandenburg,6,2.0
39486041,Brandenburg,6,2.0
39490172,Brandenburg,6,2.0
39496054,Brandenburg,6,2.0
39496056,Brandenburg,6,2.0
39496057,Brandenburg,6,2.0
39496059,Brandenburg,6,2.0
39496091,Brandenburg,6,2.0
39496094,Brandenburg,6,2.0
39496095,Brandenburg,6,2.0
39496123,Brandenburg,6,2.0
39506107,Brandenburg,6,2.0
40476206,Brandenburg,6,2.0
40486074,Brandenburg,6,2.0
40486075,Brandenburg,6,2.0
40486076,Brandenburg,6,2.0
40486267,Brandenburg,6,2.0
40490509,Brandenburg,6,2.0
40490513,Brandenburg,6,2.0
40496016,Brandenburg,6,2.0
40496018,Brandenburg,6,2.0
40496020,Brandenburg,6,2.0
40496301,Brandenburg,6,2.0
40496302,Brandenburg,6,2.0
40496307,Brandenburg,6,2.0
40496316,Brandenburg,6,2.0
40496317,Brandenburg,6,2.0
40506009,Brandenburg,6,2.0
40506351,Brandenburg,6,2.0
40506354,Brandenburg,6,2.0
40506355,Brandenburg,6,2.0
41466003,Brandenburg,6,2.0
41466004,Brandenburg,6,2.0
41466006,Brandenburg,6,2.0
41466509,Brandenburg,6,2.0
41466515,Brandenburg,6,2.0
41469006,Brandenburg,6,2.0
41469011,Brandenburg,6,2.0
