"Zeitpunkt";"Wasserstand(NHN) [mNHN]";"Hinweise"
"17.12.1970 00:00:00";"72,68";"Geprüft"
"07.07.1971 00:00:00";"72,89";"Geprüft"
"26.10.1971 00:00:00";"72,39";"Geprüft"
"17.04.1972 00:00:00";"72,78";"Geprüft"
"08.08.1972 00:00:00";"72,44";"Geprüft"
"28.12.1972 00:00:00";"72,39";"Geprüft"
"19.02.1973 00:00:00";"72,46";"Geprüft"
"14.05.1973 00:00:00";"72,8";"Geprüft"
"09.07.1973 00:00:00";"72,42";"Geprüft"
"18.08.1973 00:00:00";"72,34";"Geprüft"
"13.11.1973 00:00:00";"72,23";"Geprüft"
"15.02.1974 00:00:00";"72,62";"Geprüft"
"13.05.1974 00:00:00";"72,56";"Geprüft"
"15.08.1974 00:00:00";"72,57";"Geprüft"
"18.11.1974 00:00:00";"73,15";"Geprüft"
"08.01.1975 00:00:00";"73,56";"Geprüft"
"14.02.1975 00:00:00";"73,3";"Geprüft"
"20.05.1975 00:00:00";"72,94";"Geprüft"
"18.08.1975 00:00:00";"72,17";"Geprüft"
"17.11.1975 00:00:00";"72,12";"Geprüft"
"17.01.1976 00:00:00";"72,59";"Geprüft"
"16.02.1976 00:00:00";"72,64";"Geprüft"
"12.05.1976 00:00:00";"72,53";"Geprüft"
"13.08.1976 00:00:00";"71,98";"Geprüft"
"22.11.1976 00:00:00";"71,82";"Geprüft"
"13.02.1977 00:00:00";"71,98";"Geprüft"
"14.05.1977 00:00:00";"72,2";"Geprüft"
"18.08.1977 00:00:00";"72,67";"Geprüft"
"13.11.1977 00:00:00";"72,65";"Geprüft"
"11.02.1978 00:00:00";"72,69";"Geprüft"
"13.05.1978 00:00:00";"72,92";"Geprüft"
"17.08.1978 00:00:00";"72,76";"Geprüft"
"16.11.1978 00:00:00";"72,74";"Geprüft"
"28.02.1979 00:00:00";"72,79";"Geprüft"
"18.05.1979 00:00:00";"72,92";"Geprüft"
"18.09.1979 00:00:00";"72,12";"Geprüft"
"22.11.1979 00:00:00";"72,2";"Geprüft"
"19.02.1980 00:00:00";"72,75";"Geprüft"
"18.08.1980 00:00:00";"72,52";"Geprüft"
"06.11.1980 00:00:00";"72,36";"Geprüft"
"02.02.1981 00:00:00";"72,59";"Geprüft"
"05.05.1981 00:00:00";"72,74";"Geprüft"
"01.09.1981 00:00:00";"72,24";"Geprüft"
"03.11.1981 00:00:00";"72,15";"Geprüft"
"11.01.1982 00:00:00";"72,71";"Geprüft"
"01.07.1982 00:00:00";"72,27";"Geprüft"
"30.08.1982 00:00:00";"71,92";"Geprüft"
"04.12.1982 00:00:00";"71,66";"Geprüft"
"23.02.1983 00:00:00";"71,74";"Geprüft"
"31.05.1983 00:00:00";"72,02";"Geprüft"
"25.08.1983 00:00:00";"72,01";"Geprüft"
"22.12.1983 00:00:00";"71,68";"Geprüft"
"08.02.1984 00:00:00";"71,82";"Geprüft"
"28.03.1984 00:00:00";"71,88";"Geprüft"
"02.07.1984 00:00:00";"71,84";"Geprüft"
"04.10.1984 00:00:00";"71,61";"Geprüft"
"03.01.1985 00:00:00";"71,51";"Geprüft"
"02.04.1985 00:00:00";"71,56";"Geprüft"
"25.06.1985 00:00:00";"71,52";"Geprüft"
"10.10.1985 00:00:00";"71,23";"Geprüft"
"06.01.1986 00:00:00";"71,12";"Geprüft"
"01.04.1986 00:00:00";"71,02";"Geprüft"
"01.07.1986 00:00:00";"71,23";"Geprüft"
"29.09.1986 00:00:00";"70,81";"Geprüft"
"16.01.1987 00:00:00";"70,56";"Geprüft"
"01.04.1987 00:00:00";"70,73";"Geprüft"
"29.07.1987 00:00:00";"70,84";"Geprüft"
"01.10.1987 00:00:00";"70,5";"Geprüft"
"04.01.1988 00:00:00";"70,2";"Geprüft"
"06.04.1988 00:00:00";"70,39";"Geprüft"
