"Zeitpunkt";"Wasserstand(NHN) [mNHN]";"Hinweise"
"14.12.2011 00:00:00";"43,48";"Geprüft"
"12.07.2012 00:00:00";"43,7";"Geprüft"
"13.07.2012 00:00:00";"43,71";"Geprüft"
"14.07.2012 00:00:00";"43,74";"Geprüft"
"15.07.2012 00:00:00";"43,74";"Geprüft"
"16.07.2012 00:00:00";"43,74";"Geprüft"
"17.07.2012 00:00:00";"43,74";"Geprüft"
"18.07.2012 00:00:00";"43,75";"Geprüft"
"19.07.2012 00:00:00";"43,78";"Geprüft"
"20.07.2012 00:00:00";"43,79";"Geprüft"
"21.07.2012 00:00:00";"43,77";"Geprüft"
"22.07.2012 00:00:00";"43,75";"Geprüft"
"23.07.2012 00:00:00";"43,74";"Geprüft"
"24.07.2012 00:00:00";"43,72";"Geprüft"
"25.07.2012 00:00:00";"43,69";"Geprüft"
"26.07.2012 00:00:00";"43,67";"Geprüft"
"27.07.2012 00:00:00";"43,65";"Geprüft"
"28.07.2012 00:00:00";"43,63";"Geprüft"
"29.07.2012 00:00:00";"43,61";"Geprüft"
"30.07.2012 00:00:00";"43,6";"Geprüft"
"31.07.2012 00:00:00";"43,58";"Geprüft"
"01.08.2012 00:00:00";"43,57";"Geprüft"
"02.08.2012 00:00:00";"43,55";"Geprüft"
"03.08.2012 00:00:00";"43,55";"Geprüft"
"04.08.2012 00:00:00";"43,54";"Geprüft"
"05.08.2012 00:00:00";"43,54";"Geprüft"
"06.08.2012 00:00:00";"43,53";"Geprüft"
"07.08.2012 00:00:00";"43,51";"Geprüft"
"08.08.2012 00:00:00";"43,5";"Geprüft"
"09.08.2012 00:00:00";"43,49";"Geprüft"
"10.08.2012 00:00:00";"43,48";"Geprüft"
"11.08.2012 00:00:00";"43,48";"Geprüft"
"12.08.2012 00:00:00";"43,47";"Geprüft"
"13.08.2012 00:00:00";"43,46";"Geprüft"
"14.08.2012 00:00:00";"43,45";"Geprüft"
"15.08.2012 00:00:00";"43,44";"Geprüft"
"16.08.2012 00:00:00";"43,43";"Geprüft"
"17.08.2012 00:00:00";"43,42";"Geprüft"
"18.08.2012 00:00:00";"43,41";"Geprüft"
"19.08.2012 00:00:00";"43,4";"Geprüft"
"20.08.2012 00:00:00";"43,39";"Geprüft"
"21.08.2012 00:00:00";"43,39";"Geprüft"
"22.08.2012 00:00:00";"43,38";"Geprüft"
"23.08.2012 00:00:00";"43,37";"Geprüft"
"24.08.2012 00:00:00";"43,37";"Geprüft"
"25.08.2012 00:00:00";"43,37";"Geprüft"
"26.08.2012 00:00:00";"43,36";"Geprüft"
"27.08.2012 00:00:00";"43,35";"Geprüft"
"28.08.2012 00:00:00";"43,35";"Geprüft"
"29.08.2012 00:00:00";"43,34";"Geprüft"
"30.08.2012 00:00:00";"43,35";"Geprüft"
"31.08.2012 00:00:00";"43,36";"Geprüft"
"01.09.2012 00:00:00";"43,37";"Geprüft"
"02.09.2012 00:00:00";"43,36";"Geprüft"
"03.09.2012 00:00:00";"43,36";"Geprüft"
"04.09.2012 00:00:00";"43,35";"Geprüft"
"05.09.2012 00:00:00";"43,35";"Geprüft"
"06.09.2012 00:00:00";"43,34";"Geprüft"
"07.09.2012 00:00:00";"43,34";"Geprüft"
"08.09.2012 00:00:00";"43,34";"Geprüft"
"09.09.2012 00:00:00";"43,34";"Geprüft"
"10.09.2012 00:00:00";"43,33";"Geprüft"
"11.09.2012 00:00:00";"43,33";"Geprüft"
