"Zeitpunkt";"Wasserstand(NHN) [mNHN]";"Hinweise"
"01.11.1972 00:00:00";"37,64";"Geprüft"
"08.11.1972 00:00:00";"37,63";"Geprüft"
"15.11.1972 00:00:00";"37,6";"Geprüft"
"22.11.1972 00:00:00";"37,59";"Geprüft"
"01.12.1972 00:00:00";"37,65";"Geprüft"
"08.12.1972 00:00:00";"37,64";"Geprüft"
"15.12.1972 00:00:00";"37,64";"Geprüft"
"22.12.1972 00:00:00";"37,64";"Geprüft"
"01.01.1973 00:00:00";"37,63";"Geprüft"
"08.01.1973 00:00:00";"37,57";"Geprüft"
"15.01.1973 00:00:00";"37,57";"Geprüft"
"22.01.1973 00:00:00";"37,57";"Geprüft"
"01.02.1973 00:00:00";"37,57";"Geprüft"
"08.02.1973 00:00:00";"37,57";"Geprüft"
"15.02.1973 00:00:00";"37,61";"Geprüft"
"22.02.1973 00:00:00";"37,68";"Geprüft"
"01.03.1973 00:00:00";"37,73";"Geprüft"
"08.03.1973 00:00:00";"37,81";"Geprüft"
"15.03.1973 00:00:00";"37,89";"Geprüft"
"22.03.1973 00:00:00";"37,91";"Geprüft"
"01.04.1973 00:00:00";"37,94";"Geprüft"
"08.04.1973 00:00:00";"37,95";"Geprüft"
"15.04.1973 00:00:00";"37,95";"Geprüft"
"22.04.1973 00:00:00";"37,94";"Geprüft"
"01.05.1973 00:00:00";"38,08";"Geprüft"
"08.05.1973 00:00:00";"38,19";"Geprüft"
"15.05.1973 00:00:00";"38,26";"Geprüft"
"22.05.1973 00:00:00";"38,32";"Geprüft"
"01.06.1973 00:00:00";"38,3";"Geprüft"
"08.06.1973 00:00:00";"38,28";"Geprüft"
"15.06.1973 00:00:00";"38,25";"Geprüft"
"22.06.1973 00:00:00";"38,2";"Geprüft"
"01.07.1973 00:00:00";"38,17";"Geprüft"
"08.07.1973 00:00:00";"38,11";"Geprüft"
"15.07.1973 00:00:00";"38,07";"Geprüft"
"22.07.1973 00:00:00";"37,87";"Geprüft"
"01.08.1973 00:00:00";"37,8";"Geprüft"
"08.08.1973 00:00:00";"37,75";"Geprüft"
"15.08.1973 00:00:00";"37,72";"Geprüft"
"22.08.1973 00:00:00";"37,67";"Geprüft"
"01.09.1973 00:00:00";"37,64";"Geprüft"
"08.09.1973 00:00:00";"37,62";"Geprüft"
"15.09.1973 00:00:00";"37,48";"Geprüft"
"22.09.1973 00:00:00";"37,45";"Geprüft"
"01.10.1973 00:00:00";"37,44";"Geprüft"
"08.10.1973 00:00:00";"37,44";"Geprüft"
"15.10.1973 00:00:00";"37,46";"Geprüft"
"22.10.1973 00:00:00";"37,47";"Geprüft"
