"Zeitpunkt";"Wasserstand(NHN) [mNHN]";"Hinweise"
"05.11.2000 00:00:00";"36,79";"Geprüft"
"12.11.2000 00:00:00";"36,8";"Geprüft"
"19.11.2000 00:00:00";"36,81";"Geprüft"
"28.11.2000 00:00:00";"36,79";"Geprüft"
"03.12.2000 00:00:00";"36,78";"Geprüft"
"10.12.2000 00:00:00";"36,79";"Geprüft"
"17.12.2000 00:00:00";"36,81";"Geprüft"
"23.12.2000 00:00:00";"36,81";"Geprüft"
"07.01.2001 00:00:00";"36,81";"Geprüft"
"14.01.2001 00:00:00";"36,8";"Geprüft"
"21.01.2001 00:00:00";"36,79";"Geprüft"
"28.01.2001 00:00:00";"36,84";"Geprüft"
"04.02.2001 00:00:00";"36,84";"Geprüft"
"11.02.2001 00:00:00";"36,83";"Geprüft"
"18.02.2001 00:00:00";"36,84";"Geprüft"
"25.02.2001 00:00:00";"36,86";"Geprüft"
"04.03.2001 00:00:00";"36,81";"Geprüft"
"11.03.2001 00:00:00";"36,87";"Geprüft"
"18.03.2001 00:00:00";"36,86";"Geprüft"
"26.03.2001 00:00:00";"36,85";"Geprüft"
"01.04.2001 00:00:00";"36,84";"Geprüft"
"08.04.2001 00:00:00";"36,86";"Geprüft"
"16.04.2001 00:00:00";"36,86";"Geprüft"
"22.04.2001 00:00:00";"36,78";"Geprüft"
"06.05.2001 00:00:00";"36,84";"Geprüft"
"13.05.2001 00:00:00";"36,85";"Geprüft"
"20.05.2001 00:00:00";"36,83";"Geprüft"
"27.05.2001 00:00:00";"36,8";"Geprüft"
"04.06.2001 00:00:00";"36,81";"Geprüft"
"10.06.2001 00:00:00";"36,83";"Geprüft"
"17.06.2001 00:00:00";"36,85";"Geprüft"
"24.06.2001 00:00:00";"36,81";"Geprüft"
"01.07.2001 00:00:00";"36,8";"Geprüft"
"08.07.2001 00:00:00";"36,8";"Geprüft"
"15.07.2001 00:00:00";"36,78";"Geprüft"
"22.07.2001 00:00:00";"36,77";"Geprüft"
"05.08.2001 00:00:00";"36,76";"Geprüft"
"12.08.2001 00:00:00";"36,74";"Geprüft"
"17.08.2001 00:00:00";"36,73";"Geprüft"
"02.09.2001 00:00:00";"36,75";"Geprüft"
"09.09.2001 00:00:00";"36,75";"Geprüft"
"16.09.2001 00:00:00";"36,75";"Geprüft"
"23.09.2001 00:00:00";"36,75";"Geprüft"
"07.10.2001 00:00:00";"36,78";"Geprüft"
"14.10.2001 00:00:00";"36,76";"Geprüft"
"21.10.2001 00:00:00";"36,76";"Geprüft"
"28.10.2001 00:00:00";"36,77";"Geprüft"
"04.11.2001 00:00:00";"36,78";"Geprüft"
"11.11.2001 00:00:00";"36,8";"Geprüft"
"18.11.2001 00:00:00";"36,79";"Geprüft"
"25.11.2001 00:00:00";"36,79";"Geprüft"
"02.12.2001 00:00:00";"36,78";"Geprüft"
"08.12.2001 00:00:00";"36,8";"Geprüft"
"16.12.2001 00:00:00";"36,79";"Geprüft"
"06.01.2002 00:00:00";"36,81";"Geprüft"
"13.01.2002 00:00:00";"36,82";"Geprüft"
"20.01.2002 00:00:00";"36,83";"Geprüft"
"27.01.2002 00:00:00";"36,85";"Geprüft"
"03.02.2002 00:00:00";"36,86";"Geprüft"
"10.02.2002 00:00:00";"36,85";"Geprüft"
"17.02.2002 00:00:00";"36,86";"Geprüft"
"24.02.2002 00:00:00";"36,89";"Geprüft"
"03.03.2002 00:00:00";"36,88";"Geprüft"
"12.03.2002 00:00:00";"36,9";"Geprüft"
"17.03.2002 00:00:00";"36,91";"Geprüft"
"31.03.2002 00:00:00";"36,9";"Geprüft"
"07.04.2002 00:00:00";"36,92";"Geprüft"
"14.04.2002 00:00:00";"36,94";"Geprüft"
"21.04.2002 00:00:00";"36,92";"Geprüft"
"26.04.2002 00:00:00";"36,91";"Geprüft"
"05.05.2002 00:00:00";"36,93";"Geprüft"
"13.05.2002 00:00:00";"36,95";"Geprüft"
"20.05.2002 00:00:00";"36,95";"Geprüft"
"26.05.2002 00:00:00";"36,96";"Geprüft"
"09.06.2002 00:00:00";"36,83";"Geprüft"
"17.06.2002 00:00:00";"36,91";"Geprüft"
"23.06.2002 00:00:00";"36,91";"Geprüft"
"30.06.2002 00:00:00";"36,89";"Geprüft"
"08.07.2002 00:00:00";"36,89";"Geprüft"
"28.07.2002 00:00:00";"36,91";"Geprüft"
"05.08.2002 00:00:00";"36,91";"Geprüft"
"12.08.2002 00:00:00";"36,93";"Geprüft"
"18.08.2002 00:00:00";"36,94";"Geprüft"
"25.08.2002 00:00:00";"36,96";"Geprüft"
"01.09.2002 00:00:00";"36,95";"Geprüft"
