"Zeitpunkt";"Wasserstand(NHN) [mNHN]";"Hinweise"
"01.04.2007 00:00:00";"77,3";"Geprüft"
"08.04.2007 00:00:00";"77,3";"Geprüft"
"15.04.2007 00:00:00";"77,26";"Geprüft"
"22.04.2007 00:00:00";"77,36";"Geprüft"
"01.05.2007 00:00:00";"77,34";"Geprüft"
"15.05.2007 00:00:00";"77,31";"Geprüft"
"22.05.2007 00:00:00";"77,24";"Geprüft"
"01.06.2007 00:00:00";"77,32";"Geprüft"
"08.06.2007 00:00:00";"77,32";"Geprüft"
"15.06.2007 00:00:00";"77,34";"Geprüft"
"22.06.2007 00:00:00";"77,33";"Geprüft"
"01.07.2007 00:00:00";"77,31";"Geprüft"
"15.07.2007 00:00:00";"77,35";"Geprüft"
"22.07.2007 00:00:00";"77,42";"Geprüft"
"01.08.2007 00:00:00";"77,41";"Geprüft"
"08.08.2007 00:00:00";"77,44";"Geprüft"
"22.08.2007 00:00:00";"77,34";"Geprüft"
"01.09.2007 00:00:00";"77,38";"Geprüft"
"08.09.2007 00:00:00";"77,43";"Geprüft"
"15.09.2007 00:00:00";"77,33";"Geprüft"
"22.09.2007 00:00:00";"77,41";"Geprüft"
"08.10.2007 00:00:00";"77,4";"Geprüft"
"15.10.2007 00:00:00";"77,31";"Geprüft"
"22.10.2007 00:00:00";"77,43";"Geprüft"
"03.12.2007 00:00:00";"77,5";"Geprüft"
"05.12.2007 00:00:00";"77,47";"Geprüft"
"08.12.2007 00:00:00";"77,5";"Geprüft"
"15.12.2007 00:00:00";"77,51";"Geprüft"
"22.12.2007 00:00:00";"77,5";"Geprüft"
"01.01.2008 00:00:00";"77,5";"Geprüft"
"08.01.2008 00:00:00";"77,5";"Geprüft"
"15.01.2008 00:00:00";"77,5";"Geprüft"
"22.01.2008 00:00:00";"77,5";"Geprüft"
"15.02.2008 00:00:00";"77,5";"Geprüft"
"22.02.2008 00:00:00";"77,52";"Geprüft"
"01.03.2008 00:00:00";"77,6";"Geprüft"
"08.03.2008 00:00:00";"77,6";"Geprüft"
"15.03.2008 00:00:00";"77,5";"Geprüft"
"22.03.2008 00:00:00";"77,6";"Geprüft"
"01.04.2008 00:00:00";"77,7";"Geprüft"
"08.04.2008 00:00:00";"77,64";"Geprüft"
"15.04.2008 00:00:00";"77,64";"Geprüft"
"22.04.2008 00:00:00";"77,61";"Geprüft"
"01.05.2008 00:00:00";"77,61";"Geprüft"
