"Zeitpunkt";"Wasserstand(NHN) [mNHN]";"Hinweise"
"01.11.1980 00:00:00";"52,12";"Geprüft"
"08.11.1980 00:00:00";"52,12";"Geprüft"
"15.11.1980 00:00:00";"52,12";"Geprüft"
"22.11.1980 00:00:00";"52,12";"Geprüft"
"01.05.1983 00:00:00";"52,14";"Geprüft"
"08.05.1983 00:00:00";"52,14";"Geprüft"
"15.05.1983 00:00:00";"52,14";"Geprüft"
"22.05.1983 00:00:00";"52,14";"Geprüft"
"01.07.1985 00:00:00";"51,91";"Geprüft"
"08.07.1985 00:00:00";"51,91";"Geprüft"
"15.07.1985 00:00:00";"51,91";"Geprüft"
"22.07.1985 00:00:00";"51,91";"Geprüft"
"01.03.1986 00:00:00";"51,7";"Geprüft"
"08.03.1986 00:00:00";"51,7";"Geprüft"
"15.03.1986 00:00:00";"51,7";"Geprüft"
"22.03.1986 00:00:00";"51,7";"Geprüft"
"01.04.1986 00:00:00";"51,94";"Geprüft"
"08.04.1986 00:00:00";"51,94";"Geprüft"
"15.04.1986 00:00:00";"51,94";"Geprüft"
"22.04.1986 00:00:00";"51,94";"Geprüft"
"01.08.1986 00:00:00";"51,72";"Geprüft"
"08.08.1986 00:00:00";"51,72";"Geprüft"
"15.08.1986 00:00:00";"51,72";"Geprüft"
"22.08.1986 00:00:00";"51,72";"Geprüft"
"01.01.1987 00:00:00";"52,13";"Geprüft"
"08.01.1987 00:00:00";"52,13";"Geprüft"
"15.01.1987 00:00:00";"52,13";"Geprüft"
"22.01.1987 00:00:00";"52,13";"Geprüft"
"01.11.1987 00:00:00";"52,48";"Geprüft"
"08.11.1987 00:00:00";"52,48";"Geprüft"
"15.11.1987 00:00:00";"52,48";"Geprüft"
"22.11.1987 00:00:00";"52,48";"Geprüft"
"01.04.1988 00:00:00";"52,91";"Geprüft"
"08.04.1988 00:00:00";"52,91";"Geprüft"
"15.04.1988 00:00:00";"52,91";"Geprüft"
"22.04.1988 00:00:00";"52,91";"Geprüft"
