"Zeitpunkt";"Wasserstand(NHN) [mNHN]";"Hinweise"
"06.09.2000 00:00:00";"30,16";"Geprüft"
"08.09.2000 00:00:00";"30,19";"Geprüft"
"15.09.2000 00:00:00";"30,07";"Geprüft"
"22.09.2000 00:00:00";"30,1";"Geprüft"
"01.10.2000 00:00:00";"30,15";"Geprüft"
"08.10.2000 00:00:00";"30,15";"Geprüft"
"15.10.2000 00:00:00";"30,11";"Geprüft"
"22.10.2000 00:00:00";"30,13";"Geprüft"
"01.11.2000 00:00:00";"30,11";"Geprüft"
"08.11.2000 00:00:00";"30,09";"Geprüft"
"15.11.2000 00:00:00";"30,08";"Geprüft"
"22.11.2000 00:00:00";"30,08";"Geprüft"
"01.12.2000 00:00:00";"30,07";"Geprüft"
"08.12.2000 00:00:00";"30,09";"Geprüft"
"15.12.2000 00:00:00";"30,07";"Geprüft"
"22.12.2000 00:00:00";"30,1";"Geprüft"
"01.01.2001 00:00:00";"30,06";"Geprüft"
"08.01.2001 00:00:00";"30,02";"Geprüft"
"15.01.2001 00:00:00";"30,06";"Geprüft"
"22.01.2001 00:00:00";"30,11";"Geprüft"
"01.02.2001 00:00:00";"30,12";"Geprüft"
"08.02.2001 00:00:00";"30,14";"Geprüft"
"15.02.2001 00:00:00";"30,14";"Geprüft"
"22.02.2001 00:00:00";"30,18";"Geprüft"
"01.03.2001 00:00:00";"30,21";"Geprüft"
"08.03.2001 00:00:00";"30,22";"Geprüft"
"15.03.2001 00:00:00";"30,21";"Geprüft"
"22.03.2001 00:00:00";"30,3";"Geprüft"
"08.04.2001 00:00:00";"30,36";"Geprüft"
"15.04.2001 00:00:00";"30,39";"Geprüft"
"22.04.2001 00:00:00";"30,4";"Geprüft"
"01.05.2001 00:00:00";"30,38";"Geprüft"
"08.05.2001 00:00:00";"30,37";"Geprüft"
"15.05.2001 00:00:00";"30,39";"Geprüft"
"22.05.2001 00:00:00";"30,36";"Geprüft"
"01.06.2001 00:00:00";"30,39";"Geprüft"
"08.06.2001 00:00:00";"30,33";"Geprüft"
"15.06.2001 00:00:00";"30,34";"Geprüft"
"22.06.2001 00:00:00";"30,34";"Geprüft"
"01.07.2001 00:00:00";"30,26";"Geprüft"
"08.07.2001 00:00:00";"30,28";"Geprüft"
"15.07.2001 00:00:00";"30,27";"Geprüft"
"22.07.2001 00:00:00";"30,23";"Geprüft"
"01.08.2001 00:00:00";"30,19";"Geprüft"
"08.08.2001 00:00:00";"30,2";"Geprüft"
"15.08.2001 00:00:00";"30,19";"Geprüft"
"22.08.2001 00:00:00";"30,14";"Geprüft"
"01.09.2001 00:00:00";"30,13";"Geprüft"
"08.09.2001 00:00:00";"30,11";"Geprüft"
"15.09.2001 00:00:00";"30,1";"Geprüft"
"22.09.2001 00:00:00";"30,12";"Geprüft"
"01.10.2001 00:00:00";"30,12";"Geprüft"
"08.10.2001 00:00:00";"30,11";"Geprüft"
"15.10.2001 00:00:00";"30,12";"Geprüft"
"22.10.2001 00:00:00";"30,11";"Geprüft"
"01.11.2001 00:00:00";"30,06";"Geprüft"
"15.11.2001 00:00:00";"30,07";"Geprüft"
"22.11.2001 00:00:00";"30,1";"Geprüft"
"01.12.2001 00:00:00";"30,09";"Geprüft"
"08.12.2001 00:00:00";"30,11";"Geprüft"
"15.12.2001 00:00:00";"30,12";"Geprüft"
"22.12.2001 00:00:00";"30,11";"Geprüft"
"01.01.2002 00:00:00";"30,17";"Geprüft"
"08.01.2002 00:00:00";"30,21";"Geprüft"
"15.01.2002 00:00:00";"30,22";"Geprüft"
"22.01.2002 00:00:00";"30,31";"Geprüft"
"01.02.2002 00:00:00";"30,35";"Geprüft"
"08.02.2002 00:00:00";"30,45";"Geprüft"
"15.02.2002 00:00:00";"30,41";"Geprüft"
"22.02.2002 00:00:00";"30,62";"Geprüft"
"01.03.2002 00:00:00";"30,64";"Geprüft"
"08.03.2002 00:00:00";"30,65";"Geprüft"
"15.03.2002 00:00:00";"30,78";"Geprüft"
"22.03.2002 00:00:00";"30,8";"Geprüft"
"01.04.2002 00:00:00";"30,86";"Geprüft"
"08.04.2002 00:00:00";"30,86";"Geprüft"
"15.04.2002 00:00:00";"30,86";"Geprüft"
"22.04.2002 00:00:00";"30,87";"Geprüft"
"01.05.2002 00:00:00";"30,9";"Geprüft"
"08.05.2002 00:00:00";"30,91";"Geprüft"
"15.05.2002 00:00:00";"30,88";"Geprüft"
"22.05.2002 00:00:00";"30,91";"Geprüft"
"01.06.2002 00:00:00";"30,82";"Geprüft"
"08.06.2002 00:00:00";"30,82";"Geprüft"
"15.06.2002 00:00:00";"30,81";"Geprüft"
"22.06.2002 00:00:00";"30,78";"Geprüft"
"01.07.2002 00:00:00";"30,82";"Geprüft"
"08.07.2002 00:00:00";"30,76";"Geprüft"
"15.07.2002 00:00:00";"30,74";"Geprüft"
"22.07.2002 00:00:00";"30,76";"Geprüft"
"01.08.2002 00:00:00";"30,75";"Geprüft"
"08.08.2002 00:00:00";"30,74";"Geprüft"
"15.08.2002 00:00:00";"30,75";"Geprüft"
"22.08.2002 00:00:00";"30,79";"Geprüft"
"01.09.2002 00:00:00";"30,8";"Geprüft"
"08.09.2002 00:00:00";"30,75";"Geprüft"
"15.09.2002 00:00:00";"30,75";"Geprüft"
"22.09.2002 00:00:00";"30,7";"Geprüft"
"01.10.2002 00:00:00";"30,73";"Geprüft"
"08.10.2002 00:00:00";"30,74";"Geprüft"
"15.10.2002 00:00:00";"30,76";"Geprüft"
"22.10.2002 00:00:00";"30,8";"Geprüft"
"01.11.2002 00:00:00";"30,82";"Geprüft"
"08.11.2002 00:00:00";"31,01";"Geprüft"
"15.11.2002 00:00:00";"31,02";"Geprüft"
"22.11.2002 00:00:00";"31,08";"Geprüft"
"01.12.2002 00:00:00";"31,14";"Geprüft"
"08.12.2002 00:00:00";"31,19";"Geprüft"
"15.12.2002 00:00:00";"31,25";"Geprüft"
"22.12.2002 00:00:00";"31,25";"Geprüft"
"01.01.2003 00:00:00";"31,25";"Geprüft"
"08.01.2003 00:00:00";"31,27";"Geprüft"
"15.01.2003 00:00:00";"31,34";"Geprüft"
"22.01.2003 00:00:00";"31,44";"Geprüft"
"01.02.2003 00:00:00";"31,4";"Geprüft"
"08.02.2003 00:00:00";"31,37";"Geprüft"
"15.02.2003 00:00:00";"31,48";"Geprüft"
"22.02.2003 00:00:00";"31,45";"Geprüft"
"01.03.2003 00:00:00";"31,48";"Geprüft"
