"Zeitpunkt";"Wasserstand(NHN) [mNHN]";"Hinweise"
"01.03.1974 00:00:00";"100,47";"Geprüft"
"15.03.1974 00:00:00";"100,28";"Geprüft"
"01.04.1974 00:00:00";"100,18";"Geprüft"
"15.04.1974 00:00:00";"100,25";"Geprüft"
"01.05.1974 00:00:00";"100,21";"Geprüft"
"15.05.1974 00:00:00";"100,23";"Geprüft"
"01.06.1974 00:00:00";"100,19";"Geprüft"
"15.06.1974 00:00:00";"100,06";"Geprüft"
"01.07.1974 00:00:00";"100,07";"Geprüft"
"15.07.1974 00:00:00";"100,02";"Geprüft"
"01.08.1974 00:00:00";"100,02";"Geprüft"
"15.08.1974 00:00:00";"99,93";"Geprüft"
"01.09.1974 00:00:00";"99,98";"Geprüft"
"15.09.1974 00:00:00";"100";"Geprüft"
"01.10.1974 00:00:00";"99,86";"Geprüft"
"15.10.1974 00:00:00";"99,85";"Geprüft"
"01.11.1974 00:00:00";"99,87";"Geprüft"
"15.11.1974 00:00:00";"99,82";"Geprüft"
"01.12.1974 00:00:00";"99,78";"Geprüft"
"15.12.1974 00:00:00";"99,74";"Geprüft"
"01.01.1975 00:00:00";"99,8";"Geprüft"
"15.01.1975 00:00:00";"99,71";"Geprüft"
"01.02.1975 00:00:00";"99,65";"Geprüft"
"15.02.1975 00:00:00";"99,61";"Geprüft"
"01.03.1975 00:00:00";"99,67";"Geprüft"
"15.03.1975 00:00:00";"99,45";"Geprüft"
"01.04.1975 00:00:00";"99,59";"Geprüft"
"15.04.1975 00:00:00";"99,54";"Geprüft"
"01.05.1975 00:00:00";"99,59";"Geprüft"
"15.05.1975 00:00:00";"99,64";"Geprüft"
"01.06.1975 00:00:00";"99,49";"Geprüft"
"15.06.1975 00:00:00";"99,46";"Geprüft"
"01.07.1975 00:00:00";"99,34";"Geprüft"
"15.07.1975 00:00:00";"99,2";"Geprüft"
"01.08.1975 00:00:00";"99,17";"Geprüft"
"15.08.1975 00:00:00";"99,14";"Geprüft"
"01.09.1975 00:00:00";"99,16";"Geprüft"
"15.09.1975 00:00:00";"99,15";"Geprüft"
"01.10.1975 00:00:00";"99,13";"Geprüft"
